"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Ashfield",2009,2698856,0,125543,22604,87705,2934708,3083587,0,143440,25826,100208,3353061,91.96,0,4.28,0.77,2.99
"Ashfield",2010,2778461,0,117194,13125,84953,2993733,3123309,0,131740,14754,95497,3365300,92.81,0,3.91,0.44,2.84
"Ashfield",2011,2868833,0,118441,13513,97775,3098562,3126218,0,129067,14725,106547,3376558,92.59,0,3.82,0.44,3.16
"Ashfield",2012,2979425,0,123406,14432,112088,3229351,3180905,0,131751,15408,119668,3447732,92.26,0,3.82,0.45,3.47
"Ashfield",2013,3074613,0,125920,14363,110780,3325676,3235143,0,132494,15113,116564,3499314,92.45,0,3.79,0.43,3.33
"Ashfield",2014,3201358,0,135391,15393,133136,3485278,3314734,0,140186,15938,137851,3608709,91.85,0,3.88,0.44,3.82
"Ashfield",2015,3257377,0,130823,15553,174097,3577850,3368738,0,135296,16085,180049,3700167,91.04,0,3.66,0.43,4.87
"Ashfield",2016,3363975,0,135415,16010,185484,3700884,3926429,0,158056,18687,216497,4319669,90.9,0,3.66,0.43,5.01
"Ashfield",2017,3493000,0,137627,15928,252441,3898996,3493000,0,137627,15928,252441,3898996,89.59,0,3.53,0.41,6.47
"Ashland",2003,20496271,160320,1041760,715336,344957,22758644,27304598,213574,1387805,952952,459543,30318472,90.06,0.7,4.58,3.14,1.52
"Ashland",2004,22117139,130489,1124044,728673,406784,24507129,28699593,169325,1458579,945539,527850,31800887,90.25,0.53,4.59,2.97,1.66
"Ashland",2005,24364998,138752,1254631,743688,430510,26932579,30580380,174147,1574681,933399,540331,33802938,90.47,0.52,4.66,2.76,1.6
"Ashland",2006,26715212,17892,1439795,519113,443952,29135964,32482305,21754,1750608,631175,539789,35425632,91.69,0.06,4.94,1.78,1.52
"Ashland",2007,27736859,10522,1473193,553352,455225,30229151,32790553,12439,1741611,654174,538168,35736944,91.76,0.03,4.87,1.83,1.51
"Ashland",2008,28491786,9525,1518064,575094,506950,31101419,32437572,10844,1728298,654738,577157,35408609,91.61,0.03,4.88,1.85,1.63
"Ashland",2009,29444493,5853,1621680,614978,527540,32214544,33641909,6687,1852856,702645,602743,36806840,91.4,0.02,5.03,1.91,1.64
"Ashland",2010,30300762,4852,1686157,635156,601286,33228213,34061538,5454,1895434,713988,675915,37352330,91.19,0.01,5.07,1.91,1.81
"Ashland",2011,31141214,5010,1742102,637649,677070,34203045,33935131,5459,1898399,694857,737815,37271662,91.05,0.01,5.09,1.86,1.98
"Ashland",2012,31979376,5218,1807273,643824,746453,35182144,34141940,5571,1929488,687362,796931,37561291,90.9,0.01,5.14,1.83,2.12
"Ashland",2013,32670338,5397,1870320,661148,804897,36012100,34376101,5679,1967972,695667,846922,37892340,90.72,0.01,5.19,1.84,2.24
"Ashland",2014,33750990,5476,1914613,656554,866559,37194192,34946281,5670,1982419,679806,897248,38511423,90.74,0.01,5.15,1.77,2.33
"Ashland",2015,34982345,4733,1962666,621181,909703,38480628,36178301,4895,2029764,642418,940803,39796181,90.91,0.01,5.1,1.61,2.36
"Ashland",2016,36276915,4848,2237213,610371,858484,39987831,42342386,5659,2611273,712425,1002022,46673764,90.72,0.01,5.59,1.53,2.15
"Ashland",2017,37724748,4763,2379279,629830,871678,41610298,37724748,4763,2379279,629830,871678,41610298,90.66,0.01,5.72,1.51,2.09
"Athol",2003,5356790,0,509638,198021,215770,6280219,7136176,0,678926,263798,287443,8366344,85.3,0,8.11,3.15,3.44
"Athol",2004,5699227,0,482291,175577,145852,6502947,7395418,0,625829,227832,189260,8438340,87.64,0,7.42,2.7,2.24
"Athol",2005,6035581,0,464821,161159,128711,6790272,7575226,0,583394,202270,161544,8522435,88.89,0,6.85,2.37,1.9
"Athol",2006,6427899,0,464889,155889,124352,7173029,7815509,0,565246,189541,151196,8721492,89.61,0,6.48,2.17,1.73
"Athol",2007,7791608,0,547023,167683,143795,8650109,9211250,0,646691,198235,169995,10226171,90.08,0,6.32,1.94,1.66
"Athol",2008,8016593,0,558640,174437,148377,8898047,9126799,0,636005,198595,168926,10130325,90.09,0,6.28,1.96,1.67
"Athol",2009,8378969,0,597290,190345,211306,9377910,9573420,0,682436,217479,241428,10714764,89.35,0,6.37,2.03,2.25
"Athol",2010,8507215,0,677786,203032,246527,9634560,9563087,0,761909,228231,277125,10830353,88.3,0,7.03,2.11,2.56
"Athol",2011,8740593,0,695082,216541,274181,9926397,9524779,0,757443,235969,298780,10816970,88.05,0,7,2.18,2.76
"Athol",2012,8907898,0,746779,241558,297355,10193590,9510283,0,797279,257893,317463,10882918,87.39,0,7.33,2.37,2.92
"Athol",2013,8534594,0,751105,240346,297851,9823896,8980197,0,790321,252895,313402,10336815,86.88,0,7.65,2.45,3.03
"Athol",2014,9768570,0,881133,258207,438275,11346185,10114524,0,912338,267351,453796,11748010,86.1,0,7.77,2.28,3.86
"Athol",2015,10076689,0,1048477,264758,452111,11842035,10421185,0,1084322,273809,467568,12246884,85.09,0,8.85,2.24,3.82
"Athol",2016,10513441,0,1122047,275888,477522,12388898,12271280,0,1309652,322016,557363,14460312,84.86,0,9.06,2.23,3.85
"Athol",2017,11344380,0,1263668,290476,514974,13413498,11344380,0,1263668,290476,514974,13413498,84.57,0,9.42,2.17,3.84
"Attleboro",2003,27509015,0,5149700,2834671,1433789,36927175,36646792,0,6860296,3776275,1910056,49193419,74.5,0,13.95,7.68,3.88
"Attleboro",2004,29337020,0,5459142,3095722,1770164,39662048,38068239,0,7083880,4017064,2296996,51466179,73.97,0,13.76,7.81,4.46
"Attleboro",2005,32895710,0,5151125,2847511,1364553,42258899,41287232,0,6465150,3573896,1712643,53038921,77.84,0,12.19,6.74,3.23
"Attleboro",2006,35245075,0,4937233,2751639,1362674,44296621,42853536,0,6003048,3345644,1656839,53859066,79.57,0,11.15,6.21,3.08
"Attleboro",2007,36796938,0,5166491,3352272,1438056,46753757,43501391,0,6107833,3963061,1700072,55272356,78.7,0,11.05,7.17,3.08
"Attleboro",2008,37641578,0,5910779,3544414,1599650,48696421,42854506,0,6729354,4035275,1821183,55440318,77.3,0,12.14,7.28,3.28
"Attleboro",2009,38547814,0,6526926,3969603,1962943,51007286,44042940,0,7457362,4535484,2242767,58278553,75.57,0,12.8,7.78,3.85
"Attleboro",2010,39747140,0,6805701,4176850,2160011,52889702,44680353,0,7650390,4695259,2428101,59454102,75.15,0,12.87,7.9,4.08
"Attleboro",2011,40491512,0,7399157,4483344,2235393,54609406,44124316,0,8062992,4885579,2435947,59508834,74.15,0,13.55,8.21,4.09
"Attleboro",2012,41796165,0,7908400,4592453,2358614,56655632,44622577,0,8443195,4903012,2518112,60486897,73.77,0,13.96,8.11,4.16
"Attleboro",2013,43259875,0,8290880,4636858,2420622,58608235,45518532,0,8723758,4878955,2547006,61668250,73.81,0,14.15,7.91,4.13
"Attleboro",2014,44655154,0,8613157,4748207,2486767,60503285,46236615,0,8918192,4916365,2574836,62646007,73.81,0,14.24,7.85,4.11
"Attleboro",2015,46715662,0,8607400,4751761,2510319,62585142,48312750,0,8901665,4914211,2596140,64724767,74.64,0,13.75,7.59,4.01
"Attleboro",2016,48649221,0,8716217,4670066,2618255,64653759,56783331,0,10173561,5450897,3056025,75463815,75.25,0,13.48,7.22,4.05
"Attleboro",2017,51792191,0,8555334,4558621,2662926,67569072,51792191,0,8555334,4558621,2662926,67569072,76.65,0,12.66,6.75,3.94
"Auburn",2003,11237980,37924,5733737,2086201,633378,19729220,14970944,50521,7638335,2779183,843770,26282752,56.96,0.19,29.06,10.57,3.21
"Auburn",2004,13301024,36964,5302076,2159815,694190,21494069,17259645,47965,6880068,2802614,900793,27891086,61.88,0.17,24.67,10.05,3.23
"Auburn",2005,14780323,34180,6492602,2416337,708491,24431933,18550705,42899,8148831,3032732,889223,30664390,60.5,0.14,26.57,9.89,2.9
"Auburn",2006,14959438,40023,7205359,2629696,837565,25672081,18188777,48663,8760802,3197376,1018373,31213991,58.27,0.16,28.07,10.24,3.26
"Auburn",2007,16193066,0,8024726,3011542,811386,28040720,19143465,0,9486842,3560249,959222,33149778,57.75,0,28.62,10.74,2.89
"Auburn",2008,16997732,0,8193700,3068781,1068896,29329109,19351723,0,9328434,3493772,1216926,33390855,57.96,0,27.94,10.46,3.64
"Auburn",2009,17659245,0,8518619,3464812,1300470,30943146,20176632,0,9732978,3958733,1485857,35354200,57.07,0,27.53,11.2,4.2
"Auburn",2010,19024375,0,8166816,3381287,1281786,31854264,21385584,0,9180440,3800955,1440875,35807853,59.72,0,25.64,10.61,4.02
"Auburn",2011,19953837,0,8028448,3377177,1383195,32742657,21744048,0,8748742,3680169,1507292,35680251,60.94,0,24.52,10.31,4.22
"Auburn",2012,20701514,0,7882420,3365654,1440545,33390133,22101427,0,8415459,3593252,1537960,35648098,62,0,23.61,10.08,4.31
"Auburn",2013,21302202,0,7676895,3327529,1525322,33831948,22414419,0,8077716,3501264,1604961,35598360,62.96,0,22.69,9.84,4.51
"Auburn",2014,22152032,0,8070361,3257028,1354960,34834381,22936546,0,8356173,3372376,1402946,36068040,63.59,0,23.17,9.35,3.89
"Auburn",2015,22992049,0,8009258,3265453,1481540,35748300,23778088,0,8283074,3377090,1532190,36970442,64.32,0,22.4,9.13,4.14
"Auburn",2016,24634621,0,8629608,3439734,1770692,38474655,28753510,0,10072471,4014855,2066750,44907586,64.03,0,22.43,8.94,4.6
"Auburn",2017,25788761,0,8808873,3480596,2111521,40189751,25788761,0,8808873,3480596,2111521,40189751,64.17,0,21.92,8.66,5.25
"Avon",2003,3468686,0,1691219,4039084,381818,9580807,4620893,0,2252998,5380762,508648,12763301,36.2,0,17.65,42.16,3.99
"Avon",2004,3662250,0,1753201,4299802,584439,10299692,4752201,0,2274985,5579500,758378,13365064,35.56,0,17.02,41.75,5.67
"Avon",2005,4121918,0,2892539,3978209,599190,11591856,5173398,0,3630410,4993029,752040,14548877,35.56,0,24.95,34.32,5.17
"Avon",2006,4471370,0,3021670,4036110,610639,12139789,5436618,0,3673967,4907397,742459,14760442,36.83,0,24.89,33.25,5.03
"Avon",2007,4813168,0,3125581,4120525,749634,12808908,5690134,0,3695066,4871290,886218,15142709,37.58,0,24.4,32.17,5.85
"Avon",2008,4819104,0,3330432,4453114,907921,13510571,5486495,0,3791659,5069819,1033658,15381630,35.67,0,24.65,32.96,6.72
"Avon",2009,4878679,0,3436051,4677978,1315041,14307749,5574152,0,3925872,5344840,1502505,16347369,34.1,0,24.02,32.7,9.19
"Avon",2010,4734112,0,3298618,4802927,1314833,14150490,5321686,0,3708026,5399042,1478023,15906777,33.46,0,23.31,33.94,9.29
"Avon",2011,5013742,0,3383959,4707194,1854152,14959047,5463563,0,3687560,5129512,2020502,16301138,33.52,0,22.62,31.47,12.39
"Avon",2012,5511699,0,3694464,5092742,2032777,16331682,5884421,0,3944297,5437132,2170241,17436091,33.75,0,22.62,31.18,12.45
"Avon",2013,5929765,0,3715355,5202635,1949900,16797655,6239366,0,3909339,5474272,2051707,17674683,35.3,0,22.12,30.97,11.61
"Avon",2014,6385204,0,3859161,5409376,2001017,17654758,6611336,0,3995833,5600949,2071883,18280001,36.17,0,21.86,30.64,11.33
"Avon",2015,6576549,0,4021741,5470495,2119758,18188543,6801384,0,4159234,5657517,2192227,18810362,36.16,0,22.11,30.08,11.65
"Avon",2016,7240836,0,4232121,5866375,1702590,19041922,8451498,0,4939728,6847228,1987262,22225716,38.03,0,22.23,30.81,8.94
"Avon",2017,7235183,0,4330012,6145902,1733209,19444306,7235183,0,4330012,6145902,1733209,19444306,37.21,0,22.27,31.61,8.91
"Ayer",2003,3995955,0,1498916,2716336,2778531,10989738,5323307,0,1996817,3618632,3701487,14640242,36.36,0,13.64,24.72,25.28
"Ayer",2004,4646501,0,1801715,3012310,2877994,12338520,6029382,0,2337937,3908827,3734536,16010683,37.66,0,14.6,24.41,23.33
"Ayer",2005,4939953,0,1861457,3022616,2596613,12420639,6200109,0,2336305,3793669,3258995,15589079,39.77,0,14.99,24.34,20.91
"Ayer",2006,5621845,0,2153505,3299788,2664960,13740098,6835450,0,2618389,4012123,3240253,16706214,40.92,0,15.67,24.02,19.4
"Ayer",2007,6016293,0,2146592,3194980,2549126,13906991,7112470,0,2537704,3777110,3013580,16440864,43.26,0,15.44,22.97,18.33
"Ayer",2008,6579567,0,2232932,3435719,2396819,14645037,7490762,0,2542168,3911527,2728751,16673207,44.93,0,15.25,23.46,16.37
"Ayer",2009,6901306,0,2312950,3576934,2529388,15320578,7885111,0,2642669,4086838,2889961,17504580,45.05,0,15.1,23.35,16.51
"Ayer",2010,7209553,0,2377577,3710936,2729941,16028007,8104366,0,2672670,4171518,3068767,18017322,44.98,0,14.83,23.15,17.03
"Ayer",2011,7555263,0,2629975,3776420,2778039,16739697,8233103,0,2865930,4115232,3027278,18241543,45.13,0,15.71,22.56,16.6
"Ayer",2012,8186182,0,2654587,3828721,2947746,17617236,8739762,0,2834100,4087633,3147084,18808579,46.47,0,15.07,21.73,16.73
"Ayer",2013,8465859,0,2747196,4016960,2980395,18210410,8907873,0,2890631,4226691,3136005,19161200,46.49,0,15.09,22.06,16.37
"Ayer",2014,8855809,0,2881709,4172311,3048340,18958169,9169437,0,2983765,4320073,3156297,19629572,46.71,0,15.2,22.01,16.08
"Ayer",2015,9401637,0,3149086,4287119,3734921,20572763,9723055,0,3256745,4433685,3862608,21276093,45.7,0,15.31,20.84,18.15
"Ayer",2016,9810403,0,3283305,4483660,3702286,21279654,11450694,0,3832271,5233324,4321305,24837595,46.1,0,15.43,21.07,17.4
"Ayer",2017,10323081,0,3419341,4617690,3628867,21988979,10323081,0,3419341,4617690,3628867,21988979,46.95,0,15.55,21,16.5
"Barnstable",2003,61071003,0,7218829,532780,1768279,70590891,81357197,0,9616736,709756,2355655,94039343,86.51,0,10.23,0.75,2.5
"Barnstable",2004,66253730,0,6392738,500285,1419282,74566035,85972019,0,8295331,649179,1841686,96758213,88.85,0,8.57,0.67,1.9
"Barnstable",2005,68856452,0,6833576,485517,1379486,77555031,86421370,0,8576785,609370,1731386,97338910,88.78,0,8.81,0.63,1.78
"Barnstable",2006,70402627,0,7976300,504130,1592704,80475761,85600654,0,9698168,612958,1936526,97848306,87.48,0,9.91,0.63,1.98
"Barnstable",2007,74852367,0,7102019,428952,835396,83218734,88490572,0,8396017,507108,987606,98381303,89.95,0,8.53,0.52,1
"Barnstable",2008,77278051,0,7461638,424939,876263,86040891,87980176,0,8494989,483788,997615,97956569,89.82,0,8.67,0.49,1.02
"Barnstable",2009,79506446,0,7979830,481022,1097160,89064458,90840368,0,9117383,549593,1253564,101760908,89.27,0,8.96,0.54,1.23
"Barnstable",2010,81208025,0,8788461,561831,1211545,91769862,91287151,0,9879240,631563,1361916,103159870,88.49,0,9.58,0.61,1.32
"Barnstable",2011,83565582,0,8995868,598906,1418747,94579103,91062890,0,9802956,652638,1546034,103064519,88.36,0,9.51,0.63,1.5
"Barnstable",2012,86077491,0,9149186,603948,1494754,97325379,91898371,0,9767888,644789,1595835,103906883,88.44,0,9.4,0.62,1.54
"Barnstable",2013,88546873,0,9650883,633494,1554771,100386021,93170025,0,10154769,666570,1635948,105627311,88.21,0,9.61,0.63,1.55
"Barnstable",2014,91357707,0,9917669,652080,1594563,103522019,94593138,0,10268903,675173,1651034,107188249,88.25,0,9.58,0.63,1.54
"Barnstable",2015,94113481,0,10119591,660174,1783240,106676486,97330978,0,10465554,682744,1844204,110323480,88.22,0,9.49,0.62,1.67
"Barnstable",2016,97234780,0,10654239,671300,1986749,110547068,113492356,0,12435619,783541,2318932,129030448,87.96,0,9.64,0.61,1.8
"Barnstable",2017,100243476,0,11160564,693580,2151366,114248986,100243476,0,11160564,693580,2151366,114248986,87.74,0,9.77,0.61,1.88
"Barre",2003,3542650,0,292539,67754,151937,4054880,4719426,0,389713,90260,202407,5401805,87.37,0,7.21,1.67,3.75
"Barre",2004,3597977,0,259378,59828,117189,4034372,4668799,0,336574,77634,152067,5235073,89.18,0,6.43,1.48,2.9
"Barre",2005,4160512,0,255763,58296,118135,4592706,5221837,0,321007,73167,148271,5764281,90.59,0,5.57,1.27,2.57
"Barre",2006,4397768,0,273873,60072,113288,4845001,5347127,0,332995,73040,137744,5890906,90.77,0,5.65,1.24,2.34
"Barre",2007,4435798,0,282205,63583,106036,4887622,5244007,0,333623,75168,125356,5778154,90.76,0,5.77,1.3,2.17
"Barre",2008,4721543,0,291294,64238,104346,5181421,5375423,0,331635,73134,118797,5898988,91.12,0,5.62,1.24,2.01
"Barre",2009,4675832,0,289746,60855,127154,5153587,5342388,0,331050,69530,145280,5888249,90.73,0,5.62,1.18,2.47
"Barre",2010,5046719,0,301965,73755,152197,5574636,5673092,0,339443,82909,171087,6266531,90.53,0,5.42,1.32,2.73
"Barre",2011,5265296,0,326920,80870,170775,5843861,5737686,0,356250,88125,186097,6368159,90.1,0,5.59,1.38,2.92
"Barre",2012,5198594,0,348034,92323,223222,5862173,5550142,0,371569,98566,238317,6258595,88.68,0,5.94,1.57,3.81
"Barre",2013,5361194,0,362497,99150,322772,6145613,5641109,0,381423,104327,339624,6466484,87.24,0,5.9,1.61,5.25
"Barre",2014,5312883,0,400988,109277,382930,6206078,5501039,0,415189,113147,396491,6425866,85.61,0,6.46,1.76,6.17
"Barre",2015,6144685,0,464961,134158,452333,7196137,6354756,0,480857,138745,467797,7442154,85.39,0,6.46,1.86,6.29
"Barre",2016,5985423,0,436464,152299,554356,7128542,6986181,0,509440,177763,647044,8320428,83.96,0,6.12,2.14,7.78
"Barre",2017,6504743,0,483599,169186,544630,7702158,6504743,0,483599,169186,544630,7702158,84.45,0,6.28,2.2,7.07
"Becket",2003,2658537,0,92645,9734,135835,2896751,3541634,0,123419,12967,180956,3858976,91.78,0,3.2,0.34,4.69
"Becket",2004,2856605,0,91819,9667,143158,3101249,3706781,0,119146,12544,185764,4024236,92.11,0,2.96,0.31,4.62
"Becket",2005,3061014,0,104866,9635,146888,3322403,3841863,0,131617,12093,184358,4169930,92.13,0,3.16,0.29,4.42
"Becket",2006,3371131,0,160034,9721,129347,3670233,4098867,0,194581,11820,157270,4462537,91.85,0,4.36,0.26,3.52
"Becket",2007,3555724,0,150263,11651,116811,3834449,4203582,0,177641,13774,138094,4533091,92.73,0,3.92,0.3,3.05
"Becket",2008,3781354,0,148017,11363,120798,4061532,4305028,0,168516,12937,137527,4624008,93.1,0,3.64,0.28,2.97
"Becket",2009,3899017,0,150858,11323,145619,4206817,4454836,0,172363,12937,166377,4806513,92.68,0,3.59,0.27,3.46
"Becket",2010,4078030,0,150352,9511,150410,4388303,4584174,0,169013,10691,169078,4932957,92.93,0,3.43,0.22,3.43
"Becket",2011,4341057,0,166087,10280,163930,4681354,4730526,0,180988,11202,178637,5101354,92.73,0,3.55,0.22,3.5
"Becket",2012,4559761,0,177605,11019,197000,4945385,4868109,0,189615,11764,210322,5279810,92.2,0,3.59,0.22,3.98
"Becket",2013,4603387,0,183968,11171,239252,5037778,4843736,0,193573,11754,251744,5300807,91.38,0,3.65,0.22,4.75
"Becket",2014,4696755,0,197195,11661,286462,5192073,4863090,0,204179,12074,296607,5375950,90.46,0,3.8,0.22,5.52
"Becket",2015,4724224,0,200357,11673,292122,5228376,4885733,0,207207,12072,302109,5407121,90.36,0,3.83,0.22,5.59
"Becket",2016,4749019,0,199425,11684,291094,5251222,5543051,0,232769,13638,339765,6129222,90.44,0,3.8,0.22,5.54
"Becket",2017,4774437,0,204394,14364,291946,5285141,4774437,0,204394,14364,291946,5285141,90.34,0,3.87,0.27,5.52
"Bedford",2003,18170637,67314,8081367,4906572,1266635,32492525,24206449,89674,10765786,6536407,1687378,43285694,55.92,0.21,24.87,15.1,3.9
"Bedford",2004,19954890,65644,8477917,5332108,1736685,35567244,25893820,85181,11001096,6919038,2253553,46152688,56.1,0.18,23.84,14.99,4.88
"Bedford",2005,21646151,50331,8353127,5283150,1563399,36896158,27167970,63170,10483966,6630854,1962214,46308173,58.67,0.14,22.64,14.32,4.24
"Bedford",2006,23624817,46283,8596026,4983949,1648243,38899318,28724777,56274,10451676,6059849,2004054,47296631,60.73,0.12,22.1,12.81,4.24
"Bedford",2007,24413538,45584,8950632,5339528,1666028,40415310,28861718,53889,10581450,6312397,1969581,47779036,60.41,0.11,22.15,13.21,4.12
"Bedford",2008,25174779,45233,10208123,5699408,1528291,42655834,28661198,51497,11621831,6488711,1739942,48563179,59.02,0.11,23.93,13.36,3.58
"Bedford",2009,26707083,45756,10942515,6260440,2063060,46018854,30514271,52279,12502409,7152888,2357156,52579003,58.04,0.1,23.78,13.6,4.48
"Bedford",2010,27669541,47460,8004606,8675486,2079100,46476193,31103743,53350,8998097,9752243,2337147,52244581,59.53,0.1,17.22,18.67,4.47
"Bedford",2011,30725700,44035,7799416,8479971,2898038,49947160,33482338,47986,8499161,9240774,3158043,54428302,61.52,0.09,15.62,16.98,5.8
"Bedford",2012,33090394,27239,7927371,8449361,2806547,52300912,35328089,29081,8463449,9020738,2996336,55837694,63.27,0.05,15.16,16.16,5.37
"Bedford",2013,33442243,26399,8170730,8984517,2913740,53537629,35188308,27777,8597335,9453611,3065870,56332901,62.46,0.05,15.26,16.78,5.44
"Bedford",2014,35772515,19503,8120158,9115269,2675002,55702447,37039398,20194,8407733,9438086,2769737,57675148,64.22,0.04,14.58,16.36,4.8
"Bedford",2015,36274379,16454,8410429,9626267,3626326,57953855,37514506,17017,8697960,9955364,3750301,59935148,62.59,0.03,14.51,16.61,6.26
"Bedford",2016,38432016,17251,8845843,10102234,3765078,61162422,44857818,20135,10324861,11791319,4394596,71388729,62.84,0.03,14.46,16.52,6.16
"Bedford",2017,40418266,0,10645473,8196287,3438052,62698078,40418266,0,10645473,8196287,3438052,62698078,64.46,0,16.98,13.07,5.48
"Belchertown",2003,12894765,8003,472744,134602,301667,13811781,17178070,10661,629777,179313,401873,18399694,93.36,0.06,3.42,0.97,2.18
"Belchertown",2004,14031706,8674,557115,141947,298103,15037545,18207791,11256,722922,184193,386824,19512986,93.31,0.06,3.7,0.94,1.98
"Belchertown",2005,14689045,3351,606218,138189,270007,15706810,18436143,4206,760861,173440,338884,19713534,93.52,0.02,3.86,0.88,1.72
"Belchertown",2006,15773889,3545,644720,141238,249742,16813134,19179046,4310,783898,171727,303655,20442636,93.82,0.02,3.83,0.84,1.49
