"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Levy_Pct_Change","Total_Levy_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Aquinnah",2012,2757053,0,33647,0,29290,2819990,2943495,0,35922,0,31271,3010688,97.77,0,1.19,0,1.04,27.6,3.01,2.94,0,0.04,0,0.03
"Aquinnah",2013,3044306,0,44782,0,34294,3123382,3203253,0,47120,0,36085,3286458,97.47,0,1.43,0,1.1,39.3,3.29,3.2,0,0.05,0,0.04
"Aquinnah",2014,3344009,0,50074,0,40615,3434698,3462437,0,51847,0,42053,3556338,97.36,0,1.46,0,1.18,50.7,3.56,3.46,0,0.05,0,0.04
"Aquinnah",2015,3500339,0,51145,432,43430,3595346,3620007,0,52894,447,44915,3718262,97.36,0,1.42,0.01,1.21,57.6,3.72,3.62,0,0.05,0,0.04
"Aquinnah",2016,3642066,0,54405,430,43034,3739935,4251016,0,63501,502,50229,4365249,97.38,0,1.45,0.01,1.15,85,4.37,4.25,0,0.06,0,0.05
"Aquinnah",2017,3791089,0,56094,442,45108,3892733,3791089,0,56094,442,45108,3892733,97.39,0,1.44,0.01,1.16,64.9,3.89,3.79,0,0.06,0,0.05
"Arlington",2003,56962049,1037,3257885,230446,795428,61246845,75883356,1381,4340069,306994,1059648,81591449,93,0,5.32,0.38,1.3,0,81.59,75.88,0,4.34,0.31,1.06
"Arlington",2004,59880691,0,2883991,199945,775513,63740140,77702250,0,3742318,259452,1006319,82710339,93.95,0,4.52,0.31,1.22,1.4,82.71,77.7,0,3.74,0.26,1.01
"Arlington",2005,61820467,0,2954889,205582,739032,65719970,77590542,0,3708666,258025,927555,82484788,94.07,0,4.5,0.31,1.12,1.1,82.48,77.59,0,3.71,0.26,0.93
"Arlington",2006,69428973,0,3056013,229044,811771,73525801,84416815,0,3715724,278488,987010,89398037,94.43,0,4.16,0.31,1.1,9.6,89.4,84.42,0,3.72,0.28,0.99
"Arlington",2007,72656089,0,3171347,238535,712380,76778351,85894129,0,3749171,281996,842177,90767473,94.63,0,4.13,0.31,0.93,11.2,90.77,85.89,0,3.75,0.28,0.84
"Arlington",2008,74394576,0,3364378,248917,805505,78813376,84697373,0,3830306,283389,917058,89728126,94.39,0,4.27,0.32,1.02,10,89.73,84.7,0,3.83,0.28,0.92
"Arlington",2009,76075616,0,3633624,259705,977062,80946007,86920461,0,4151610,296727,1116346,92485144,93.98,0,4.49,0.32,1.21,13.4,92.49,86.92,0,4.15,0.3,1.12
"Arlington",2010,78508301,0,3560968,253944,1147823,83471036,88252351,0,4002937,285462,1290285,93831036,94.05,0,4.27,0.3,1.38,15,93.83,88.25,0,4,0.29,1.29
"Arlington",2011,80795883,0,3677868,260235,1224988,85958974,88044700,0,4007838,283583,1334891,93671012,93.99,0,4.28,0.3,1.43,14.8,93.67,88.04,0,4.01,0.28,1.33
"Arlington",2012,89256859,0,4060401,286447,1398787,95002494,95292740,0,4334980,305818,1493378,101426916,93.95,0,4.27,0.3,1.47,24.3,101.43,95.29,0,4.33,0.31,1.49
"Arlington",2013,91871472,0,4522048,219793,1396068,98009381,96668206,0,4758150,231269,1468959,103126583,93.74,0,4.61,0.22,1.42,26.4,103.13,96.67,0,4.76,0.23,1.47
"Arlington",2014,95492211,0,4568536,222700,1454062,101737509,98874065,0,4730331,230587,1505558,105340541,93.86,0,4.49,0.22,1.43,29.1,105.34,98.87,0,4.73,0.23,1.51
"Arlington",2015,99161685,0,4498718,218824,1405794,105285021,102551767,0,4652518,226305,1453854,108884444,94.18,0,4.27,0.21,1.34,33.5,108.88,102.55,0,4.65,0.23,1.45
"Arlington",2016,102433220,0,4849908,225134,1469639,108977901,119559971,0,5660809,262776,1715361,127198918,93.99,0,4.45,0.21,1.35,55.9,127.2,119.56,0,5.66,0.26,1.72
"Arlington",2017,105849778,0,4893201,252026,1444833,112439838,105849778,0,4893201,252026,1444833,112439838,94.14,0,4.35,0.22,1.28,37.8,112.44,105.85,0,4.89,0.25,1.44
"Ashburnham",2003,6226611,3363,138832,53803,45036,6467645,8294929,4480,184948,71675,59996,8616028,96.27,0.05,2.15,0.83,0.7,0,8.62,8.29,0,0.18,0.07,0.06
"Ashburnham",2004,6204785,2905,119078,46990,39611,6413369,8051439,3770,154518,60975,51400,8322102,96.75,0.05,1.86,0.73,0.62,-3.4,8.32,8.05,0,0.15,0.06,0.05
"Ashburnham",2005,7352551,4090,140088,55783,36731,7589243,9228148,5133,175824,70013,46101,9525219,96.88,0.05,1.85,0.74,0.48,10.6,9.53,9.23,0.01,0.18,0.07,0.05
"Ashburnham",2006,7722949,4167,145219,63510,44308,7980153,9390125,5067,176568,77220,53873,9702853,96.78,0.05,1.82,0.8,0.56,12.6,9.7,9.39,0.01,0.18,0.08,0.05
"Ashburnham",2007,8306316,4258,164384,60299,47927,8583184,9819738,5034,194335,71286,56659,10147052,96.77,0.05,1.92,0.7,0.56,17.8,10.15,9.82,0.01,0.19,0.07,0.06
"Ashburnham",2008,8368218,4255,165592,57871,61794,8657730,9527120,4844,188525,65885,70352,9856726,96.66,0.05,1.91,0.67,0.71,14.4,9.86,9.53,0,0.19,0.07,0.07
"Ashburnham",2009,9208378,0,214045,71700,97181,9591304,10521065,0,244558,81921,111034,10958578,96.01,0,2.23,0.75,1.01,27.2,10.96,10.52,0,0.24,0.08,0.11
"Ashburnham",2010,9699773,0,234085,79905,120997,10134760,10903659,0,263138,89822,136015,11392635,95.71,0,2.31,0.79,1.19,32.2,11.39,10.9,0,0.26,0.09,0.14
"Ashburnham",2011,9924890,0,244296,86914,150122,10406222,10815328,0,266214,94712,163591,11339844,95.37,0,2.35,0.84,1.44,31.6,11.34,10.82,0,0.27,0.09,0.16
"Ashburnham",2012,10060587,0,251420,87520,160122,10559649,10740921,0,268422,93438,170950,11273732,95.27,0,2.38,0.83,1.52,30.8,11.27,10.74,0,0.27,0.09,0.17
"Ashburnham",2013,10283729,0,262332,86278,164595,10796934,10820656,0,276029,90783,173189,11360657,95.25,0,2.43,0.8,1.52,31.9,11.36,10.82,0,0.28,0.09,0.17
"Ashburnham",2014,10616311,0,257050,84500,155413,11113274,10992287,0,266153,87493,160917,11506850,95.53,0,2.31,0.76,1.4,33.6,11.51,10.99,0,0.27,0.09,0.16
"Ashburnham",2015,11945901,0,285275,91600,241485,12564261,12354301,0,295028,94732,249741,12993801,95.08,0,2.27,0.73,1.92,50.8,12.99,12.35,0,0.3,0.09,0.25
"Ashburnham",2016,12239142,0,302459,93987,237412,12873000,14285517,0,353030,109702,277107,15025355,95.08,0,2.35,0.73,1.84,74.4,15.03,14.29,0,0.35,0.11,0.28
"Ashburnham",2017,12526220,0,311372,98571,249278,13185441,12526220,0,311372,98571,249278,13185441,95,0,2.36,0.75,1.89,53,13.19,12.53,0,0.31,0.1,0.25
"Ashby",2003,2913873,0,96229,9200,43712,3063014,3881786,0,128194,12256,58232,4080467,95.13,0,3.14,0.3,1.43,0,4.08,3.88,0,0.13,0.01,0.06
"Ashby",2004,3258743,0,100139,11873,48517,3419272,4228603,0,129942,15407,62957,4436908,95.31,0,2.93,0.35,1.42,8.7,4.44,4.23,0,0.13,0.02,0.06
"Ashby",2005,3319796,0,96319,12657,46218,3474990,4166658,0,120889,15886,58008,4361442,95.53,0,2.77,0.36,1.33,6.9,4.36,4.17,0,0.12,0.02,0.06
"Ashby",2006,3458279,0,92706,12285,43561,3606831,4204828,0,112719,14937,52965,4385448,95.88,0,2.57,0.34,1.21,7.5,4.39,4.2,0,0.11,0.01,0.05
"Ashby",2007,3892437,0,142198,13702,46699,4095036,4601644,0,168107,16199,55208,4841157,95.05,0,3.47,0.33,1.14,18.6,4.84,4.6,0,0.17,0.02,0.06
"Ashby",2008,3837578,0,141788,12710,47884,4039960,4369039,0,161424,14470,54515,4599448,94.99,0,3.51,0.31,1.19,12.7,4.6,4.37,0,0.16,0.01,0.05
"Ashby",2009,3980782,0,143761,13400,69625,4207568,4548256,0,164255,15310,79550,4807372,94.61,0,3.42,0.32,1.65,17.8,4.81,4.55,0,0.16,0.02,0.08
"Ashby",2010,4133547,0,122014,13745,84499,4353805,4646582,0,137158,15451,94987,4894177,94.94,0,2.8,0.32,1.94,19.9,4.89,4.65,0,0.14,0.02,0.09
"Ashby",2011,4261242,0,105894,14188,123270,4504594,4643551,0,115395,15461,134329,4908736,94.6,0,2.35,0.31,2.74,20.3,4.91,4.64,0,0.12,0.02,0.13
"Ashby",2012,4362101,0,130525,11734,132662,4637022,4657082,0,139352,12527,141633,4950595,94.07,0,2.81,0.25,2.86,21.3,4.95,4.66,0,0.14,0.01,0.14
"Ashby",2013,4630375,0,151206,12259,148779,4942619,4872133,0,159101,12899,156547,5200680,93.68,0,3.06,0.25,3.01,27.5,5.2,4.87,0,0.16,0.01,0.16
"Ashby",2014,4750690,0,165335,12226,175148,5103399,4918936,0,171190,12659,181351,5284136,93.09,0,3.24,0.24,3.43,29.5,5.28,4.92,0,0.17,0.01,0.18
"Ashby",2015,4900580,0,166142,13014,182321,5262057,5068118,0,171822,13459,188554,5441953,93.13,0,3.16,0.25,3.46,33.4,5.44,5.07,0,0.17,0.01,0.19
"Ashby",2016,5046261,0,172069,13401,191473,5423204,5889992,0,200839,15642,223487,6329959,93.05,0,3.17,0.25,3.53,55.1,6.33,5.89,0,0.2,0.02,0.22
"Ashby",2017,5266097,0,183478,13887,195624,5659086,5266097,0,183478,13887,195624,5659086,93.06,0,3.24,0.25,3.46,38.7,5.66,5.27,0,0.18,0.01,0.2
"Ashfield",2003,2001185,0,109753,19306,62234,2192478,2665926,0,146210,25719,82907,2920762,91.28,0,5.01,0.88,2.84,0,2.92,2.67,0,0.15,0.03,0.08
"Ashfield",2004,2050855,0,102840,18195,65351,2237241,2661226,0,133447,23610,84801,2903084,91.67,0,4.6,0.81,2.92,-0.6,2.9,2.66,0,0.13,0.02,0.08
"Ashfield",2005,2183560,0,109212,19133,60117,2372022,2740575,0,137071,24014,75453,2977112,92.05,0,4.6,0.81,2.53,1.9,2.98,2.74,0,0.14,0.02,0.08
"Ashfield",2006,2240137,0,104356,20865,52720,2418078,2723722,0,126884,25369,64101,2940076,92.64,0,4.32,0.86,2.18,0.7,2.94,2.72,0,0.13,0.03,0.06
"Ashfield",2007,2372512,0,105776,20662,66156,2565106,2804787,0,125049,24427,78210,3032472,92.49,0,4.12,0.81,2.58,3.8,3.03,2.8,0,0.13,0.02,0.08
"Ashfield",2008,2624615,0,108758,22794,64176,2820343,2988094,0,123820,25951,73064,3210928,93.06,0,3.86,0.81,2.28,9.9,3.21,2.99,0,0.12,0.03,0.07
"Ashfield",2009,2698856,0,125543,22604,87705,2934708,3083587,0,143440,25826,100208,3353061,91.96,0,4.28,0.77,2.99,14.8,3.35,3.08,0,0.14,0.03,0.1
"Ashfield",2010,2778461,0,117194,13125,84953,2993733,3123309,0,131740,14754,95497,3365300,92.81,0,3.91,0.44,2.84,15.2,3.37,3.12,0,0.13,0.01,0.1
"Ashfield",2011,2868833,0,118441,13513,97775,3098562,3126218,0,129067,14725,106547,3376558,92.59,0,3.82,0.44,3.16,15.6,3.38,3.13,0,0.13,0.01,0.11
"Ashfield",2012,2979425,0,123406,14432,112088,3229351,3180905,0,131751,15408,119668,3447732,92.26,0,3.82,0.45,3.47,18,3.45,3.18,0,0.13,0.02,0.12
"Ashfield",2013,3074613,0,125920,14363,110780,3325676,3235143,0,132494,15113,116564,3499314,92.45,0,3.79,0.43,3.33,19.8,3.5,3.24,0,0.13,0.02,0.12
"Ashfield",2014,3201358,0,135391,15393,133136,3485278,3314734,0,140186,15938,137851,3608709,91.85,0,3.88,0.44,3.82,23.6,3.61,3.31,0,0.14,0.02,0.14
"Ashfield",2015,3257377,0,130823,15553,174097,3577850,3368738,0,135296,16085,180049,3700167,91.04,0,3.66,0.43,4.87,26.7,3.7,3.37,0,0.14,0.02,0.18
"Ashfield",2016,3363975,0,135415,16010,185484,3700884,3926429,0,158056,18687,216497,4319669,90.9,0,3.66,0.43,5.01,47.9,4.32,3.93,0,0.16,0.02,0.22
"Ashfield",2017,3493000,0,137627,15928,252441,3898996,3493000,0,137627,15928,252441,3898996,89.59,0,3.53,0.41,6.47,33.5,3.9,3.49,0,0.14,0.02,0.25
"Ashland",2003,20496271,160320,1041760,715336,344957,22758644,27304598,213574,1387805,952952,459543,30318472,90.06,0.7,4.58,3.14,1.52,0,30.32,27.3,0.21,1.39,0.95,0.46
"Ashland",2004,22117139,130489,1124044,728673,406784,24507129,28699593,169325,1458579,945539,527850,31800887,90.25,0.53,4.59,2.97,1.66,4.9,31.8,28.7,0.17,1.46,0.95,0.53
"Ashland",2005,24364998,138752,1254631,743688,430510,26932579,30580380,174147,1574681,933399,540331,33802938,90.47,0.52,4.66,2.76,1.6,11.5,33.8,30.58,0.17,1.57,0.93,0.54
"Ashland",2006,26715212,17892,1439795,519113,443952,29135964,32482305,21754,1750608,631175,539789,35425632,91.69,0.06,4.94,1.78,1.52,16.8,35.43,32.48,0.02,1.75,0.63,0.54
"Ashland",2007,27736859,10522,1473193,553352,455225,30229151,32790553,12439,1741611,654174,538168,35736944,91.76,0.03,4.87,1.83,1.51,17.9,35.74,32.79,0.01,1.74,0.65,0.54
"Ashland",2008,28491786,9525,1518064,575094,506950,31101419,32437572,10844,1728298,654738,577157,35408609,91.61,0.03,4.88,1.85,1.63,16.8,35.41,32.44,0.01,1.73,0.65,0.58
"Ashland",2009,29444493,5853,1621680,614978,527540,32214544,33641909,6687,1852856,702645,602743,36806840,91.4,0.02,5.03,1.91,1.64,21.4,36.81,33.64,0.01,1.85,0.7,0.6
"Ashland",2010,30300762,4852,1686157,635156,601286,33228213,34061538,5454,1895434,713988,675915,37352330,91.19,0.01,5.07,1.91,1.81,23.2,37.35,34.06,0.01,1.9,0.71,0.68
"Ashland",2011,31141214,5010,1742102,637649,677070,34203045,33935131,5459,1898399,694857,737815,37271662,91.05,0.01,5.09,1.86,1.98,22.9,37.27,33.94,0.01,1.9,0.69,0.74
"Ashland",2012,31979376,5218,1807273,643824,746453,35182144,34141940,5571,1929488,687362,796931,37561291,90.9,0.01,5.14,1.83,2.12,23.9,37.56,34.14,0.01,1.93,0.69,0.8
"Ashland",2013,32670338,5397,1870320,661148,804897,36012100,34376101,5679,1967972,695667,846922,37892340,90.72,0.01,5.19,1.84,2.24,25,37.89,34.38,0.01,1.97,0.7,0.85
"Ashland",2014,33750990,5476,1914613,656554,866559,37194192,34946281,5670,1982419,679806,897248,38511423,90.74,0.01,5.15,1.77,2.33,27,38.51,34.95,0.01,1.98,0.68,0.9
"Ashland",2015,34982345,4733,1962666,621181,909703,38480628,36178301,4895,2029764,642418,940803,39796181,90.91,0.01,5.1,1.61,2.36,31.3,39.8,36.18,0,2.03,0.64,0.94
"Ashland",2016,36276915,4848,2237213,610371,858484,39987831,42342386,5659,2611273,712425,1002022,46673764,90.72,0.01,5.59,1.53,2.15,53.9,46.67,42.34,0.01,2.61,0.71,1
"Ashland",2017,37724748,4763,2379279,629830,871678,41610298,37724748,4763,2379279,629830,871678,41610298,90.66,0.01,5.72,1.51,2.09,37.2,41.61,37.72,0,2.38,0.63,0.87
"Athol",2003,5356790,0,509638,198021,215770,6280219,7136176,0,678926,263798,287443,8366344,85.3,0,8.11,3.15,3.44,0,8.37,7.14,0,0.68,0.26,0.29
"Athol",2004,5699227,0,482291,175577,145852,6502947,7395418,0,625829,227832,189260,8438340,87.64,0,7.42,2.7,2.24,0.9,8.44,7.4,0,0.63,0.23,0.19
"Athol",2005,6035581,0,464821,161159,128711,6790272,7575226,0,583394,202270,161544,8522435,88.89,0,6.85,2.37,1.9,1.9,8.52,7.58,0,0.58,0.2,0.16
"Athol",2006,6427899,0,464889,155889,124352,7173029,7815509,0,565246,189541,151196,8721492,89.61,0,6.48,2.17,1.73,4.2,8.72,7.82,0,0.57,0.19,0.15
"Athol",2007,7791608,0,547023,167683,143795,8650109,9211250,0,646691,198235,169995,10226171,90.08,0,6.32,1.94,1.66,22.2,10.23,9.21,0,0.65,0.2,0.17
"Athol",2008,8016593,0,558640,174437,148377,8898047,9126799,0,636005,198595,168926,10130325,90.09,0,6.28,1.96,1.67,21.1,10.13,9.13,0,0.64,0.2,0.17
"Athol",2009,8378969,0,597290,190345,211306,9377910,9573420,0,682436,217479,241428,10714764,89.35,0,6.37,2.03,2.25,28.1,10.71,9.57,0,0.68,0.22,0.24
"Athol",2010,8507215,0,677786,203032,246527,9634560,9563087,0,761909,228231,277125,10830353,88.3,0,7.03,2.11,2.56,29.5,10.83,9.56,0,0.76,0.23,0.28
"Athol",2011,8740593,0,695082,216541,274181,9926397,9524779,0,757443,235969,298780,10816970,88.05,0,7,2.18,2.76,29.3,10.82,9.52,0,0.76,0.24,0.3
"Athol",2012,8907898,0,746779,241558,297355,10193590,9510283,0,797279,257893,317463,10882918,87.39,0,7.33,2.37,2.92,30.1,10.88,9.51,0,0.8,0.26,0.32
"Athol",2013,8534594,0,751105,240346,297851,9823896,8980197,0,790321,252895,313402,10336815,86.88,0,7.65,2.45,3.03,23.6,10.34,8.98,0,0.79,0.25,0.31
"Athol",2014,9768570,0,881133,258207,438275,11346185,10114524,0,912338,267351,453796,11748010,86.1,0,7.77,2.28,3.86,40.4,11.75,10.11,0,0.91,0.27,0.45
"Athol",2015,10076689,0,1048477,264758,452111,11842035,10421185,0,1084322,273809,467568,12246884,85.09,0,8.85,2.24,3.82,46.4,12.25,10.42,0,1.08,0.27,0.47
"Athol",2016,10513441,0,1122047,275888,477522,12388898,12271280,0,1309652,322016,557363,14460312,84.86,0,9.06,2.23,3.85,72.8,14.46,12.27,0,1.31,0.32,0.56
"Athol",2017,11344380,0,1263668,290476,514974,13413498,11344380,0,1263668,290476,514974,13413498,84.57,0,9.42,2.17,3.84,60.3,13.41,11.34,0,1.26,0.29,0.51
"Attleboro",2003,27509015,0,5149700,2834671,1433789,36927175,36646792,0,6860296,3776275,1910056,49193419,74.5,0,13.95,7.68,3.88,0,49.19,36.65,0,6.86,3.78,1.91
"Attleboro",2004,29337020,0,5459142,3095722,1770164,39662048,38068239,0,7083880,4017064,2296996,51466179,73.97,0,13.76,7.81,4.46,4.6,51.47,38.07,0,7.08,4.02,2.3
"Attleboro",2005,32895710,0,5151125,2847511,1364553,42258899,41287232,0,6465150,3573896,1712643,53038921,77.84,0,12.19,6.74,3.23,7.8,53.04,41.29,0,6.47,3.57,1.71
"Attleboro",2006,35245075,0,4937233,2751639,1362674,44296621,42853536,0,6003048,3345644,1656839,53859066,79.57,0,11.15,6.21,3.08,9.5,53.86,42.85,0,6,3.35,1.66
"Attleboro",2007,36796938,0,5166491,3352272,1438056,46753757,43501391,0,6107833,3963061,1700072,55272356,78.7,0,11.05,7.17,3.08,12.4,55.27,43.5,0,6.11,3.96,1.7
"Attleboro",2008,37641578,0,5910779,3544414,1599650,48696421,42854506,0,6729354,4035275,1821183,55440318,77.3,0,12.14,7.28,3.28,12.7,55.44,42.85,0,6.73,4.04,1.82
"Attleboro",2009,38547814,0,6526926,3969603,1962943,51007286,44042940,0,7457362,4535484,2242767,58278553,75.57,0,12.8,7.78,3.85,18.5,58.28,44.04,0,7.46,4.54,2.24
"Attleboro",2010,39747140,0,6805701,4176850,2160011,52889702,44680353,0,7650390,4695259,2428101,59454102,75.15,0,12.87,7.9,4.08,20.9,59.45,44.68,0,7.65,4.7,2.43
"Attleboro",2011,40491512,0,7399157,4483344,2235393,54609406,44124316,0,8062992,4885579,2435947,59508834,74.15,0,13.55,8.21,4.09,21,59.51,44.12,0,8.06,4.89,2.44
"Attleboro",2012,41796165,0,7908400,4592453,2358614,56655632,44622577,0,8443195,4903012,2518112,60486897,73.77,0,13.96,8.11,4.16,23,60.49,44.62,0,8.44,4.9,2.52
"Attleboro",2013,43259875,0,8290880,4636858,2420622,58608235,45518532,0,8723758,4878955,2547006,61668250,73.81,0,14.15,7.91,4.13,25.4,61.67,45.52,0,8.72,4.88,2.55
"Attleboro",2014,44655154,0,8613157,4748207,2486767,60503285,46236615,0,8918192,4916365,2574836,62646007,73.81,0,14.24,7.85,4.11,27.3,62.65,46.24,0,8.92,4.92,2.57
"Attleboro",2015,46715662,0,8607400,4751761,2510319,62585142,48312750,0,8901665,4914211,2596140,64724767,74.64,0,13.75,7.59,4.01,31.6,64.72,48.31,0,8.9,4.91,2.6
"Attleboro",2016,48649221,0,8716217,4670066,2618255,64653759,56783331,0,10173561,5450897,3056025,75463815,75.25,0,13.48,7.22,4.05,53.4,75.46,56.78,0,10.17,5.45,3.06
"Attleboro",2017,51792191,0,8555334,4558621,2662926,67569072,51792191,0,8555334,4558621,2662926,67569072,76.65,0,12.66,6.75,3.94,37.4,67.57,51.79,0,8.56,4.56,2.66
"Auburn",2003,11237980,37924,5733737,2086201,633378,19729220,14970944,50521,7638335,2779183,843770,26282752,56.96,0.19,29.06,10.57,3.21,0,26.28,14.97,0.05,7.64,2.78,0.84
"Auburn",2004,13301024,36964,5302076,2159815,694190,21494069,17259645,47965,6880068,2802614,900793,27891086,61.88,0.17,24.67,10.05,3.23,6.1,27.89,17.26,0.05,6.88,2.8,0.9
"Auburn",2005,14780323,34180,6492602,2416337,708491,24431933,18550705,42899,8148831,3032732,889223,30664390,60.5,0.14,26.57,9.89,2.9,16.7,30.66,18.55,0.04,8.15,3.03,0.89
"Auburn",2006,14959438,40023,7205359,2629696,837565,25672081,18188777,48663,8760802,3197376,1018373,31213991,58.27,0.16,28.07,10.24,3.26,18.8,31.21,18.19,0.05,8.76,3.2,1.02
"Auburn",2007,16193066,0,8024726,3011542,811386,28040720,19143465,0,9486842,3560249,959222,33149778,57.75,0,28.62,10.74,2.89,26.1,33.15,19.14,0,9.49,3.56,0.96
"Auburn",2008,16997732,0,8193700,3068781,1068896,29329109,19351723,0,9328434,3493772,1216926,33390855,57.96,0,27.94,10.46,3.64,27,33.39,19.35,0,9.33,3.49,1.22
"Auburn",2009,17659245,0,8518619,3464812,1300470,30943146,20176632,0,9732978,3958733,1485857,35354200,57.07,0,27.53,11.2,4.2,34.5,35.35,20.18,0,9.73,3.96,1.49
"Auburn",2010,19024375,0,8166816,3381287,1281786,31854264,21385584,0,9180440,3800955,1440875,35807853,59.72,0,25.64,10.61,4.02,36.2,35.81,21.39,0,9.18,3.8,1.44
"Auburn",2011,19953837,0,8028448,3377177,1383195,32742657,21744048,0,8748742,3680169,1507292,35680251,60.94,0,24.52,10.31,4.22,35.8,35.68,21.74,0,8.75,3.68,1.51
"Auburn",2012,20701514,0,7882420,3365654,1440545,33390133,22101427,0,8415459,3593252,1537960,35648098,62,0,23.61,10.08,4.31,35.6,35.65,22.1,0,8.42,3.59,1.54
"Auburn",2013,21302202,0,7676895,3327529,1525322,33831948,22414419,0,8077716,3501264,1604961,35598360,62.96,0,22.69,9.84,4.51,35.4,35.6,22.41,0,8.08,3.5,1.6
"Auburn",2014,22152032,0,8070361,3257028,1354960,34834381,22936546,0,8356173,3372376,1402946,36068040,63.59,0,23.17,9.35,3.89,37.2,36.07,22.94,0,8.36,3.37,1.4
"Auburn",2015,22992049,0,8009258,3265453,1481540,35748300,23778088,0,8283074,3377090,1532190,36970442,64.32,0,22.4,9.13,4.14,40.7,36.97,23.78,0,8.28,3.38,1.53
"Auburn",2016,24634621,0,8629608,3439734,1770692,38474655,28753510,0,10072471,4014855,2066750,44907586,64.03,0,22.43,8.94,4.6,70.9,44.91,28.75,0,10.07,4.01,2.07
"Auburn",2017,25788761,0,8808873,3480596,2111521,40189751,25788761,0,8808873,3480596,2111521,40189751,64.17,0,21.92,8.66,5.25,52.9,40.19,25.79,0,8.81,3.48,2.11
"Avon",2003,3468686,0,1691219,4039084,381818,9580807,4620893,0,2252998,5380762,508648,12763301,36.2,0,17.65,42.16,3.99,0,12.76,4.62,0,2.25,5.38,0.51
"Avon",2004,3662250,0,1753201,4299802,584439,10299692,4752201,0,2274985,5579500,758378,13365064,35.56,0,17.02,41.75,5.67,4.7,13.37,4.75,0,2.27,5.58,0.76
"Avon",2005,4121918,0,2892539,3978209,599190,11591856,5173398,0,3630410,4993029,752040,14548877,35.56,0,24.95,34.32,5.17,14,14.55,5.17,0,3.63,4.99,0.75
"Avon",2006,4471370,0,3021670,4036110,610639,12139789,5436618,0,3673967,4907397,742459,14760442,36.83,0,24.89,33.25,5.03,15.6,14.76,5.44,0,3.67,4.91,0.74
"Avon",2007,4813168,0,3125581,4120525,749634,12808908,5690134,0,3695066,4871290,886218,15142709,37.58,0,24.4,32.17,5.85,18.6,15.14,5.69,0,3.7,4.87,0.89
"Avon",2008,4819104,0,3330432,4453114,907921,13510571,5486495,0,3791659,5069819,1033658,15381630,35.67,0,24.65,32.96,6.72,20.5,15.38,5.49,0,3.79,5.07,1.03
"Avon",2009,4878679,0,3436051,4677978,1315041,14307749,5574152,0,3925872,5344840,1502505,16347369,34.1,0,24.02,32.7,9.19,28.1,16.35,5.57,0,3.93,5.34,1.5
"Avon",2010,4734112,0,3298618,4802927,1314833,14150490,5321686,0,3708026,5399042,1478023,15906777,33.46,0,23.31,33.94,9.29,24.6,15.91,5.32,0,3.71,5.4,1.48
"Avon",2011,5013742,0,3383959,4707194,1854152,14959047,5463563,0,3687560,5129512,2020502,16301138,33.52,0,22.62,31.47,12.39,27.7,16.3,5.46,0,3.69,5.13,2.02
"Avon",2012,5511699,0,3694464,5092742,2032777,16331682,5884421,0,3944297,5437132,2170241,17436091,33.75,0,22.62,31.18,12.45,36.6,17.44,5.88,0,3.94,5.44,2.17
"Avon",2013,5929765,0,3715355,5202635,1949900,16797655,6239366,0,3909339,5474272,2051707,17674683,35.3,0,22.12,30.97,11.61,38.5,17.67,6.24,0,3.91,5.47,2.05
"Avon",2014,6385204,0,3859161,5409376,2001017,17654758,6611336,0,3995833,5600949,2071883,18280001,36.17,0,21.86,30.64,11.33,43.2,18.28,6.61,0,4,5.6,2.07
"Avon",2015,6576549,0,4021741,5470495,2119758,18188543,6801384,0,4159234,5657517,2192227,18810362,36.16,0,22.11,30.08,11.65,47.4,18.81,6.8,0,4.16,5.66,2.19
"Avon",2016,7240836,0,4232121,5866375,1702590,19041922,8451498,0,4939728,6847228,1987262,22225716,38.03,0,22.23,30.81,8.94,74.1,22.23,8.45,0,4.94,6.85,1.99
"Avon",2017,7235183,0,4330012,6145902,1733209,19444306,7235183,0,4330012,6145902,1733209,19444306,37.21,0,22.27,31.61,8.91,52.3,19.44,7.24,0,4.33,6.15,1.73
"Ayer",2003,3995955,0,1498916,2716336,2778531,10989738,5323307,0,1996817,3618632,3701487,14640242,36.36,0,13.64,24.72,25.28,0,14.64,5.32,0,2,3.62,3.7
"Ayer",2004,4646501,0,1801715,3012310,2877994,12338520,6029382,0,2337937,3908827,3734536,16010683,37.66,0,14.6,24.41,23.33,9.4,16.01,6.03,0,2.34,3.91,3.73
"Ayer",2005,4939953,0,1861457,3022616,2596613,12420639,6200109,0,2336305,3793669,3258995,15589079,39.77,0,14.99,24.34,20.91,6.5,15.59,6.2,0,2.34,3.79,3.26
