"Municipal","F_year","Total.Budget","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Attleboro",2012,124042889.09,41796165,0,7908400,4592453,2358614,56655632,42408378,0,8024239,4659721,2393162,57485501,73.77,0,13.96,8.11,4.16
"Attleboro",2013,128348996.56,43259875,0,8290880,4636858,2420622,58608235,43259875,0,8290880,4636858,2420622,58608235,73.81,0,14.15,7.91,4.13
"Auburn",2003,33308880.24,11237980,37924,5733737,2086201,633378,19729220,14228077,48014,7259316,2641278,801901,24978586,56.96,0.19,29.06,10.57,3.21
"Auburn",2004,34341711.35,13301024,36964,5302076,2159815,694190,21494069,16403211,45585,6538675,2663547,856095,26507114,61.88,0.17,24.67,10.05,3.23
"Auburn",2005,38360581.59,14780323,34180,6492602,2416337,708491,24431933,17630208,40770,7744481,2882246,845100,29142805,60.5,0.14,26.57,9.89,2.9
"Auburn",2006,39376199.7,14959438,40023,7205359,2629696,837565,25672081,17286239,46248,8326085,3038721,967840,29665134,58.27,0.16,28.07,10.24,3.26
"Auburn",2007,43355051.41,16193066,0,8024726,3011542,811386,28040720,18193555,0,9016099,3383587,911625,31504866,57.75,0,28.62,10.74,2.89
"Auburn",2008,46361212.24,16997732,0,8193700,3068781,1068896,29329109,18391479,0,8865551,3320409,1156541,31733981,57.96,0,27.94,10.46,3.64
"Auburn",2009,48132475.33,17659245,0,8518619,3464812,1300470,30943146,19175456,0,9250022,3762298,1412127,33599903,57.07,0,27.53,11.2,4.2
"Auburn",2010,48960730.49,19024375,0,8166816,3381287,1281786,31854264,20324418,0,8724901,3612349,1369378,34031046,59.72,0,25.64,10.61,4.02
"Auburn",2011,49808081.47,19953837,0,8028448,3377177,1383195,32742657,20665096,0,8314624,3497557,1432499,33909776,60.94,0,24.52,10.31,4.22
"Auburn",2012,50612492.86,20701514,0,7882420,3365654,1440545,33390133,21004741,0,7997878,3414953,1461646,33879218,62,0,23.61,10.08,4.31
"Auburn",2013,53298741.14,21302202,0,7676895,3327529,1525322,33831948,21302202,0,7676895,3327529,1525322,33831948,62.96,0,22.69,9.84,4.51
"Avon",2003,13984634.27,3468686,0,1691219,4039084,381818,9580807,4391602,0,2141203,5113766,483409,12129979,36.2,0,17.65,42.16,3.99
"Avon",2004,14813344.12,3662250,0,1753201,4299802,584439,10299692,4516394,0,2162099,5302641,720747,12701881,35.56,0,17.02,41.75,5.67
"Avon",2005,15959705.27,4121918,0,2892539,3978209,599190,11591856,4916690,0,3450267,4745272,714724,13826953,35.56,0,24.95,34.32,5.17
"Avon",2006,16843914.27,4471370,0,3021670,4036110,610639,12139789,5166850,0,3491663,4663889,705618,14028020,36.83,0,24.89,33.25,5.03
"Avon",2007,18900858.83,4813168,0,3125581,4120525,749634,12808908,5407786,0,3511715,4629574,842244,14391319,37.58,0,24.4,32.17,5.85
"Avon",2008,18972239.32,4819104,0,3330432,4453114,907921,13510571,5214252,0,3603514,4818252,982367,14618385,35.67,0,24.65,32.96,6.72
"Avon",2009,19457440.64,4878679,0,3436051,4677978,1315041,14307749,5297559,0,3731068,5079626,1427950,15536203,34.1,0,24.02,32.7,9.19
"Avon",2010,20261626.18,4734112,0,3298618,4802927,1314833,14150490,5057621,0,3524031,5131138,1404683,15117473,33.46,0,23.31,33.94,9.29
"Avon",2011,19580912.25,5013742,0,3383959,4707194,1854152,14959047,5192458,0,3504581,4874983,1920244,15492266,33.52,0,22.62,31.47,12.39
"Avon",2012,21865180.78,5511699,0,3694464,5092742,2032777,16331682,5592432,0,3748579,5167338,2062552,16570902,33.75,0,22.62,31.18,12.45
"Avon",2013,21523892.48,5929765,0,3715355,5202635,1949900,16797655,5929765,0,3715355,5202635,1949900,16797655,35.3,0,22.12,30.97,11.61
"Ayer",2003,22040462.64,3995955,0,1498916,2716336,2778531,10989738,5059161,0,1897734,3439073,3517817,13913785,36.36,0,13.64,24.72,25.28
"Ayer",2004,23772070.13,4646501,0,1801715,3012310,2877994,12338520,5730201,0,2221928,3714869,3549226,15216223,37.66,0,14.6,24.41,23.33
"Ayer",2005,24626701.91,4939953,0,1861457,3022616,2596613,12420639,5892456,0,2220376,3605425,3097282,14815539,39.77,0,14.99,24.34,20.91
"Ayer",2006,26185273.25,5621845,0,2153505,3299788,2664960,13740098,6496271,0,2488463,3813039,3079470,15877242,40.92,0,15.67,24.02,19.4
"Ayer",2007,26854296.81,6016293,0,2146592,3194980,2549126,13906991,6759545,0,2411782,3589687,2864045,15625059,43.26,0,15.44,22.97,18.33
"Ayer",2008,28661213.59,6579567,0,2232932,3435719,2396819,14645037,7119066,0,2416024,3717434,2593349,15845872,44.93,0,15.25,23.46,16.37
"Ayer",2009,29847914.2,6901306,0,2312950,3576934,2529388,15320578,7493847,0,2511538,3884047,2746560,16635992,45.05,0,15.1,23.35,16.51
"Ayer",2010,30016600.99,7209553,0,2377577,3710936,2729941,16028007,7702223,0,2540050,3964525,2916493,17123291,44.98,0,14.83,23.15,17.03
"Ayer",2011,32021948.09,7555263,0,2629975,3776420,2778039,16739697,7824572,0,2723721,3911031,2877063,17336387,45.13,0,15.71,22.56,16.6
"Ayer",2012,26712734.96,8186182,0,2654587,3828721,2947746,17617236,8306090,0,2693470,3884803,2990923,17875286,46.47,0,15.07,21.73,16.73
"Ayer",2013,27088850.07,8465859,0,2747196,4016960,2980395,18210410,8465859,0,2747196,4016960,2980395,18210410,46.49,0,15.09,22.06,16.37
"Barnstable",2003,117935754.37,61071003,0,7218829,532780,1768279,70590891,77320205,0,9139548,674537,2238766,89373055,86.51,0,10.23,0.75,2.5
"Barnstable",2004,117528632.14,66253730,0,6392738,500285,1419282,74566035,81706036,0,7883711,616966,1750300,91957013,88.85,0,8.57,0.67,1.9
"Barnstable",2005,122989323.33,68856452,0,6833576,485517,1379486,77555031,82133090,0,8151200,579133,1645473,92508896,88.78,0,8.81,0.63,1.78
"Barnstable",2006,137270958.75,70402627,0,7976300,504130,1592704,80475761,81353099,0,9216939,582543,1840434,92993015,87.48,0,9.91,0.63,1.98
"Barnstable",2007,150696853.44,74852367,0,7102019,428952,835396,83218734,84099617,0,7979401,481945,938601,93499564,89.95,0,8.53,0.52,1
"Barnstable",2008,156517686.42,77278051,0,7461638,424939,876263,86040891,83614548,0,8073463,459782,948113,93095906,89.82,0,8.67,0.49,1.02
"Barnstable",2009,166387989.31,79506446,0,7979830,481022,1097160,89064458,86332815,0,8664973,522322,1191361,96711471,89.27,0,8.96,0.54,1.23
"Barnstable",2010,162174811.2,81208025,0,8788461,561831,1211545,91769862,86757429,0,9389026,600224,1294337,98041016,88.49,0,9.58,0.61,1.32
"Barnstable",2011,165297175.5,83565582,0,8995868,598906,1418747,94579103,86544296,0,9316528,620254,1469319,97950396,88.36,0,9.51,0.63,1.5
"Barnstable",2012,172626876.14,86077491,0,9149186,603948,1494754,97325379,87338319,0,9283200,612794,1516649,98750962,88.44,0,9.4,0.62,1.54
"Barnstable",2013,169408309.34,88546873,0,9650883,633494,1554771,100386021,88546873,0,9650883,633494,1554771,100386021,88.21,0,9.61,0.63,1.55
"Barre",2003,7421028.34,3542650,0,292539,67754,151937,4054880,4485245,0,370375,85781,192363,5133765,87.37,0,7.21,1.67,3.75
"Barre",2004,7953022.44,3597977,0,259378,59828,117189,4034372,4437130,0,319873,73782,144521,4975305,89.18,0,6.43,1.48,2.9
"Barre",2005,8786394.99,4160512,0,255763,58296,118135,4592706,4962726,0,305078,69536,140913,5478254,90.59,0,5.57,1.27,2.57
"Barre",2006,9079154.68,4397768,0,273873,60072,113288,4845001,5081800,0,316471,69416,130909,5598596,90.77,0,5.65,1.24,2.34
"Barre",2007,9245961.09,4435798,0,282205,63583,106036,4887622,4983796,0,317069,71438,119136,5491438,90.76,0,5.77,1.3,2.17
"Barre",2008,9803027.49,4721543,0,291294,64238,104346,5181421,5108691,0,315179,69505,112902,5606277,91.12,0,5.62,1.24,2.01
"Barre",2009,10025539.66,4675832,0,289746,60855,127154,5153587,5077296,0,314623,66080,138071,5596070,90.73,0,5.62,1.18,2.47
"Barre",2010,9772387.33,5046719,0,301965,73755,152197,5574636,5391590,0,322600,78795,162597,5955582,90.53,0,5.42,1.32,2.73
"Barre",2011,9624812.75,5265296,0,326920,80870,170775,5843861,5452979,0,338573,83753,176862,6052167,90.1,0,5.59,1.38,2.92
"Barre",2012,9995948.06,5198594,0,348034,92323,223222,5862173,5274741,0,353132,93675,226492,5948040,88.68,0,5.94,1.57,3.81
"Barre",2013,11511615.53,5361194,0,362497,99150,322772,6145613,5361194,0,362497,99150,322772,6145613,87.24,0,5.9,1.61,5.25
"Becket",2003,3896212.24,2658537,0,92645,9734,135835,2896751,3365896,0,117295,12324,171977,3667491,91.78,0,3.2,0.34,4.69
"Becket",2004,4260738.95,2856605,0,91819,9667,143158,3101249,3522849,0,113234,11922,176547,3824551,92.11,0,2.96,0.31,4.62
"Becket",2005,4103243.08,3061014,0,104866,9635,146888,3322403,3651227,0,125086,11493,175210,3963016,92.13,0,3.16,0.29,4.42
"Becket",2006,4545436.37,3371131,0,160034,9721,129347,3670233,3895479,0,184926,11233,149466,4241104,91.85,0,4.36,0.26,3.52
"Becket",2007,4965220.71,3555724,0,150263,11651,116811,3834449,3994998,0,168826,13090,131242,4308156,92.73,0,3.92,0.3,3.05
"Becket",2008,5234349.79,3781354,0,148017,11363,120798,4061532,4091410,0,160154,12295,130703,4394562,93.1,0,3.64,0.28,2.97
"Becket",2009,5341557.39,3899017,0,150858,11323,145619,4206817,4233784,0,163811,12295,158122,4568011,92.68,0,3.59,0.27,3.46
"Becket",2010,5484264.01,4078030,0,150352,9511,150410,4388303,4356705,0,160626,10161,160688,4688181,92.93,0,3.43,0.22,3.43
"Becket",2011,5515187.35,4341057,0,166087,10280,163930,4681354,4495795,0,172007,10646,169773,4848222,92.73,0,3.55,0.22,3.5
"Becket",2012,6099617.76,4559761,0,177605,11019,197000,4945385,4626551,0,180206,11180,199886,5017823,92.2,0,3.59,0.22,3.98
"Becket",2013,6002713.79,4603387,0,183968,11171,239252,5037778,4603387,0,183968,11171,239252,5037778,91.38,0,3.65,0.22,4.75
"Bedford",2003,54060134.41,18170637,67314,8081367,4906572,1266635,32492525,23005310,85224,10231582,6212067,1603649,41137832,55.92,0.21,24.87,15.1,3.9
"Bedford",2004,56744715.26,19954890,65644,8477917,5332108,1736685,35567244,24608953,80954,10455215,6575711,2141731,43862565,56.1,0.18,23.84,14.99,4.88
"Bedford",2005,58053251.07,21646151,50331,8353127,5283150,1563399,36896158,25819879,60036,9963745,6301827,1864848,44010334,58.67,0.14,22.64,14.32,4.24
"Bedford",2006,64306796.26,23624817,46283,8596026,4983949,1648243,38899318,27299437,53482,9933058,5759156,1904612,44949744,60.73,0.12,22.1,12.81,4.24
"Bedford",2007,66891044.84,24413538,45584,8950632,5339528,1666028,40415310,27429583,51215,10056392,5999172,1871849,45408211,60.41,0.11,22.15,13.21,4.12
"Bedford",2008,70789631.34,25174779,45233,10208123,5699408,1528291,42655834,27239012,48942,11045149,6166737,1653605,46153445,59.02,0.11,23.93,13.36,3.58
"Bedford",2009,74081185.54,26707083,45756,10942515,6260440,2063060,46018854,29000135,49685,11882032,6797957,2240193,49970001,58.04,0.1,23.78,13.6,4.48
"Bedford",2010,75584699.33,27669541,47460,8004606,8675486,2079100,46476193,29560357,50703,8551606,9268331,2221177,49652174,59.53,0.1,17.22,18.67,4.47
"Bedford",2011,78961107.55,30725700,44035,7799416,8479971,2898038,49947160,31820924,45605,8077428,8782241,3001339,51727537,61.52,0.09,15.62,16.98,5.8
"Bedford",2012,77236237.8,33090394,27239,7927371,8449361,2806547,52300912,33575089,27638,8043488,8573124,2847656,53066995,63.27,0.05,15.16,16.16,5.37
"Bedford",2013,79596311.3,33442243,26399,8170730,8984517,2913740,53537629,33442243,26399,8170730,8984517,2913740,53537629,62.46,0.05,15.26,16.78,5.44
"Belchertown",2003,32450547.55,12894765,8003,472744,134602,301667,13811781,16325684,10132,598527,170416,381932,17486691,93.36,0.06,3.42,0.97,2.18
"Belchertown",2004,36298925.69,14031706,8674,557115,141947,298103,15037545,17304310,10697,687050,175053,367629,18544740,93.31,0.06,3.7,0.94,1.98
"Belchertown",2005,34570180.28,14689045,3351,606218,138189,270007,15706810,17521331,3997,723107,164834,322069,18735337,93.52,0.02,3.86,0.88,1.72
"Belchertown",2006,38868138.53,15773889,3545,644720,141238,249742,16813134,18227370,4096,745000,163206,288587,19428260,93.82,0.02,3.83,0.84,1.49
"Belchertown",2007,39107241.76,16514140,5059,709673,147025,244068,17619965,18554294,5684,797346,165188,274220,19796733,93.72,0.03,4.03,0.83,1.39
"Belchertown",2008,41680599.01,17465853,4692,800582,153124,257369,18681620,18897984,5077,866227,165680,278472,20213439,93.49,0.03,4.29,0.82,1.38
"Belchertown",2009,44320348.4,18406393,0,902967,177879,354678,19841917,19986753,0,980495,193152,385130,21545530,92.77,0,4.55,0.9,1.79
"Belchertown",2010,44214803.89,18934101,0,979708,182393,374148,20470350,20227975,0,1046657,194857,399716,21869205,92.5,0,4.79,0.89,1.83
"Belchertown",2011,44609805.98,19554146,0,1028940,183228,390521,21156835,20251158,0,1065617,189759,404441,21910975,92.42,0,4.86,0.87,1.85
"Belchertown",2012,45363743.7,20137364,0,1049164,193403,473828,21853759,20432328,0,1064532,196236,480768,22173864,92.15,0,4.8,0.88,2.17
"Belchertown",2013,47315356.6,20777288,0,1095068,201766,477359,22551481,20777288,0,1095068,201766,477359,22551481,92.13,0,4.86,0.89,2.12
"Bellingham",2003,42275426.46,11911271,0,2365686,903752,4843718,20024427,15080511,0,2995126,1144214,6132489,25352339,59.48,0,11.81,4.51,24.19
"Bellingham",2004,45122856.07,13618066,0,2416436,954861,5432054,22421417,16794197,0,2980019,1177562,6698968,27650747,60.74,0,10.78,4.26,24.23
"Bellingham",2005,43901362.82,14590630,0,2546024,986073,5526934,23649661,17403940,0,3036939,1176204,6592616,28209698,61.69,0,10.77,4.17,23.37
"Bellingham",2006,46986209.81,15633669,0,2704734,1119675,5261940,24720018,18065340,0,3125430,1293830,6080386,28564986,63.24,0,10.94,4.53,21.29
"Bellingham",2007,50452434.75,16772621,0,2896588,1511019,5127438,26307666,18844708,0,3254432,1697690,5760881,29557711,63.76,0,11.01,5.74,19.49
"Bellingham",2008,51666447.64,17340448,0,3404783,1715044,4550932,27011207,18762297,0,3683962,1855671,4924091,29226020,64.2,0,12.61,6.35,16.85
"Bellingham",2009,52636927.72,18203067,0,3480357,1728452,4776704,28188580,19765970,0,3779178,1876856,5186829,30608832,64.58,0,12.35,6.13,16.95
"Bellingham",2010,51495587.26,18849244,0,3545194,1966607,4963756,29324801,20137319,0,3787457,2100996,5302958,31328731,64.28,0,12.09,6.71,16.93
"Bellingham",2011,52205775.83,19866859,0,3388212,1844517,5345712,30445300,20575018,0,3508986,1910265,5536261,31530529,65.25,0,11.13,6.06,17.56
"Bellingham",2012,53403122.58,20602222,0,3428980,1859535,5347034,31237771,20903995,0,3479206,1886773,5425355,31695329,65.95,0,10.98,5.95,17.12
"Bellingham",2013,55163607.23,21253878,0,3851514,2104185,4916798,32126375,21253878,0,3851514,2104185,4916798,32126375,66.16,0,11.99,6.55,15.3
"Belmont",2003,73161159.14,44608279,0,2183562,158380,213567,47163788,56477233,0,2764544,200520,270391,59712688,94.58,0,4.63,0.34,0.45
"Belmont",2004,76153528.93,48297587,0,2366124,161753,222234,51047698,59561996,0,2917973,199479,274065,62953513,94.61,0,4.64,0.32,0.44
"Belmont",2005,80522395.07,50592189,0,2351588,161494,205254,53310525,60347182,0,2805012,192633,244830,63589657,94.9,0,4.41,0.3,0.39
"Belmont",2006,81308856.92,52458813,0,2392037,157576,212034,55220460,60618292,0,2764096,182085,245014,63809488,95,0,4.33,0.29,0.38
"Belmont",2007,89858789.67,54470950,0,2621335,158393,231258,57481936,61200283,0,2945174,177961,259828,64583246,94.76,0,4.56,0.28,0.4
"Belmont",2008,93646968.66,56657132,0,2836330,171935,281741,59947138,61302794,0,3068898,186033,304843,64862568,94.51,0,4.73,0.29,0.47
"Belmont",2009,93608248.15,58893974,0,3025844,182512,411214,62513544,63950570,0,3285641,198182,446521,67880914,94.21,0,4.84,0.29,0.66
"Belmont",2010,93393655.99,60534081,0,3140668,182680,482709,64340138,64670717,0,3355288,195164,515695,68736864,94.08,0,4.88,0.28,0.75
"Belmont",2011,96592809.42,63526359,0,3383942,199408,555866,67665575,65790770,0,3504563,206516,575680,70077529,93.88,0,5,0.29,0.82
"Belmont",2012,99962702.71,65650903,0,3428235,199182,589045,69867365,66612531,0,3478450,202100,597673,70890754,93.97,0,4.91,0.29,0.84
"Belmont",2013,104637725,67971721,0,3302088,198684,585029,72057522,67971721,0,3302088,198684,585029,72057522,94.33,0,4.58,0.28,0.81
"Berkley",2003,12872862.56,4262385,0,130242,51783,57665,4502075,5396481,0,164896,65561,73008,5699945,94.68,0,2.89,1.15,1.28
"Berkley",2004,13090778.83,4759851,0,181573,28445,62241,5032110,5869987,0,223921,35079,76757,6205745,94.59,0,3.61,0.57,1.24
"Berkley",2005,13440964.31,4987788,0,177877,22856,80919,5269440,5949514,0,212175,27263,96521,6285473,94.65,0,3.38,0.43,1.54
"Berkley",2006,13955408.07,5292204,0,182954,24797,68923,5568878,6115357,0,211411,28654,79643,6435065,95.03,0,3.29,0.45,1.24
"Berkley",2007,16670667.71,6553194,0,141370,31910,83255,6809729,7362775,0,158835,35852,93540,7651002,96.23,0,2.08,0.47,1.22
"Berkley",2008,16608445.49,6332339,0,135713,32316,79104,6579472,6851566,0,146841,34966,85590,7118963,96.24,0,2.06,0.49,1.2
"Berkley",2009,16655376.28,6948433,0,158567,34002,122522,7263524,7545021,0,172181,36921,133042,7887165,95.66,0,2.18,0.47,1.69
"Berkley",2010,16232317.94,7021043,0,161545,33080,124966,7340634,7500831,0,172584,35341,133506,7842261,95.65,0,2.2,0.45,1.7
"Berkley",2011,17087998.09,8427154,0,190448,40926,177121,8835649,8727542,0,197237,42385,183435,9150598,95.38,0,2.16,0.46,2
"Berkley",2012,17534906.69,8481727,0,190341,41507,181379,8894954,8605964,0,193129,42115,184036,9025244,95.35,0,2.14,0.47,2.04
"Berkley",2013,17245253.4,8508556,0,187841,40625,186430,8923452,8508556,0,187841,40625,186430,8923452,95.35,0,2.11,0.46,2.09
"Berlin",2003,7109633.06,3312781,0,1226796,70168,106157,4715902,4194215,0,1553210,88838,134402,5970665,70.25,0,26.01,1.49,2.25
"Berlin",2004,7834233.77,4066756,0,1297567,86413,102774,5553510,5015242,0,1600198,106567,126744,6848751,73.23,0,23.36,1.56,1.85
"Berlin",2005,8394860.89,4381913,0,1269059,77307,112680,5840959,5226817,0,1513754,92213,134407,6967190,75.02,0,21.73,1.32,1.93
"Berlin",2006,8444159.81,4741529,0,1242446,108402,123777,6216154,5479030,0,1435697,125263,143029,7183019,76.28,0,19.99,1.74,1.99
"Berlin",2007,9203066.64,4904490,0,1294730,106076,90553,6395849,5510390,0,1454681,119181,101740,7185991,76.68,0,20.24,1.66,1.42
"Berlin",2008,9383218.59,5095692,0,1363199,109229,110746,6678866,5513519,0,1474976,118185,119827,7226507,76.3,0,20.41,1.64,1.66
"Berlin",2009,13298020.05,5421713,0,1436005,113715,124176,7095609,5887218,0,1559299,123478,134838,7704833,76.41,0,20.24,1.6,1.75
"Berlin",2010,9703914.22,5613116,0,1586014,127678,151053,7477861,5996692,0,1694395,136403,161375,7988866,75.06,0,21.21,1.71,2.02
"Berlin",2011,9844357.83,5812132,0,1829324,143799,152090,7937345,6019307,0,1894531,148925,157511,8220273,73.23,0,23.05,1.81,1.92
"Berlin",2012,10941017.06,6034960,27660,1951720,169283,200211,8383834,6123358,28065,1980308,171763,203144,8506637,71.98,0.33,23.28,2.02,2.39
"Berlin",2013,11147116.45,5893451,32895,2364194,192187,226660,8709387,5893451,32895,2364194,192187,226660,8709387,67.67,0.38,27.15,2.21,2.6
"Bernardston",2003,3837574.27,1799418,0,212628,62227,59406,2133679,2278190,0,269202,78784,75212,2701388,84.33,0,9.97,2.92,2.78
"Bernardston",2004,3631813.5,1886700,0,172383,56294,58718,2174095,2326734,0,212588,69423,72413,2681157,86.78,0,7.93,2.59,2.7
"Bernardston",2005,3611167.78,2215917,0,193147,66588,59630,2535282,2643182,0,230389,79427,71128,3024125,87.4,0,7.62,2.63,2.35
"Bernardston",2006,4212789.69,2284343,0,184633,61347,47189,2577512,2639651,0,213351,70889,54529,2978420,88.63,0,7.16,2.38,1.83
"Bernardston",2007,4509896.55,2659757,0,197334,50954,49684,2957729,2988343,0,221713,57249,55822,3323126,89.93,0,6.67,1.72,1.68
"Bernardston",2008,4482577.5,2914909,0,212554,54901,57779,3240143,3153920,0,229983,59403,62517,3505822,89.96,0,6.56,1.69,1.78
"Bernardston",2009,4601539.48,2953944,0,215626,56151,68808,3294529,3207568,0,234140,60972,74716,3577395,89.66,0,6.54,1.7,2.09
"Bernardston",2010,4141569.31,2946718,0,210557,54349,72681,3284305,3148084,0,224946,58063,77648,3508740,89.72,0,6.41,1.65,2.21
"Bernardston",2011,4233785.06,3039798,0,216552,57750,79687,3393787,3148152,0,224271,59809,82527,3514759,89.57,0,6.38,1.7,2.35
"Bernardston",2012,4352401.32,3083770,0,233107,60509,120940,3498326,3128940,0,236521,61395,122711,3549568,88.15,0,6.66,1.73,3.46
"Bernardston",2013,4505764.69,3052424,0,286202,66671,152551,3557848,3052424,0,286202,66671,152551,3557848,85.79,0,8.04,1.87,4.29
"Beverly",2003,91850202.8,42684017,7111,7059531,2726747,1401814,53879220,54040981,9003,8937865,3452254,1774796,68214899,79.22,0.01,13.1,5.06,2.6
"Beverly",2004,95256133.13,44402077,7239,7618614,2720600,1466367,56214897,54757939,8927,9395497,3355123,1808367,69325854,78.99,0.01,13.55,4.84,2.61
"Beverly",2005,97602101.75,46992959,6912,7978453,2537340,2075317,59590981,56053962,8245,9516828,3026580,2475472,71081086,78.86,0.01,13.39,4.26,3.48
"Beverly",2006,105240289.52,49203468,7105,8045574,2711256,2166381,62133784,56856609,8210,9296988,3132967,2503341,71798115,79.19,0.01,12.95,4.36,3.49
"Beverly",2007,108740939.04,51384913,7292,8935785,2774410,2184341,65286741,57732998,8193,10039711,3117160,2454194,73352255,78.71,0.01,13.69,4.25,3.35
