"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"1672","Concord","Middlesex County","MA","Concord","2011-2015",2013,134036,12216
"1673","Conway","Franklin County","MA","Conway","2009-2013",2011,77143,8521
"1674","Conway","Franklin County","MA","Conway","2010-2014",2012,79286,13180
"1675","Conway","Franklin County","MA","Conway","2011-2015",2013,76667,15412
"1676","Cummington","Hampshire County","MA","Cummington","2009-2013",2011,51458,6797
"1677","Cummington","Hampshire County","MA","Cummington","2010-2014",2012,50521,9998
"1678","Cummington","Hampshire County","MA","Cummington","2011-2015",2013,50565,7773
"1679","Dalton","Berkshire County","MA","Dalton","2009-2013",2011,49597,10407
"1680","Dalton","Berkshire County","MA","Dalton","2010-2014",2012,47500,8609
"1681","Dalton","Berkshire County","MA","Dalton","2011-2015",2013,47013,4714
"1682","Danvers","Essex County","MA","Danvers","2009-2013",2011,79478,4305
"1683","Danvers","Essex County","MA","Danvers","2010-2014",2012,77404,4697
"1684","Danvers","Essex County","MA","Danvers","2011-2015",2013,77949,4629
"1685","Dartmouth","Bristol County","MA","Dartmouth","2009-2013",2011,67997,3681
"1686","Dartmouth","Bristol County","MA","Dartmouth","2010-2014",2012,68684,3374
"1687","Dartmouth","Bristol County","MA","Dartmouth","2011-2015",2013,68265,3297
"1688","Dedham","Norfolk County","MA","Dedham","2009-2013",2011,84704,7589
"1689","Dedham","Norfolk County","MA","Dedham","2010-2014",2012,85558,5597
"1690","Dedham","Norfolk County","MA","Dedham","2011-2015",2013,83438,4344
"1691","Deerfield","Franklin County","MA","Deerfield","2009-2013",2011,76726,17498
"1692","Deerfield","Franklin County","MA","Deerfield","2010-2014",2012,75307,9522
"1693","Deerfield","Franklin County","MA","Deerfield","2011-2015",2013,74853,13679
"1694","Dennis","Barnstable County","MA","Dennis","2009-2013",2011,50672,4381
"1695","Dennis","Barnstable County","MA","Dennis","2010-2014",2012,50860,3944
"1696","Dennis","Barnstable County","MA","Dennis","2011-2015",2013,53381,4170
"1697","Dighton","Bristol County","MA","Dighton","2009-2013",2011,81625,9563
"1698","Dighton","Bristol County","MA","Dighton","2010-2014",2012,85326,11889
"1699","Dighton","Bristol County","MA","Dighton","2011-2015",2013,78931,12925
"1700","Douglas","Worcester County","MA","Douglas","2009-2013",2011,83253,5469
"1701","Douglas","Worcester County","MA","Douglas","2010-2014",2012,84616,6834
"1702","Douglas","Worcester County","MA","Douglas","2011-2015",2013,85313,6922
"1703","Dover","Norfolk County","MA","Dover","2009-2013",2011,187829,35306
"1704","Dover","Norfolk County","MA","Dover","2010-2014",2012,176250,31560
"1705","Dover","Norfolk County","MA","Dover","2011-2015",2013,185542,24469
"1706","Dracut","Middlesex County","MA","Dracut","2009-2013",2011,78169,6598
"1707","Dracut","Middlesex County","MA","Dracut","2010-2014",2012,76786,7959
"1708","Dracut","Middlesex County","MA","Dracut","2011-2015",2013,77848,8595
"1709","Dudley","Worcester County","MA","Dudley","2009-2013",2011,70590,6710
"1710","Dudley","Worcester County","MA","Dudley","2010-2014",2012,68053,8859
"1711","Dudley","Worcester County","MA","Dudley","2011-2015",2013,66339,5589
"1712","Dunstable","Middlesex County","MA","Dunstable","2009-2013",2011,119022,10882
"1713","Dunstable","Middlesex County","MA","Dunstable","2010-2014",2012,116125,9933
"1714","Dunstable","Middlesex County","MA","Dunstable","2011-2015",2013,118523,9070
"1715","Duxbury","Plymouth County","MA","Duxbury","2009-2013",2011,118272,5811
"1716","Duxbury","Plymouth County","MA","Duxbury","2010-2014",2012,120253,5485
"1717","Duxbury","Plymouth County","MA","Duxbury","2011-2015",2013,120267,4982
"1718","East Bridgewater","Plymouth County","MA","East Bridgewater","2009-2013",2011,85912,5752
"1719","East Bridgewater","Plymouth County","MA","East Bridgewater","2010-2014",2012,88534,7346
"1720","East Bridgewater","Plymouth County","MA","East Bridgewater","2011-2015",2013,84118,9091
"1721","East Brookfield","Worcester County","MA","East Brookfield","2009-2013",2011,66042,12716
"1722","East Brookfield","Worcester County","MA","East Brookfield","2010-2014",2012,71020,8961
"1723","East Brookfield","Worcester County","MA","East Brookfield","2011-2015",2013,72375,8264
"1724","East Longmeadow","Hampden County","MA","East Longmeadow","2009-2013",2011,80469,7801
"1725","East Longmeadow","Hampden County","MA","East Longmeadow","2010-2014",2012,84173,7593
"1726","East Longmeadow","Hampden County","MA","East Longmeadow","2011-2015",2013,81655,5229
"1727","Eastham","Barnstable County","MA","Eastham","2009-2013",2011,58356,12726
"1728","Eastham","Barnstable County","MA","Eastham","2010-2014",2012,62452,7701
"1729","Eastham","Barnstable County","MA","Eastham","2011-2015",2013,60760,6523
"1730","Easthampton","Hampshire County","MA","Easthampton","2009-2013",2011,57617,4715
"1731","Easthampton","Hampshire County","MA","Easthampton","2010-2014",2012,56927,4114
"1732","Easthampton","Hampshire County","MA","Easthampton","2011-2015",2013,56527,3147
"1733","Easton","Bristol County","MA","Easton","2009-2013",2011,93922,7615
"1734","Easton","Bristol County","MA","Easton","2010-2014",2012,95372,9993
"1735","Easton","Bristol County","MA","Easton","2011-2015",2013,96059,6329
"1736","Edgartown","Dukes County","MA","Edgartown","2009-2013",2011,66711,13001
"1737","Edgartown","Dukes County","MA","Edgartown","2010-2014",2012,56911,11532
"1738","Edgartown","Dukes County","MA","Edgartown","2011-2015",2013,60714,12223
"1739","Egremont","Berkshire County","MA","Egremont","2009-2013",2011,55388,5006
"1740","Egremont","Berkshire County","MA","Egremont","2010-2014",2012,54556,5766
"1741","Egremont","Berkshire County","MA","Egremont","2011-2015",2013,64044,8961
"1742","Erving","Franklin County","MA","Erving","2009-2013",2011,54735,9924
"1743","Erving","Franklin County","MA","Erving","2010-2014",2012,61083,8096
"1744","Erving","Franklin County","MA","Erving","2011-2015",2013,60769,9414
"1745","Essex","Essex County","MA","Essex","2009-2013",2011,74211,19177
"1746","Essex","Essex County","MA","Essex","2010-2014",2012,89185,12494
"1747","Essex","Essex County","MA","Essex","2011-2015",2013,92396,16098
"1748","Everett","Middlesex County","MA","Everett","2009-2013",2011,49368,3116
"1749","Everett","Middlesex County","MA","Everett","2010-2014",2012,51056,3707
"1750","Everett","Middlesex County","MA","Everett","2011-2015",2013,50762,2629
"1751","Fairhaven","Bristol County","MA","Fairhaven","2009-2013",2011,60326,3673
"1752","Fairhaven","Bristol County","MA","Fairhaven","2010-2014",2012,60445,3305
"1753","Fairhaven","Bristol County","MA","Fairhaven","2011-2015",2013,61274,2912
"1754","Fall River","Bristol County","MA","Fall River","2009-2013",2011,33211,1330
"1755","Fall River","Bristol County","MA","Fall River","2010-2014",2012,33763,1433
"1756","Fall River","Bristol County","MA","Fall River","2011-2015",2013,35213,1365
"1757","Falmouth","Barnstable County","MA","Falmouth","2009-2013",2011,61685,2467
"1758","Falmouth","Barnstable County","MA","Falmouth","2010-2014",2012,64070,3897
"1759","Falmouth","Barnstable County","MA","Falmouth","2011-2015",2013,66670,4648
"1760","Fitchburg","Worcester County","MA","Fitchburg","2009-2013",2011,45363,3360
"1761","Fitchburg","Worcester County","MA","Fitchburg","2010-2014",2012,46628,3236
"1762","Fitchburg","Worcester County","MA","Fitchburg","2011-2015",2013,48724,3864
"1763","Florida","Berkshire County","MA","Florida","2009-2013",2011,54375,13698
"1764","Florida","Berkshire County","MA","Florida","2010-2014",2012,52313,12267
"1765","Florida","Berkshire County","MA","Florida","2011-2015",2013,53438,10783
"1766","Foxborough","Norfolk County","MA","Foxborough","2009-2013",2011,91601,11926
"1767","Foxborough","Norfolk County","MA","Foxborough","2010-2014",2012,94538,6434
"1768","Foxborough","Norfolk County","MA","Foxborough","2011-2015",2013,88766,7821
"1769","Framingham","Middlesex County","MA","Framingham","2009-2013",2011,67915,3894
"1770","Framingham","Middlesex County","MA","Framingham","2010-2014",2012,68881,5171
"1771","Framingham","Middlesex County","MA","Framingham","2011-2015",2013,68219,4368
"1772","Franklin","Norfolk County","MA","Franklin","2009-2013",2011,99194,5791
"1773","Franklin","Norfolk County","MA","Franklin","2010-2014",2012,101980,6900
"1774","Franklin","Norfolk County","MA","Franklin","2011-2015",2013,108272,6881
"1775","Freetown","Bristol County","MA","Freetown","2009-2013",2011,85393,7884
"1776","Freetown","Bristol County","MA","Freetown","2010-2014",2012,87830,9005
"1777","Freetown","Bristol County","MA","Freetown","2011-2015",2013,87921,8855
"1778","Gardner","Worcester County","MA","Gardner","2009-2013",2011,48843,5011
"1779","Gardner","Worcester County","MA","Gardner","2010-2014",2012,46589,5123
"1780","Gardner","Worcester County","MA","Gardner","2011-2015",2013,43905,3010
"1781","Georgetown","Essex County","MA","Georgetown","2009-2013",2011,107775,6249
"1782","Georgetown","Essex County","MA","Georgetown","2010-2014",2012,106898,8804
"1783","Georgetown","Essex County","MA","Georgetown","2011-2015",2013,107683,7184
"1784","Gill","Franklin County","MA","Gill","2009-2013",2011,74583,6315
"1785","Gill","Franklin County","MA","Gill","2010-2014",2012,75776,5024
"1786","Gill","Franklin County","MA","Gill","2011-2015",2013,73750,7296
"1787","Gloucester","Essex County","MA","Gloucester","2009-2013",2011,61449,4050
"1788","Gloucester","Essex County","MA","Gloucester","2010-2014",2012,60229,3072
"1789","Gloucester","Essex County","MA","Gloucester","2011-2015",2013,61505,2793
"1790","Goshen","Hampshire County","MA","Goshen","2009-2013",2011,68750,5938
"1791","Goshen","Hampshire County","MA","Goshen","2010-2014",2012,69219,7334
"1792","Goshen","Hampshire County","MA","Goshen","2011-2015",2013,71118,8421
"1793","Gosnold","Dukes County","MA","Gosnold","2009-2013",2011,30833,6019
"1794","Gosnold","Dukes County","MA","Gosnold","2010-2014",2012,31406,6376
"1795","Gosnold","Dukes County","MA","Gosnold","2011-2015",2013,32292,14717
"1796","Grafton","Worcester County","MA","Grafton","2009-2013",2011,87077,6801
"1797","Grafton","Worcester County","MA","Grafton","2010-2014",2012,81250,8320
"1798","Grafton","Worcester County","MA","Grafton","2011-2015",2013,88712,8248
"1799","Granby","Hampshire County","MA","Granby","2009-2013",2011,73231,5658
"1800","Granby","Hampshire County","MA","Granby","2010-2014",2012,78261,7827
"1801","Granby","Hampshire County","MA","Granby","2011-2015",2013,86910,6203
"1802","Granville","Hampden County","MA","Granville","2009-2013",2011,73795,6157
"1803","Granville","Hampden County","MA","Granville","2010-2014",2012,75208,7065
"1804","Granville","Hampden County","MA","Granville","2011-2015",2013,79464,6378
"1805","Great Barrington","Berkshire County","MA","Great Barrington","2009-2013",2011,50137,6016
"1806","Great Barrington","Berkshire County","MA","Great Barrington","2010-2014",2012,52026,4337
"1807","Great Barrington","Berkshire County","MA","Great Barrington","2011-2015",2013,55588,5847
"1808","Greenfield","Franklin County","MA","Greenfield","2009-2013",2011,48230,2577
"1809","Greenfield","Franklin County","MA","Greenfield","2010-2014",2012,48493,2750
"1810","Greenfield","Franklin County","MA","Greenfield","2011-2015",2013,49612,2562
"1811","Groton","Middlesex County","MA","Groton","2009-2013",2011,117127,9235
"1812","Groton","Middlesex County","MA","Groton","2010-2014",2012,116686,6766
"1813","Groton","Middlesex County","MA","Groton","2011-2015",2013,116642,7621
"1814","Groveland","Essex County","MA","Groveland","2009-2013",2011,97463,11210
"1815","Groveland","Essex County","MA","Groveland","2010-2014",2012,92898,6384
"1816","Groveland","Essex County","MA","Groveland","2011-2015",2013,95208,10524
"1817","Hadley","Hampshire County","MA","Hadley","2009-2013",2011,73250,14433
"1818","Hadley","Hampshire County","MA","Hadley","2010-2014",2012,74737,9919
"1819","Hadley","Hampshire County","MA","Hadley","2011-2015",2013,65625,9359
"1820","Halifax","Plymouth County","MA","Halifax","2009-2013",2011,67760,12566
"1821","Halifax","Plymouth County","MA","Halifax","2010-2014",2012,69917,15869
"1822","Halifax","Plymouth County","MA","Halifax","2011-2015",2013,64013,7517
"1823","Hamilton","Essex County","MA","Hamilton","2009-2013",2011,105865,15818
"1824","Hamilton","Essex County","MA","Hamilton","2010-2014",2012,108558,17023
"1825","Hamilton","Essex County","MA","Hamilton","2011-2015",2013,109500,20596
"1826","Hampden","Hampden County","MA","Hampden","2009-2013",2011,80582,5309
"1827","Hampden","Hampden County","MA","Hampden","2010-2014",2012,78722,6611
"1828","Hampden","Hampden County","MA","Hampden","2011-2015",2013,81018,6660
"1829","Hancock","Berkshire County","MA","Hancock","2009-2013",2011,79438,4138
"1830","Hancock","Berkshire County","MA","Hancock","2010-2014",2012,80395,10298
"1831","Hancock","Berkshire County","MA","Hancock","2011-2015",2013,74554,12094
"1832","Hanover","Plymouth County","MA","Hanover","2009-2013",2011,99250,10460
"1833","Hanover","Plymouth County","MA","Hanover","2010-2014",2012,98750,8927
"1834","Hanover","Plymouth County","MA","Hanover","2011-2015",2013,101823,10397
"1835","Hanson","Plymouth County","MA","Hanson","2009-2013",2011,92560,5824
"1836","Hanson","Plymouth County","MA","Hanson","2010-2014",2012,93771,6684
"1837","Hanson","Plymouth County","MA","Hanson","2011-2015",2013,91384,6591
"1838","Hardwick","Worcester County","MA","Hardwick","2009-2013",2011,58073,11672
"1839","Hardwick","Worcester County","MA","Hardwick","2010-2014",2012,59148,7926
"1840","Hardwick","Worcester County","MA","Hardwick","2011-2015",2013,56278,5091
"1841","Harvard","Worcester County","MA","Harvard","2009-2013",2011,137500,19146
"1842","Harvard","Worcester County","MA","Harvard","2010-2014",2012,131563,15697
"1843","Harvard","Worcester County","MA","Harvard","2011-2015",2013,126061,8457
"1844","Harwich","Barnstable County","MA","Harwich","2009-2013",2011,62927,5010
"1845","Harwich","Barnstable County","MA","Harwich","2010-2014",2012,67332,3716
"1846","Harwich","Barnstable County","MA","Harwich","2011-2015",2013,68267,4746
"1847","Hatfield","Hampshire County","MA","Hatfield","2009-2013",2011,58839,8496
"1848","Hatfield","Hampshire County","MA","Hatfield","2010-2014",2012,60033,8405
"1849","Hatfield","Hampshire County","MA","Hatfield","2011-2015",2013,65451,6621
"1850","Haverhill","Essex County","MA","Haverhill","2009-2013",2011,60429,2411
"1851","Haverhill","Essex County","MA","Haverhill","2010-2014",2012,61208,1970
"1852","Haverhill","Essex County","MA","Haverhill","2011-2015",2013,60888,2418
"1853","Hawley","Franklin County","MA","Hawley","2009-2013",2011,63750,13679
"1854","Hawley","Franklin County","MA","Hawley","2010-2014",2012,68000,18744
"1855","Hawley","Franklin County","MA","Hawley","2011-2015",2013,68750,17169
"1856","Heath","Franklin County","MA","Heath","2009-2013",2011,53750,16679
"1857","Heath","Franklin County","MA","Heath","2010-2014",2012,56458,8589
"1858","Heath","Franklin County","MA","Heath","2011-2015",2013,51625,5212
"1859","Hingham","Plymouth County","MA","Hingham","2009-2013",2011,106854,7847
"1860","Hingham","Plymouth County","MA","Hingham","2010-2014",2012,103350,8323
"1861","Hingham","Plymouth County","MA","Hingham","2011-2015",2013,116187,11901
"1862","Hinsdale","Berkshire County","MA","Hinsdale","2009-2013",2011,64766,3142
"1863","Hinsdale","Berkshire County","MA","Hinsdale","2010-2014",2012,63953,4954
"1864","Hinsdale","Berkshire County","MA","Hinsdale","2011-2015",2013,63555,6259
"1865","Holbrook","Norfolk County","MA","Holbrook","2009-2013",2011,62897,7980
"1866","Holbrook","Norfolk County","MA","Holbrook","2010-2014",2012,63297,7166
"1867","Holbrook","Norfolk County","MA","Holbrook","2011-2015",2013,66370,3607
"1868","Holden","Worcester County","MA","Holden","2009-2013",2011,95244,4654
"1869","Holden","Worcester County","MA","Holden","2010-2014",2012,97972,4429
"1870","Holden","Worcester County","MA","Holden","2011-2015",2013,98630,3727
"1871","Holland","Hampden County","MA","Holland","2009-2013",2011,67684,15621
"1872","Holland","Hampden County","MA","Holland","2010-2014",2012,64868,11740
"1873","Holland","Hampden County","MA","Holland","2011-2015",2013,75000,10506
