,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
1,NA,NA County,NA,United States,2005-2009,293507923,39537240,13.5,0.1
2,NA,NA County,NA,United States,2006-2010,296141149,40917513,13.8,0.1
3,NA,NA County,NA,United States,2007-2011,298787998,42739924,14.3,0.1
4,NA,NA County,NA,United States,2008-2012,301333410,44852527,14.9,0.1
5,NA,NA County,MA,MA,2005-2009,6283288,633667,10.1,0.2
6,NA,NA County,MA,MA,2006-2010,6253462,658391,10.5,0.2
7,NA,NA County,MA,MA,2007-2011,6288679,673467,10.7,0.2
8,NA,NA County,MA,MA,2008-2012,6333378,698286,11,0.1
9,Abington,Plymouth County,MA,Abington,2005-2009,16232,652,4,1.5
10,Abington,Plymouth County,MA,Abington,2006-2010,15521,685,4.4,1.6
11,Abington,Plymouth County,MA,Abington,2007-2011,15690,690,4.4,1.5
12,Abington,Plymouth County,MA,Abington,2008-2012,15780,599,3.8,1.5
13,Acton,Middlesex County,MA,Acton,2005-2009,20681,798,3.9,1.8
14,Acton,Middlesex County,MA,Acton,2006-2010,21243,800,3.8,1.6
15,Acton,Middlesex County,MA,Acton,2007-2011,21550,731,3.4,1.7
16,Acton,Middlesex County,MA,Acton,2008-2012,21859,631,2.9,1.3
17,Acushnet,Bristol County,MA,Acushnet,2005-2009,10363,448,4.3,2.3
18,Acushnet,Bristol County,MA,Acushnet,2006-2010,10278,470,4.6,2.6
19,Acushnet,Bristol County,MA,Acushnet,2007-2011,10299,513,5,3
20,Acushnet,Bristol County,MA,Acushnet,2008-2012,10250,557,5.4,2.8
21,Adams,Berkshire County,MA,Adams,2005-2009,8363,765,9.1,2.9
22,Adams,Berkshire County,MA,Adams,2006-2010,8517,876,10.3,3
23,Adams,Berkshire County,MA,Adams,2007-2011,8489,956,11.3,3
24,Adams,Berkshire County,MA,Adams,2008-2012,8450,1001,11.8,3.2
25,Agawam,Hampden County,MA,Agawam,2005-2009,27840,1691,6.1,1.6
26,Agawam,Hampden County,MA,Agawam,2006-2010,27762,2235,8.1,2.1
27,Agawam,Hampden County,MA,Agawam,2007-2011,27742,2196,7.9,2.3
28,Agawam,Hampden County,MA,Agawam,2008-2012,27856,2118,7.6,2.1
29,Alford,Berkshire County,MA,Alford,2005-2009,400,20,5,2.8
30,Alford,Berkshire County,MA,Alford,2006-2010,432,16,3.7,1.8
31,Alford,Berkshire County,MA,Alford,2007-2011,501,18,3.6,2.3
32,Alford,Berkshire County,MA,Alford,2008-2012,469,20,4.3,2.5
33,Amesbury,Essex County,MA,Amesbury,2005-2009,16221,631,3.9,1.2
34,Amesbury,Essex County,MA,Amesbury,2006-2010,15949,595,3.7,1.4
35,Amesbury,Essex County,MA,Amesbury,2007-2011,15979,630,3.9,1.1
36,Amesbury,Essex County,MA,Amesbury,2008-2012,16073,761,4.7,1.1
37,Amherst,Hampshire County,MA,Amherst,2005-2009,21016,6150,29.3,3.7
38,Amherst,Hampshire County,MA,Amherst,2006-2010,21415,6113,28.5,3.3
39,Amherst,Hampshire County,MA,Amherst,2007-2011,21007,5726,27.3,2.8
40,Amherst,Hampshire County,MA,Amherst,2008-2012,21399,6222,29.1,3.4
41,Andover,Essex County,MA,Andover,2005-2009,32056,892,2.8,1.1
42,Andover,Essex County,MA,Andover,2006-2010,32239,1193,3.7,1
43,Andover,Essex County,MA,Andover,2007-2011,32343,1197,3.7,1
44,Andover,Essex County,MA,Andover,2008-2012,32649,1381,4.2,1.1
45,Aquinnah,Dukes County,MA,Aquinnah,2005-2009,456,64,14,9
46,Aquinnah,Dukes County,MA,Aquinnah,2006-2010,404,41,10.1,6.9
47,Aquinnah,Dukes County,MA,Aquinnah,2007-2011,466,61,13.1,11
48,Aquinnah,Dukes County,MA,Aquinnah,2008-2012,385,37,9.6,6.7
49,Arlington,Middlesex County,MA,Arlington,2005-2009,41158,1869,4.5,1
50,Arlington,Middlesex County,MA,Arlington,2006-2010,42195,2052,4.9,1.1
51,Arlington,Middlesex County,MA,Arlington,2007-2011,42421,1861,4.4,0.9
52,Arlington,Middlesex County,MA,Arlington,2008-2012,42816,1929,4.5,0.8
53,Ashburnham,Worcester County,MA,Ashburnham,2005-2009,6006,267,4.4,2.9
54,Ashburnham,Worcester County,MA,Ashburnham,2006-2010,5991,325,5.4,3.9
55,Ashburnham,Worcester County,MA,Ashburnham,2007-2011,5987,430,7.2,4.3
56,Ashburnham,Worcester County,MA,Ashburnham,2008-2012,6015,344,5.7,2.5
57,Ashby,Middlesex County,MA,Ashby,2005-2009,2997,149,5,2.1
58,Ashby,Middlesex County,MA,Ashby,2006-2010,2951,123,4.2,2
59,Ashby,Middlesex County,MA,Ashby,2007-2011,2993,119,4,2
60,Ashby,Middlesex County,MA,Ashby,2008-2012,3066,108,3.5,1.6
61,Ashfield,Franklin County,MA,Ashfield,2005-2009,1664,115,6.9,5.5
62,Ashfield,Franklin County,MA,Ashfield,2006-2010,1732,159,9.2,4.7
63,Ashfield,Franklin County,MA,Ashfield,2007-2011,1769,192,10.9,5.4
64,Ashfield,Franklin County,MA,Ashfield,2008-2012,1603,109,6.8,2.7
65,Ashland,Middlesex County,MA,Ashland,2005-2009,15093,426,2.8,1.1
66,Ashland,Middlesex County,MA,Ashland,2006-2010,16021,496,3.1,1.4
67,Ashland,Middlesex County,MA,Ashland,2007-2011,16254,646,4,1.8
68,Ashland,Middlesex County,MA,Ashland,2008-2012,16531,723,4.4,2
69,Athol,Worcester County,MA,Athol,2005-2009,11590,980,8.5,2.6
70,Athol,Worcester County,MA,Athol,2006-2010,11270,1021,9.1,3
71,Athol,Worcester County,MA,Athol,2007-2011,11328,1233,10.9,4.3
72,Athol,Worcester County,MA,Athol,2008-2012,11372,1596,14,3.9
73,Attleboro,Bristol County,MA,Attleboro,2005-2009,42820,3328,7.8,1.6
74,Attleboro,Bristol County,MA,Attleboro,2006-2010,42866,3094,7.2,1.4
75,Attleboro,Bristol County,MA,Attleboro,2007-2011,42963,2770,6.4,1.2
76,Attleboro,Bristol County,MA,Attleboro,2008-2012,43117,3556,8.2,1.5
77,Auburn,Worcester County,MA,Auburn,2005-2009,16422,999,6.1,2.1
78,Auburn,Worcester County,MA,Auburn,2006-2010,16131,930,5.8,2.2
79,Auburn,Worcester County,MA,Auburn,2007-2011,15993,848,5.3,1.9
80,Auburn,Worcester County,MA,Auburn,2008-2012,16019,1000,6.2,2.2
81,Avon,Norfolk County,MA,Avon,2005-2009,4349,150,3.4,2.1
82,Avon,Norfolk County,MA,Avon,2006-2010,4335,135,3.1,2
83,Avon,Norfolk County,MA,Avon,2007-2011,4341,99,2.3,1.5
84,Avon,Norfolk County,MA,Avon,2008-2012,4349,62,1.4,1.1
85,Ayer,Middlesex County,MA,Ayer,2005-2009,7308,891,12.2,5.8
86,Ayer,Middlesex County,MA,Ayer,2006-2010,7073,1215,17.2,8.8
87,Ayer,Middlesex County,MA,Ayer,2007-2011,7169,917,12.8,4.9
88,Ayer,Middlesex County,MA,Ayer,2008-2012,7339,967,13.2,5.7
89,Barnstable,Barnstable County,MA,Barnstable,2005-2009,46432,3124,6.7,1.7
90,Barnstable,Barnstable County,MA,Barnstable,2006-2010,45389,3211,7.1,1.5
91,Barnstable,Barnstable County,MA,Barnstable,2007-2011,45111,3849,8.5,1.5
92,Barnstable,Barnstable County,MA,Barnstable,2008-2012,44753,4752,10.6,1.7
93,NA,Barnstable County,MA,Barnstable County,2005-2009,218388,14124,6.5,0.6
94,NA,Barnstable County,MA,Barnstable County,2006-2010,213500,15284,7.2,0.6
95,NA,Barnstable County,MA,Barnstable County,2007-2011,212789,17884,8.4,0.5
96,NA,Barnstable County,MA,Barnstable County,2008-2012,212567,19204,9,0.7
97,Barre,Worcester County,MA,Barre,2005-2009,5564,381,6.8,4.3
98,Barre,Worcester County,MA,Barre,2006-2010,5335,399,7.5,4.3
99,Barre,Worcester County,MA,Barre,2007-2011,5364,223,4.2,2.1
100,Barre,Worcester County,MA,Barre,2008-2012,5353,237,4.4,1.9
101,Becket,Berkshire County,MA,Becket,2005-2009,1658,252,15.2,6
102,Becket,Berkshire County,MA,Becket,2006-2010,1593,219,13.7,7.2
103,Becket,Berkshire County,MA,Becket,2007-2011,1739,255,14.7,7.9
104,Becket,Berkshire County,MA,Becket,2008-2012,1859,248,13.3,6.4
105,Bedford,Middlesex County,MA,Bedford,2005-2009,12716,517,4.1,2.5
106,Bedford,Middlesex County,MA,Bedford,2006-2010,12581,580,4.6,2.5
107,Bedford,Middlesex County,MA,Bedford,2007-2011,12658,571,4.5,2.6
108,Bedford,Middlesex County,MA,Bedford,2008-2012,12904,666,5.2,2.6
109,Belchertown,Hampshire County,MA,Belchertown,2005-2009,14014,697,5,1.9
110,Belchertown,Hampshire County,MA,Belchertown,2006-2010,14196,814,5.7,2.2
111,Belchertown,Hampshire County,MA,Belchertown,2007-2011,14329,660,4.6,1.9
112,Belchertown,Hampshire County,MA,Belchertown,2008-2012,14471,870,6,2.5
113,Bellingham,Norfolk County,MA,Bellingham,2005-2009,15682,763,4.9,1.9
114,Bellingham,Norfolk County,MA,Bellingham,2006-2010,15977,780,4.9,1.9
115,Bellingham,Norfolk County,MA,Bellingham,2007-2011,16136,631,3.9,1.9
116,Bellingham,Norfolk County,MA,Bellingham,2008-2012,16283,520,3.2,1.5
117,Belmont,Middlesex County,MA,Belmont,2005-2009,23025,708,3.1,0.9
118,Belmont,Middlesex County,MA,Belmont,2006-2010,24106,1174,4.9,1.5
119,Belmont,Middlesex County,MA,Belmont,2007-2011,24315,1272,5.2,1.8
120,Belmont,Middlesex County,MA,Belmont,2008-2012,24524,1333,5.4,1.5
121,Berkley,Bristol County,MA,Berkley,2005-2009,6402,313,4.9,3
122,Berkley,Bristol County,MA,Berkley,2006-2010,6301,392,6.2,3.4
123,Berkley,Bristol County,MA,Berkley,2007-2011,6334,322,5.1,3.5
124,Berkley,Bristol County,MA,Berkley,2008-2012,6407,428,6.7,3.9
125,NA,Berkshire County,MA,Berkshire County,2005-2009,124991,14274,11.4,1
126,NA,Berkshire County,MA,Berkshire County,2006-2010,126219,14598,11.6,1.1
127,NA,Berkshire County,MA,Berkshire County,2007-2011,125881,14915,11.8,0.9
128,NA,Berkshire County,MA,Berkshire County,2008-2012,125353,15533,12.4,0.9
129,Berlin,Worcester County,MA,Berlin,2005-2009,2785,42,1.5,0.9
130,Berlin,Worcester County,MA,Berlin,2006-2010,2786,50,1.8,1
131,Berlin,Worcester County,MA,Berlin,2007-2011,2819,44,1.6,1
132,Berlin,Worcester County,MA,Berlin,2008-2012,2856,66,2.3,1.1
133,Bernardston,Franklin County,MA,Bernardston,2005-2009,2336,131,5.6,2.9
134,Bernardston,Franklin County,MA,Bernardston,2006-2010,2235,91,4.1,2.3
135,Bernardston,Franklin County,MA,Bernardston,2007-2011,2187,122,5.6,2.7
136,Bernardston,Franklin County,MA,Bernardston,2008-2012,2116,131,6.2,3.4
137,Beverly,Essex County,MA,Beverly,2005-2009,37139,3033,8.2,1.6
138,Beverly,Essex County,MA,Beverly,2006-2010,37010,3345,9,1.7
139,Beverly,Essex County,MA,Beverly,2007-2011,36483,3227,8.8,1.6
140,Beverly,Essex County,MA,Beverly,2008-2012,36679,3169,8.6,1.7
141,Billerica,Middlesex County,MA,Billerica,2005-2009,38448,946,2.5,0.9
142,Billerica,Middlesex County,MA,Billerica,2006-2010,38797,1284,3.3,1.1
143,Billerica,Middlesex County,MA,Billerica,2007-2011,39192,1848,4.7,1.7
144,Billerica,Middlesex County,MA,Billerica,2008-2012,39554,2512,6.4,2.3
145,Blackstone,Worcester County,MA,Blackstone,2005-2009,9161,450,4.9,2.6
146,Blackstone,Worcester County,MA,Blackstone,2006-2010,8884,334,3.8,2.2
147,Blackstone,Worcester County,MA,Blackstone,2007-2011,8997,260,2.9,1.7
148,Blackstone,Worcester County,MA,Blackstone,2008-2012,8972,353,3.9,1.8
149,Blandford,Hampden County,MA,Blandford,2005-2009,1206,62,5.1,3.3
150,Blandford,Hampden County,MA,Blandford,2006-2010,1184,65,5.5,2.5
151,Blandford,Hampden County,MA,Blandford,2007-2011,1174,44,3.7,2.5
152,Blandford,Hampden County,MA,Blandford,2008-2012,1129,35,3.1,1.9
153,Bolton,Worcester County,MA,Bolton,2005-2009,4529,74,1.6,1.4
154,Bolton,Worcester County,MA,Bolton,2006-2010,4779,112,2.3,1.8
155,Bolton,Worcester County,MA,Bolton,2007-2011,4814,131,2.7,1.8
156,Bolton,Worcester County,MA,Bolton,2008-2012,4893,137,2.8,1.6
157,Boston,Suffolk County,MA,Boston,2005-2009,591056,112677,19.1,0.7
158,Boston,Suffolk County,MA,Boston,2006-2010,566783,120413,21.2,0.7
159,Boston,Suffolk County,MA,Boston,2007-2011,571827,122358,21.4,0.6
160,Boston,Suffolk County,MA,Boston,2008-2012,580337,123132,21.2,0.6
161,Bourne,Barnstable County,MA,Bourne,2005-2009,17925,1183,6.6,1.9
162,Bourne,Barnstable County,MA,Bourne,2006-2010,17994,1479,8.2,2.3
163,Bourne,Barnstable County,MA,Bourne,2007-2011,18424,1644,8.9,2.1
164,Bourne,Barnstable County,MA,Bourne,2008-2012,18686,2057,11,2.7
165,Boxborough,Middlesex County,MA,Boxborough,2005-2009,5101,261,5.1,3.1
166,Boxborough,Middlesex County,MA,Boxborough,2006-2010,4908,312,6.4,3.5
167,Boxborough,Middlesex County,MA,Boxborough,2007-2011,4957,239,4.8,3.1
168,Boxborough,Middlesex County,MA,Boxborough,2008-2012,5017,163,3.2,2.2
169,Boxford,Essex County,MA,Boxford,2005-2009,8175,136,1.7,2.3
170,Boxford,Essex County,MA,Boxford,2006-2010,7917,167,2.1,2
171,Boxford,Essex County,MA,Boxford,2007-2011,7950,181,2.3,2.3
172,Boxford,Essex County,MA,Boxford,2008-2012,7990,207,2.6,2.9
173,Boylston,Worcester County,MA,Boylston,2005-2009,4352,66,1.5,1.3
174,Boylston,Worcester County,MA,Boylston,2006-2010,4294,47,1.1,0.9
175,Boylston,Worcester County,MA,Boylston,2007-2011,4315,48,1.1,0.9
176,Boylston,Worcester County,MA,Boylston,2008-2012,4336,57,1.3,0.9
177,Braintree,Norfolk County,MA,Braintree,2005-2009,33979,1776,5.2,1.3
178,Braintree,Norfolk County,MA,Braintree,2006-2010,34720,1822,5.2,1.5
179,Braintree,Norfolk County,MA,Braintree,2007-2011,34869,1911,5.5,1.3
180,Braintree,Norfolk County,MA,Braintree,2008-2012,35202,1797,5.1,1
181,Brewster,Barnstable County,MA,Brewster,2005-2009,9755,849,8.7,2.8
182,Brewster,Barnstable County,MA,Brewster,2006-2010,9602,938,9.8,2.8
183,Brewster,Barnstable County,MA,Brewster,2007-2011,9464,1036,10.9,3
184,Brewster,Barnstable County,MA,Brewster,2008-2012,9461,966,10.2,3.4
185,Bridgewater,Plymouth County,MA,Bridgewater,2005-2009,21381,1143,5.3,1.9
186,Bridgewater,Plymouth County,MA,Bridgewater,2006-2010,21169,1265,6,2.2
187,Bridgewater,Plymouth County,MA,Bridgewater,2007-2011,21767,1261,5.8,2
188,Bridgewater,Plymouth County,MA,Bridgewater,2008-2012,21996,1228,5.6,2.2
189,Brimfield,Hampden County,MA,Brimfield,2005-2009,3785,152,4,2.9
190,Brimfield,Hampden County,MA,Brimfield,2006-2010,3544,124,3.5,2.8
191,Brimfield,Hampden County,MA,Brimfield,2007-2011,3554,130,3.7,2.9
192,Brimfield,Hampden County,MA,Brimfield,2008-2012,3593,159,4.4,3.6
193,NA,Bristol County,MA,Bristol County,2005-2009,530074,56875,10.7,0.5
194,NA,Bristol County,MA,Bristol County,2006-2010,531848,60215,11.3,0.6
195,NA,Bristol County,MA,Bristol County,2007-2011,534131,60607,11.3,0.5
196,NA,Bristol County,MA,Bristol County,2008-2012,534527,64191,12,0.4
197,Brockton,Plymouth County,MA,Brockton,2005-2009,91549,12037,13.1,1.5
198,Brockton,Plymouth County,MA,Brockton,2006-2010,92468,13513,14.6,1.2
199,Brockton,Plymouth County,MA,Brockton,2007-2011,92333,14376,15.6,1.6
200,Brockton,Plymouth County,MA,Brockton,2008-2012,92495,15790,17.1,1.4
201,Brookfield,Worcester County,MA,Brookfield,2005-2009,3399,80,2.4,1.4
202,Brookfield,Worcester County,MA,Brookfield,2006-2010,3334,70,2.1,1.7
203,Brookfield,Worcester County,MA,Brookfield,2007-2011,3355,44,1.3,1.1
204,Brookfield,Worcester County,MA,Brookfield,2008-2012,3361,87,2.6,1.9
205,Brookline,Norfolk County,MA,Brookline,2005-2009,54282,7042,13,1.8
206,Brookline,Norfolk County,MA,Brookline,2006-2010,56440,7405,13.1,1.9
207,Brookline,Norfolk County,MA,Brookline,2007-2011,56947,6557,11.5,1.5
208,Brookline,Norfolk County,MA,Brookline,2008-2012,57088,6990,12.2,1.5
209,Buckland,Franklin County,MA,Buckland,2005-2009,2113,171,8.1,4.6
210,Buckland,Franklin County,MA,Buckland,2006-2010,2068,214,10.3,5.8
211,Buckland,Franklin County,MA,Buckland,2007-2011,2297,227,9.9,5.9
212,Buckland,Franklin County,MA,Buckland,2008-2012,2110,237,11.2,5.9
213,Burlington,Middlesex County,MA,Burlington,2005-2009,24983,579,2.3,0.9
214,Burlington,Middlesex County,MA,Burlington,2006-2010,23899,662,2.8,0.9
215,Burlington,Middlesex County,MA,Burlington,2007-2011,24142,777,3.2,0.9
216,Burlington,Middlesex County,MA,Burlington,2008-2012,24516,970,4,1.2
217,Cambridge,Middlesex County,MA,Cambridge,2005-2009,98866,14789,15,1.3
218,Cambridge,Middlesex County,MA,Cambridge,2006-2010,94746,14202,15,1.3
219,Cambridge,Middlesex County,MA,Cambridge,2007-2011,93399,14111,15.1,1.2
220,Cambridge,Middlesex County,MA,Cambridge,2008-2012,92157,12841,13.9,1.1
221,Canton,Norfolk County,MA,Canton,2005-2009,21181,1078,5.1,1.7
222,Canton,Norfolk County,MA,Canton,2006-2010,20411,885,4.3,1.4
223,Canton,Norfolk County,MA,Canton,2007-2011,21018,883,4.2,1.2
224,Canton,Norfolk County,MA,Canton,2008-2012,21264,1173,5.5,1.7
225,Carlisle,Middlesex County,MA,Carlisle,2005-2009,4817,132,2.7,2.2
226,Carlisle,Middlesex County,MA,Carlisle,2006-2010,4766,287,6,3.9
227,Carlisle,Middlesex County,MA,Carlisle,2007-2011,4814,337,7,4.1
228,Carlisle,Middlesex County,MA,Carlisle,2008-2012,4870,293,6,3.7
229,Carver,Plymouth County,MA,Carver,2005-2009,11734,507,4.3,2
230,Carver,Plymouth County,MA,Carver,2006-2010,11411,643,5.6,2.7
231,Carver,Plymouth County,MA,Carver,2007-2011,11435,602,5.3,3
232,Carver,Plymouth County,MA,Carver,2008-2012,11476,770,6.7,3.1
233,Charlemont,Franklin County,MA,Charlemont,2005-2009,1130,116,10.3,5.1
234,Charlemont,Franklin County,MA,Charlemont,2006-2010,1199,122,10.2,4.4
235,Charlemont,Franklin County,MA,Charlemont,2007-2011,1160,127,10.9,6.3
236,Charlemont,Franklin County,MA,Charlemont,2008-2012,1292,121,9.4,5.3
237,Charlton,Worcester County,MA,Charlton,2005-2009,12354,438,3.5,1.5
238,Charlton,Worcester County,MA,Charlton,2006-2010,12535,440,3.5,1.9
239,Charlton,Worcester County,MA,Charlton,2007-2011,12662,502,4,1.8
240,Charlton,Worcester County,MA,Charlton,2008-2012,12777,610,4.8,2.3
241,Chatham,Barnstable County,MA,Chatham,2005-2009,6269,413,6.6,2.8
242,Chatham,Barnstable County,MA,Chatham,2006-2010,5905,416,7,2.6
243,Chatham,Barnstable County,MA,Chatham,2007-2011,5949,475,8,2.3
244,Chatham,Barnstable County,MA,Chatham,2008-2012,6004,568,9.5,3.2
245,Chelmsford,Middlesex County,MA,Chelmsford,2005-2009,33529,1346,4,1.9
246,Chelmsford,Middlesex County,MA,Chelmsford,2006-2010,33212,1281,3.9,1.7
247,Chelmsford,Middlesex County,MA,Chelmsford,2007-2011,33445,1310,3.9,1.8
248,Chelmsford,Middlesex County,MA,Chelmsford,2008-2012,33779,1366,4,2.1
249,Chelsea,Suffolk County,MA,Chelsea,2005-2009,35549,8501,23.9,3.2
250,Chelsea,Suffolk County,MA,Chelsea,2006-2010,33988,8236,24.2,3.7
251,Chelsea,Suffolk County,MA,Chelsea,2007-2011,34380,8006,23.3,3.5
252,Chelsea,Suffolk County,MA,Chelsea,2008-2012,35038,8753,25,3.8
253,Cheshire,Berkshire County,MA,Cheshire,2005-2009,3311,407,12.3,7.6
254,Cheshire,Berkshire County,MA,Cheshire,2006-2010,3255,394,12.1,6.2
255,Cheshire,Berkshire County,MA,Cheshire,2007-2011,3245,405,12.5,7.9
256,Cheshire,Berkshire County,MA,Cheshire,2008-2012,3212,408,12.7,8.2
257,Chester,Hampden County,MA,Chester,2005-2009,1251,71,5.7,2.6
258,Chester,Hampden County,MA,Chester,2006-2010,1275,91,7.1,3.6
259,Chester,Hampden County,MA,Chester,2007-2011,1320,105,8,3.1
260,Chester,Hampden County,MA,Chester,2008-2012,1383,117,8.5,3.6
261,Chesterfield,Hampshire County,MA,Chesterfield,2005-2009,1103,40,3.6,2.8
262,Chesterfield,Hampshire County,MA,Chesterfield,2006-2010,1013,44,4.3,2.4
263,Chesterfield,Hampshire County,MA,Chesterfield,2007-2011,1043,70,6.7,2.9
264,Chesterfield,Hampshire County,MA,Chesterfield,2008-2012,1112,59,5.3,2.7
265,Chicopee,Hampden County,MA,Chicopee,2005-2009,55046,8464,15.4,1.8
266,Chicopee,Hampden County,MA,Chicopee,2006-2010,54234,8369,15.4,2
267,Chicopee,Hampden County,MA,Chicopee,2007-2011,54483,7542,13.8,2
268,Chicopee,Hampden County,MA,Chicopee,2008-2012,54631,7473,13.7,1.6
269,Chilmark,Dukes County,MA,Chilmark,2005-2009,1028,94,9.1,7.1
270,Chilmark,Dukes County,MA,Chilmark,2006-2010,1014,82,8.1,5.8
271,Chilmark,Dukes County,MA,Chilmark,2007-2011,790,135,17.1,11
272,Chilmark,Dukes County,MA,Chilmark,2008-2012,846,165,19.5,9.9
273,Clarksburg,Berkshire County,MA,Clarksburg,2005-2009,1881,75,4,1.4
274,Clarksburg,Berkshire County,MA,Clarksburg,2006-2010,1886,60,3.2,1.3
275,Clarksburg,Berkshire County,MA,Clarksburg,2007-2011,1844,53,2.9,1.6
276,Clarksburg,Berkshire County,MA,Clarksburg,2008-2012,1805,108,6,3.9
277,Clinton,Worcester County,MA,Clinton,2005-2009,13819,970,7,2.2
278,Clinton,Worcester County,MA,Clinton,2006-2010,13330,1138,8.5,2.7
279,Clinton,Worcester County,MA,Clinton,2007-2011,13394,1298,9.7,2.9
280,Clinton,Worcester County,MA,Clinton,2008-2012,13430,1275,9.5,3
281,Cohasset,Norfolk County,MA,Cohasset,2005-2009,7213,79,1.1,1
282,Cohasset,Norfolk County,MA,Cohasset,2006-2010,7290,87,1.2,1.1
283,Cohasset,Norfolk County,MA,Cohasset,2007-2011,7422,196,2.6,1.6
284,Cohasset,Norfolk County,MA,Cohasset,2008-2012,7695,293,3.8,2.2
285,Colrain,Franklin County,MA,Colrain,2005-2009,1815,115,6.3,2.2
286,Colrain,Franklin County,MA,Colrain,2006-2010,1811,143,7.9,3.4
287,Colrain,Franklin County,MA,Colrain,2007-2011,1727,152,8.8,3.3
288,Colrain,Franklin County,MA,Colrain,2008-2012,1669,151,9,3.4
289,Concord,Middlesex County,MA,Concord,2005-2009,15664,815,5.2,2
290,Concord,Middlesex County,MA,Concord,2006-2010,15631,678,4.3,1.7
291,Concord,Middlesex County,MA,Concord,2007-2011,15841,638,4,1.6
292,Concord,Middlesex County,MA,Concord,2008-2012,16408,740,4.5,1.7
293,Conway,Franklin County,MA,Conway,2005-2009,1911,159,8.3,3.1
294,Conway,Franklin County,MA,Conway,2006-2010,1911,132,6.9,2.7
295,Conway,Franklin County,MA,Conway,2007-2011,1790,108,6,2.4
296,Conway,Franklin County,MA,Conway,2008-2012,1825,108,5.9,2.4
297,Cummington,Hampshire County,MA,Cummington,2005-2009,938,138,14.7,5.7
298,Cummington,Hampshire County,MA,Cummington,2006-2010,917,124,13.5,5.5
299,Cummington,Hampshire County,MA,Cummington,2007-2011,974,153,15.7,5.7
300,Cummington,Hampshire County,MA,Cummington,2008-2012,945,118,12.5,4.8
301,Dalton,Berkshire County,MA,Dalton,2005-2009,6358,614,9.7,4.3
302,Dalton,Berkshire County,MA,Dalton,2006-2010,6608,438,6.6,2.9
303,Dalton,Berkshire County,MA,Dalton,2007-2011,6650,476,7.2,3.6
304,Dalton,Berkshire County,MA,Dalton,2008-2012,6647,596,9,3.3
305,Danvers,Essex County,MA,Danvers,2005-2009,26419,1316,5,1.5
306,Danvers,Essex County,MA,Danvers,2006-2010,25816,1475,5.7,1.8
307,Danvers,Essex County,MA,Danvers,2007-2011,25859,1478,5.7,1.8
308,Danvers,Essex County,MA,Danvers,2008-2012,26095,1390,5.3,1.3
309,Dartmouth,Bristol County,MA,Dartmouth,2005-2009,30327,1407,4.6,1
310,Dartmouth,Bristol County,MA,Dartmouth,2006-2010,30102,1394,4.6,0.9
311,Dartmouth,Bristol County,MA,Dartmouth,2007-2011,31011,1454,4.7,1.1
312,Dartmouth,Bristol County,MA,Dartmouth,2008-2012,30249,1595,5.3,1.3
313,Dedham,Norfolk County,MA,Dedham,2005-2009,23279,1162,5,1.4
314,Dedham,Norfolk County,MA,Dedham,2006-2010,23323,1140,4.9,1.3
315,Dedham,Norfolk County,MA,Dedham,2007-2011,23588,1102,4.7,1.2
316,Dedham,Norfolk County,MA,Dedham,2008-2012,23720,1183,5,1.3
317,Deerfield,Franklin County,MA,Deerfield,2005-2009,4688,393,8.4,4.6
318,Deerfield,Franklin County,MA,Deerfield,2006-2010,5032,354,7,4.5
319,Deerfield,Franklin County,MA,Deerfield,2007-2011,5050,432,8.6,4.8
320,Deerfield,Franklin County,MA,Deerfield,2008-2012,5044,264,5.2,3.3
321,Dennis,Barnstable County,MA,Dennis,2005-2009,15556,1086,7,2
322,Dennis,Barnstable County,MA,Dennis,2006-2010,14538,1730,11.9,3.5
323,Dennis,Barnstable County,MA,Dennis,2007-2011,14364,2053,14.3,3.6
324,Dennis,Barnstable County,MA,Dennis,2008-2012,14226,2095,14.7,3.7
325,Dighton,Bristol County,MA,Dighton,2005-2009,6645,159,2.4,1.5
326,Dighton,Bristol County,MA,Dighton,2006-2010,6917,244,3.5,2.7
327,Dighton,Bristol County,MA,Dighton,2007-2011,6971,247,3.5,1.8
328,Dighton,Bristol County,MA,Dighton,2008-2012,7008,232,3.3,1.9
329,Douglas,Worcester County,MA,Douglas,2005-2009,8020,166,2.1,1.3
330,Douglas,Worcester County,MA,Douglas,2006-2010,8239,175,2.1,1.4
331,Douglas,Worcester County,MA,Douglas,2007-2011,8342,285,3.4,2.1
332,Douglas,Worcester County,MA,Douglas,2008-2012,8418,289,3.4,2.1
333,Dover,Norfolk County,MA,Dover,2005-2009,5663,132,2.3,1.7
334,Dover,Norfolk County,MA,Dover,2006-2010,5528,109,2,1.9
335,Dover,Norfolk County,MA,Dover,2007-2011,5564,64,1.2,1.5
336,Dover,Norfolk County,MA,Dover,2008-2012,5608,79,1.4,1.8
337,Dracut,Middlesex County,MA,Dracut,2005-2009,28892,852,2.9,1
338,Dracut,Middlesex County,MA,Dracut,2006-2010,28908,1035,3.6,1.1
339,Dracut,Middlesex County,MA,Dracut,2007-2011,29162,1212,4.2,1.2
340,Dracut,Middlesex County,MA,Dracut,2008-2012,29482,1303,4.4,1.3
341,Dudley,Worcester County,MA,Dudley,2005-2009,10645,676,6.4,3.3
342,Dudley,Worcester County,MA,Dudley,2006-2010,10674,812,7.6,2.9
