,Municipal,County,State,Region,Five_Year_Range,Civilian_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
652,Newburyport,Essex County,MA,Newburyport,2006-2010,13670,1416,10.4,1.6
653,Newburyport,Essex County,MA,Newburyport,2007-2011,13875,1358,9.8,1.6
654,Newburyport,Essex County,MA,Newburyport,2008-2012,13997,1301,9.3,1.5
1214,Newburyport,Essex County,MA,Newburyport,2009-2013,14003,1154,8.2,1.4
1581,Newburyport,Essex County,MA,Newburyport,2010-2014,14045,1043,7.4,1.4
1948,Newburyport,Essex County,MA,Newburyport,2011-2015,14191,1066,7.5,1.6
2315,Newburyport,Essex County,MA,Newburyport,2012-2016,14317,970,6.8,1.3
2682,Newburyport,Essex County,MA,Newburyport,2013-2017,14326,829,5.8,1.2
655,Newton,Middlesex County,MA,Newton,2006-2010,66191,3361,5.1,0.6
656,Newton,Middlesex County,MA,Newton,2007-2011,66139,3549,5.4,0.5
657,Newton,Middlesex County,MA,Newton,2008-2012,66535,3485,5.2,0.5
1327,Newton,Middlesex County,MA,Newton,2009-2013,67355,3222,4.8,0.4
1694,Newton,Middlesex County,MA,Newton,2010-2014,67650,2984,4.4,0.5
2061,Newton,Middlesex County,MA,Newton,2011-2015,68144,2682,3.9,0.4
2428,Newton,Middlesex County,MA,Newton,2012-2016,68453,2529,3.7,0.5
2795,Newton,Middlesex County,MA,Newton,2013-2017,68815,2495,3.6,0.4
658,Norfolk,Norfolk County,MA,Norfolk,2006-2010,8577,734,8.6,1.4
659,Norfolk,Norfolk County,MA,Norfolk,2007-2011,8541,635,7.4,1.8
660,Norfolk,Norfolk County,MA,Norfolk,2008-2012,8801,705,8,1.6
1366,Norfolk,Norfolk County,MA,Norfolk,2009-2013,8895,689,7.7,1.5
1733,Norfolk,Norfolk County,MA,Norfolk,2010-2014,9005,518,5.8,1.2
2100,Norfolk,Norfolk County,MA,Norfolk,2011-2015,9102,581,6.4,1.3
2467,Norfolk,Norfolk County,MA,Norfolk,2012-2016,9060,556,6.1,1.1
2834,Norfolk,Norfolk County,MA,Norfolk,2013-2017,9069,553,6.1,1.1
664,North Adams,Berkshire County,MA,North Adams,2006-2010,11494,1056,9.2,1.7
665,North Adams,Berkshire County,MA,North Adams,2007-2011,11422,1029,9,1.5
666,North Adams,Berkshire County,MA,North Adams,2008-2012,11435,1078,9.4,1.5
1151,North Adams,Berkshire County,MA,North Adams,2009-2013,11443,1072,9.4,1.5
1518,North Adams,Berkshire County,MA,North Adams,2010-2014,11276,1167,10.3,1.7
1885,North Adams,Berkshire County,MA,North Adams,2011-2015,11277,1100,9.8,1.9
2252,North Adams,Berkshire County,MA,North Adams,2012-2016,11198,1046,9.3,1.9
2619,North Adams,Berkshire County,MA,North Adams,2013-2017,11072,875,7.9,1.6
667,North Andover,Essex County,MA,North Andover,2006-2010,20672,1576,7.6,1
668,North Andover,Essex County,MA,North Andover,2007-2011,21013,1629,7.8,0.9
669,North Andover,Essex County,MA,North Andover,2008-2012,21049,1570,7.5,1.2
1215,North Andover,Essex County,MA,North Andover,2009-2013,21709,1572,7.2,1
1582,North Andover,Essex County,MA,North Andover,2010-2014,22139,1426,6.4,0.9
1949,North Andover,Essex County,MA,North Andover,2011-2015,22360,1472,6.6,1.2
2316,North Andover,Essex County,MA,North Andover,2012-2016,22770,1376,6,1
2683,North Andover,Essex County,MA,North Andover,2013-2017,22957,1233,5.4,1.1
670,North Attleborough,Bristol County,MA,North Attleborough,2006-2010,20868,2460,11.8,1.7
671,North Attleborough,Bristol County,MA,North Attleborough,2007-2011,20783,2247,10.8,1.6
672,North Attleborough,Bristol County,MA,North Attleborough,2008-2012,20590,2230,10.8,1.5
1176,North Attleborough,Bristol County,MA,North Attleborough,2009-2013,20941,1853,8.8,1.3
1543,North Attleborough,Bristol County,MA,North Attleborough,2010-2014,21016,1710,8.1,1.4
1910,North Attleborough,Bristol County,MA,North Attleborough,2011-2015,21295,1697,8,1.1
2277,North Attleborough,Bristol County,MA,North Attleborough,2012-2016,21705,1556,7.2,0.9
2644,North Attleborough,Bristol County,MA,North Attleborough,2013-2017,21973,1496,6.8,0.9
673,North Brookfield,Worcester County,MA,North Brookfield,2006-2010,3561,425,11.9,3.6
674,North Brookfield,Worcester County,MA,North Brookfield,2007-2011,3544,420,11.9,3.9
675,North Brookfield,Worcester County,MA,North Brookfield,2008-2012,3623,382,10.5,3.8
1442,North Brookfield,Worcester County,MA,North Brookfield,2009-2013,3637,311,8.6,3.1
1809,North Brookfield,Worcester County,MA,North Brookfield,2010-2014,3634,338,9.3,3.3
2176,North Brookfield,Worcester County,MA,North Brookfield,2011-2015,3731,291,7.8,2.6
2543,North Brookfield,Worcester County,MA,North Brookfield,2012-2016,3796,300,7.9,2.5
2910,North Brookfield,Worcester County,MA,North Brookfield,2013-2017,3790,290,7.7,2.3
676,North Reading,Middlesex County,MA,North Reading,2006-2010,10602,912,8.6,1.8
677,North Reading,Middlesex County,MA,North Reading,2007-2011,10972,827,7.5,1.7
678,North Reading,Middlesex County,MA,North Reading,2008-2012,11243,856,7.6,1.6
1328,North Reading,Middlesex County,MA,North Reading,2009-2013,11415,757,6.6,1.5
1695,North Reading,Middlesex County,MA,North Reading,2010-2014,11713,632,5.4,1.2
2062,North Reading,Middlesex County,MA,North Reading,2011-2015,11992,632,5.3,1.3
2429,North Reading,Middlesex County,MA,North Reading,2012-2016,12023,736,6.1,1.4
2796,North Reading,Middlesex County,MA,North Reading,2013-2017,12197,654,5.4,1.4
679,Northampton,Hampshire County,MA,Northampton,2006-2010,23638,1868,7.9,1
680,Northampton,Hampshire County,MA,Northampton,2007-2011,23815,1910,8,1
681,Northampton,Hampshire County,MA,Northampton,2008-2012,23837,1713,7.2,0.9
1286,Northampton,Hampshire County,MA,Northampton,2009-2013,23678,1730,7.3,1
1653,Northampton,Hampshire County,MA,Northampton,2010-2014,23874,1729,7.2,1
2020,Northampton,Hampshire County,MA,Northampton,2011-2015,23827,1579,6.6,1.2
2387,Northampton,Hampshire County,MA,Northampton,2012-2016,23813,1445,6.1,1.1
2754,Northampton,Hampshire County,MA,Northampton,2013-2017,23733,1335,5.6,1.1
682,Northborough,Worcester County,MA,Northborough,2006-2010,10136,753,7.4,1.3
683,Northborough,Worcester County,MA,Northborough,2007-2011,10330,741,7.2,1.4
684,Northborough,Worcester County,MA,Northborough,2008-2012,10634,707,6.6,1.2
1440,Northborough,Worcester County,MA,Northborough,2009-2013,10789,800,7.4,1.3
1807,Northborough,Worcester County,MA,Northborough,2010-2014,11075,872,7.9,1.3
2174,Northborough,Worcester County,MA,Northborough,2011-2015,11322,807,7.1,1.3
2541,Northborough,Worcester County,MA,Northborough,2012-2016,11343,762,6.7,1.4
2908,Northborough,Worcester County,MA,Northborough,2013-2017,11488,787,6.9,1.4
685,Northbridge,Worcester County,MA,Northbridge,2006-2010,11229,1313,11.7,2.3
686,Northbridge,Worcester County,MA,Northbridge,2007-2011,11369,1228,10.8,1.9
687,Northbridge,Worcester County,MA,Northbridge,2008-2012,11623,1330,11.4,2
1441,Northbridge,Worcester County,MA,Northbridge,2009-2013,11731,1341,11.4,1.9
1808,Northbridge,Worcester County,MA,Northbridge,2010-2014,12000,1172,9.8,2
2175,Northbridge,Worcester County,MA,Northbridge,2011-2015,12315,1203,9.8,1.8
2542,Northbridge,Worcester County,MA,Northbridge,2012-2016,12396,1270,10.2,1.9
2909,Northbridge,Worcester County,MA,Northbridge,2013-2017,12554,1064,8.5,1.6
688,Northfield,Franklin County,MA,Northfield,2006-2010,2396,274,11.4,2.4
689,Northfield,Franklin County,MA,Northfield,2007-2011,2443,275,11.3,2.8
690,Northfield,Franklin County,MA,Northfield,2008-2012,2437,247,10.1,2.3
1243,Northfield,Franklin County,MA,Northfield,2009-2013,2417,241,10,2.4
1610,Northfield,Franklin County,MA,Northfield,2010-2014,2362,229,9.7,2.9
1977,Northfield,Franklin County,MA,Northfield,2011-2015,2353,251,10.7,2.4
2344,Northfield,Franklin County,MA,Northfield,2012-2016,2368,279,11.8,2.8
2711,Northfield,Franklin County,MA,Northfield,2013-2017,2343,264,11.3,3.2
691,Norton,Bristol County,MA,Norton,2006-2010,14374,1073,7.5,1.7
692,Norton,Bristol County,MA,Norton,2007-2011,14638,1053,7.2,1.3
693,Norton,Bristol County,MA,Norton,2008-2012,14801,912,6.2,1.3
1177,Norton,Bristol County,MA,Norton,2009-2013,15181,1083,7.1,1.3
1544,Norton,Bristol County,MA,Norton,2010-2014,15321,1060,6.9,1.3
1911,Norton,Bristol County,MA,Norton,2011-2015,15332,1069,7,1.3
2278,Norton,Bristol County,MA,Norton,2012-2016,15501,1040,6.7,1.3
2645,Norton,Bristol County,MA,Norton,2013-2017,15929,1112,7,1.3
694,Norwell,Plymouth County,MA,Norwell,2006-2010,7282,721,9.9,1.9
695,Norwell,Plymouth County,MA,Norwell,2007-2011,7344,655,8.9,1.6
696,Norwell,Plymouth County,MA,Norwell,2008-2012,7405,654,8.8,1.6
1395,Norwell,Plymouth County,MA,Norwell,2009-2013,7650,676,8.8,1.6
1762,Norwell,Plymouth County,MA,Norwell,2010-2014,7663,586,7.6,1.4
2129,Norwell,Plymouth County,MA,Norwell,2011-2015,7735,651,8.4,1.5
2496,Norwell,Plymouth County,MA,Norwell,2012-2016,7865,689,8.8,1.5
2863,Norwell,Plymouth County,MA,Norwell,2013-2017,7838,651,8.3,1.7
697,Norwood,Norfolk County,MA,Norwood,2006-2010,22501,2236,9.9,1.4
698,Norwood,Norfolk County,MA,Norwood,2007-2011,22663,2274,10,1.5
699,Norwood,Norfolk County,MA,Norwood,2008-2012,22690,1995,8.8,1.2
1367,Norwood,Norfolk County,MA,Norwood,2009-2013,22592,1772,7.8,1
1734,Norwood,Norfolk County,MA,Norwood,2010-2014,22716,1626,7.2,0.9
2101,Norwood,Norfolk County,MA,Norwood,2011-2015,22971,1410,6.1,1
2468,Norwood,Norfolk County,MA,Norwood,2012-2016,23229,1479,6.4,0.8
2835,Norwood,Norfolk County,MA,Norwood,2013-2017,23273,1561,6.7,0.9
700,Oak Bluffs,Dukes County,MA,Oak Bluffs,2006-2010,3377,396,11.7,3.5
701,Oak Bluffs,Dukes County,MA,Oak Bluffs,2007-2011,3233,357,11,3.1
702,Oak Bluffs,Dukes County,MA,Oak Bluffs,2008-2012,3543,448,12.6,3.2
1189,Oak Bluffs,Dukes County,MA,Oak Bluffs,2009-2013,3588,284,7.9,2.3
1556,Oak Bluffs,Dukes County,MA,Oak Bluffs,2010-2014,3565,225,6.3,2.8
1923,Oak Bluffs,Dukes County,MA,Oak Bluffs,2011-2015,3559,166,4.7,2.6
2290,Oak Bluffs,Dukes County,MA,Oak Bluffs,2012-2016,3565,67,1.9,1.8
2657,Oak Bluffs,Dukes County,MA,Oak Bluffs,2013-2017,3460,109,3.2,3.4
703,Oakham,Worcester County,MA,Oakham,2006-2010,1412,154,10.9,2.3
704,Oakham,Worcester County,MA,Oakham,2007-2011,1412,149,10.6,2.5
705,Oakham,Worcester County,MA,Oakham,2008-2012,1400,141,10.1,2
1443,Oakham,Worcester County,MA,Oakham,2009-2013,1433,139,9.7,1.8
1810,Oakham,Worcester County,MA,Oakham,2010-2014,1407,119,8.5,2.1
2177,Oakham,Worcester County,MA,Oakham,2011-2015,1426,105,7.4,1.8
2544,Oakham,Worcester County,MA,Oakham,2012-2016,1451,103,7.1,1.6
2911,Oakham,Worcester County,MA,Oakham,2013-2017,1510,107,7.1,1.6
706,Orange,Franklin County,MA,Orange,2006-2010,6015,958,15.9,3
707,Orange,Franklin County,MA,Orange,2007-2011,5986,924,15.4,2.8
708,Orange,Franklin County,MA,Orange,2008-2012,5915,968,16.4,3.1
1244,Orange,Franklin County,MA,Orange,2009-2013,5918,865,14.6,3.1
1611,Orange,Franklin County,MA,Orange,2010-2014,6031,915,15.2,3
1978,Orange,Franklin County,MA,Orange,2011-2015,6064,875,14.4,2.8
2345,Orange,Franklin County,MA,Orange,2012-2016,6136,761,12.4,2.5
2712,Orange,Franklin County,MA,Orange,2013-2017,6175,690,11.2,2.2
709,Orleans,Barnstable County,MA,Orleans,2006-2010,5339,984,18.4,3.4
710,Orleans,Barnstable County,MA,Orleans,2007-2011,5329,860,16.1,2.9
711,Orleans,Barnstable County,MA,Orleans,2008-2012,5357,859,16,2.8
1127,Orleans,Barnstable County,MA,Orleans,2009-2013,5375,712,13.2,2.9
1494,Orleans,Barnstable County,MA,Orleans,2010-2014,5377,677,12.6,2.8
1861,Orleans,Barnstable County,MA,Orleans,2011-2015,5249,590,11.2,2.2
2228,Orleans,Barnstable County,MA,Orleans,2012-2016,5155,500,9.7,1.9
2595,Orleans,Barnstable County,MA,Orleans,2013-2017,5066,445,8.8,2
712,Otis,Berkshire County,MA,Otis,2006-2010,1051,140,13.3,4
713,Otis,Berkshire County,MA,Otis,2007-2011,1096,162,14.8,3.4
714,Otis,Berkshire County,MA,Otis,2008-2012,1088,139,12.8,3.6
1152,Otis,Berkshire County,MA,Otis,2009-2013,1196,167,14,3.8
1519,Otis,Berkshire County,MA,Otis,2010-2014,1211,152,12.6,4.2
1886,Otis,Berkshire County,MA,Otis,2011-2015,1285,162,12.6,3.6
2253,Otis,Berkshire County,MA,Otis,2012-2016,1330,156,11.7,3.7
2620,Otis,Berkshire County,MA,Otis,2013-2017,1406,172,12.2,3.5
715,Oxford,Worcester County,MA,Oxford,2006-2010,10427,1024,9.8,1.8
716,Oxford,Worcester County,MA,Oxford,2007-2011,10501,1073,10.2,2
717,Oxford,Worcester County,MA,Oxford,2008-2012,10407,1009,9.7,1.8
1444,Oxford,Worcester County,MA,Oxford,2009-2013,10381,957,9.2,1.8
1811,Oxford,Worcester County,MA,Oxford,2010-2014,10509,1047,10,2.1
2178,Oxford,Worcester County,MA,Oxford,2011-2015,10308,1112,10.8,2.2
2545,Oxford,Worcester County,MA,Oxford,2012-2016,10350,1102,10.6,2.3
2912,Oxford,Worcester County,MA,Oxford,2013-2017,10544,946,9,2.5
718,Palmer,Hampden County,MA,Palmer,2006-2010,9603,1331,13.9,2
719,Palmer,Hampden County,MA,Palmer,2007-2011,9454,1257,13.3,2.1
720,Palmer,Hampden County,MA,Palmer,2008-2012,9592,1189,12.4,2.4
1266,Palmer,Hampden County,MA,Palmer,2009-2013,9605,1227,12.8,2.4
1633,Palmer,Hampden County,MA,Palmer,2010-2014,9602,1047,10.9,2.4
2000,Palmer,Hampden County,MA,Palmer,2011-2015,9697,987,10.2,2.4
2367,Palmer,Hampden County,MA,Palmer,2012-2016,9654,917,9.5,2.2
2734,Palmer,Hampden County,MA,Palmer,2013-2017,10030,880,8.8,2
721,Paxton,Worcester County,MA,Paxton,2006-2010,3587,483,13.5,3.1
722,Paxton,Worcester County,MA,Paxton,2007-2011,3701,476,12.9,3.1
723,Paxton,Worcester County,MA,Paxton,2008-2012,3762,364,9.7,2.3
1445,Paxton,Worcester County,MA,Paxton,2009-2013,3805,355,9.3,2.4
1812,Paxton,Worcester County,MA,Paxton,2010-2014,3862,222,5.7,1.8
2179,Paxton,Worcester County,MA,Paxton,2011-2015,3880,272,7,1.9
2546,Paxton,Worcester County,MA,Paxton,2012-2016,3895,230,5.9,1.8
2913,Paxton,Worcester County,MA,Paxton,2013-2017,3944,221,5.6,1.9
724,Peabody,Essex County,MA,Peabody,2006-2010,40241,4186,10.4,0.9
725,Peabody,Essex County,MA,Peabody,2007-2011,40641,4008,9.9,0.8
726,Peabody,Essex County,MA,Peabody,2008-2012,40957,3862,9.4,0.9
1216,Peabody,Essex County,MA,Peabody,2009-2013,41839,3747,9,0.9
1583,Peabody,Essex County,MA,Peabody,2010-2014,42100,3658,8.7,1
1950,Peabody,Essex County,MA,Peabody,2011-2015,42532,3441,8.1,0.9
2317,Peabody,Essex County,MA,Peabody,2012-2016,42731,3245,7.6,0.9
2684,Peabody,Essex County,MA,Peabody,2013-2017,43407,3007,6.9,0.8
727,Pelham,Hampshire County,MA,Pelham,2006-2010,998,84,8.4,2.4
728,Pelham,Hampshire County,MA,Pelham,2007-2011,1036,69,6.7,1.9
729,Pelham,Hampshire County,MA,Pelham,2008-2012,1046,77,7.4,1.8
1287,Pelham,Hampshire County,MA,Pelham,2009-2013,1081,97,9,3.1
1654,Pelham,Hampshire County,MA,Pelham,2010-2014,1094,115,10.5,3.5
2021,Pelham,Hampshire County,MA,Pelham,2011-2015,1058,102,9.6,2.6
2388,Pelham,Hampshire County,MA,Pelham,2012-2016,1046,118,11.3,2.8
2755,Pelham,Hampshire County,MA,Pelham,2013-2017,1045,101,9.7,2.2
730,Pembroke,Plymouth County,MA,Pembroke,2006-2010,12810,1311,10.2,1.5
731,Pembroke,Plymouth County,MA,Pembroke,2007-2011,12949,1292,10,1.6
732,Pembroke,Plymouth County,MA,Pembroke,2008-2012,13113,1146,8.7,1.8
1396,Pembroke,Plymouth County,MA,Pembroke,2009-2013,13189,1069,8.1,1.5
1763,Pembroke,Plymouth County,MA,Pembroke,2010-2014,13411,1089,8.1,1.4
2130,Pembroke,Plymouth County,MA,Pembroke,2011-2015,13656,1097,8,1.6
2497,Pembroke,Plymouth County,MA,Pembroke,2012-2016,13830,1131,8.2,1.6
2864,Pembroke,Plymouth County,MA,Pembroke,2013-2017,13976,1142,8.2,1.5
733,Pepperell,Middlesex County,MA,Pepperell,2006-2010,8328,770,9.2,1.7
734,Pepperell,Middlesex County,MA,Pepperell,2007-2011,8597,767,8.9,1.5
735,Pepperell,Middlesex County,MA,Pepperell,2008-2012,8797,809,9.2,1.5
1329,Pepperell,Middlesex County,MA,Pepperell,2009-2013,8851,807,9.1,1.9
1696,Pepperell,Middlesex County,MA,Pepperell,2010-2014,8788,741,8.4,1.7
2063,Pepperell,Middlesex County,MA,Pepperell,2011-2015,8896,799,9,1.6
2430,Pepperell,Middlesex County,MA,Pepperell,2012-2016,9042,812,9,1.6
2797,Pepperell,Middlesex County,MA,Pepperell,2013-2017,9169,746,8.1,1.7
736,Peru,Berkshire County,MA,Peru,2006-2010,658,66,10,3.8
737,Peru,Berkshire County,MA,Peru,2007-2011,696,60,8.6,2.8
738,Peru,Berkshire County,MA,Peru,2008-2012,713,40,5.6,1.9
1153,Peru,Berkshire County,MA,Peru,2009-2013,691,34,4.9,1.6
1520,Peru,Berkshire County,MA,Peru,2010-2014,716,42,5.9,2.5
1887,Peru,Berkshire County,MA,Peru,2011-2015,723,46,6.4,2.5
2254,Peru,Berkshire County,MA,Peru,2012-2016,677,43,6.4,2.4
2621,Peru,Berkshire County,MA,Peru,2013-2017,680,47,6.9,2.7
739,Petersham,Worcester County,MA,Petersham,2006-2010,1093,98,9,2.7
740,Petersham,Worcester County,MA,Petersham,2007-2011,1028,108,10.5,3.1
741,Petersham,Worcester County,MA,Petersham,2008-2012,1015,90,8.9,2.6
1446,Petersham,Worcester County,MA,Petersham,2009-2013,1009,101,10,3
1813,Petersham,Worcester County,MA,Petersham,2010-2014,1058,118,11.2,2.9
2180,Petersham,Worcester County,MA,Petersham,2011-2015,984,108,11,2.4
2547,Petersham,Worcester County,MA,Petersham,2012-2016,1029,99,9.6,2.2
2914,Petersham,Worcester County,MA,Petersham,2013-2017,1053,96,9.1,3
742,Phillipston,Worcester County,MA,Phillipston,2006-2010,1361,148,10.9,2.4
743,Phillipston,Worcester County,MA,Phillipston,2007-2011,1445,140,9.7,2.2
744,Phillipston,Worcester County,MA,Phillipston,2008-2012,1468,149,10.1,2.7
1447,Phillipston,Worcester County,MA,Phillipston,2009-2013,1360,136,10,2.4
1814,Phillipston,Worcester County,MA,Phillipston,2010-2014,1305,128,9.8,2.9
2181,Phillipston,Worcester County,MA,Phillipston,2011-2015,1405,141,10,2.5
2548,Phillipston,Worcester County,MA,Phillipston,2012-2016,1292,149,11.5,2.8
2915,Phillipston,Worcester County,MA,Phillipston,2013-2017,1336,137,10.3,2.4
745,Pittsfield,Berkshire County,MA,Pittsfield,2006-2010,35287,3726,10.6,0.9
746,Pittsfield,Berkshire County,MA,Pittsfield,2007-2011,35230,3412,9.7,0.9
747,Pittsfield,Berkshire County,MA,Pittsfield,2008-2012,35180,3389,9.6,0.9
1154,Pittsfield,Berkshire County,MA,Pittsfield,2009-2013,35493,3084,8.7,0.9
1521,Pittsfield,Berkshire County,MA,Pittsfield,2010-2014,35420,3131,8.8,0.9
1888,Pittsfield,Berkshire County,MA,Pittsfield,2011-2015,35166,3183,9.1,0.9
2255,Pittsfield,Berkshire County,MA,Pittsfield,2012-2016,35111,3100,8.8,1
2622,Pittsfield,Berkshire County,MA,Pittsfield,2013-2017,35136,2957,8.4,0.9
748,Plainfield,Hampshire County,MA,Plainfield,2006-2010,516,62,12,3.8
749,Plainfield,Hampshire County,MA,Plainfield,2007-2011,505,73,14.5,3.5
750,Plainfield,Hampshire County,MA,Plainfield,2008-2012,455,52,11.4,3
1288,Plainfield,Hampshire County,MA,Plainfield,2009-2013,508,53,10.4,3
1655,Plainfield,Hampshire County,MA,Plainfield,2010-2014,496,51,10.3,2.8
2022,Plainfield,Hampshire County,MA,Plainfield,2011-2015,493,46,9.3,2.4
2389,Plainfield,Hampshire County,MA,Plainfield,2012-2016,490,33,6.7,2.4
2756,Plainfield,Hampshire County,MA,Plainfield,2013-2017,544,38,7,3
751,Plainville,Norfolk County,MA,Plainville,2006-2010,6130,653,10.7,3.1
752,Plainville,Norfolk County,MA,Plainville,2007-2011,6206,571,9.2,3.2
753,Plainville,Norfolk County,MA,Plainville,2008-2012,6342,541,8.5,3.5
1368,Plainville,Norfolk County,MA,Plainville,2009-2013,6538,420,6.4,2.1
1735,Plainville,Norfolk County,MA,Plainville,2010-2014,6763,374,5.5,2
2102,Plainville,Norfolk County,MA,Plainville,2011-2015,6896,411,6,2
2469,Plainville,Norfolk County,MA,Plainville,2012-2016,7054,406,5.8,2
2836,Plainville,Norfolk County,MA,Plainville,2013-2017,7068,365,5.2,2.3
754,Plymouth,Plymouth County,MA,Plymouth,2006-2010,43203,4780,11.1,0.8
755,Plymouth,Plymouth County,MA,Plymouth,2007-2011,42952,4667,10.9,1
756,Plymouth,Plymouth County,MA,Plymouth,2008-2012,44201,4907,11.1,1
1397,Plymouth,Plymouth County,MA,Plymouth,2009-2013,44714,4640,10.4,1
1764,Plymouth,Plymouth County,MA,Plymouth,2010-2014,45449,4504,9.9,0.9
2131,Plymouth,Plymouth County,MA,Plymouth,2011-2015,46108,4595,10,1
2498,Plymouth,Plymouth County,MA,Plymouth,2012-2016,46763,4614,9.9,1
2865,Plymouth,Plymouth County,MA,Plymouth,2013-2017,47468,4379,9.2,0.9
760,Plympton,Plymouth County,MA,Plympton,2006-2010,2160,257,11.9,2.7
761,Plympton,Plymouth County,MA,Plympton,2007-2011,2233,287,12.9,3.5
762,Plympton,Plymouth County,MA,Plympton,2008-2012,2269,245,10.8,3.1
1398,Plympton,Plymouth County,MA,Plympton,2009-2013,2240,240,10.7,2.1
1765,Plympton,Plymouth County,MA,Plympton,2010-2014,2305,274,11.9,2.3
2132,Plympton,Plymouth County,MA,Plympton,2011-2015,2334,266,11.4,2
2499,Plympton,Plymouth County,MA,Plympton,2012-2016,2383,235,9.9,2.3
2866,Plympton,Plymouth County,MA,Plympton,2013-2017,2354,220,9.3,2
763,Princeton,Worcester County,MA,Princeton,2006-2010,2547,276,10.8,4
764,Princeton,Worcester County,MA,Princeton,2007-2011,2515,185,7.4,2.6
765,Princeton,Worcester County,MA,Princeton,2008-2012,2493,168,6.7,2.3
1448,Princeton,Worcester County,MA,Princeton,2009-2013,2502,187,7.5,2.8
1815,Princeton,Worcester County,MA,Princeton,2010-2014,2599,173,6.7,1.9
2182,Princeton,Worcester County,MA,Princeton,2011-2015,2628,135,5.1,1.8
2549,Princeton,Worcester County,MA,Princeton,2012-2016,2641,125,4.7,2
2916,Princeton,Worcester County,MA,Princeton,2013-2017,2782,130,4.7,1.8
766,Provincetown,Barnstable County,MA,Provincetown,2006-2010,2893,263,9.1,3.3
767,Provincetown,Barnstable County,MA,Provincetown,2007-2011,2803,256,9.1,3.6
768,Provincetown,Barnstable County,MA,Provincetown,2008-2012,2807,249,8.9,3.4
1128,Provincetown,Barnstable County,MA,Provincetown,2009-2013,2802,243,8.7,3
1495,Provincetown,Barnstable County,MA,Provincetown,2010-2014,2820,260,9.2,3
1862,Provincetown,Barnstable County,MA,Provincetown,2011-2015,2799,252,9,2.6
2229,Provincetown,Barnstable County,MA,Provincetown,2012-2016,2771,212,7.7,2.5
