Org Name,Org Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Blackstone-Millville: Frederick W. Hartnett Middle School,06220405,Public School,Principal,Justin Cameron,35 Federal Street,,Blackstone,MA,01504,508-876-0190,508-876-0198,"06,07,08"
Blackstone-Millville: John F Kennedy Elementary,06220008,Public School,Principal,Varsha Desai,200 Lincoln Street,,Blackstone,MA,01504,508-876-0118,508-876-0158,"K,01,02"
Blackstone-Millville: Millville Elementary,06220010,Public School,Principal,Paul Haughey,122 Berthelette Way,,Millville,MA,01529,508-876-0177,508-883-0339,"PK,K,01,02,03,04,05"
Blue Hills Regional Vocational Technical: Blue Hills Regional Vocational Technical,08060605,Public School,Principal,Jill Rossetti,800 Randolph Street,,Canton,MA,02021,781-828-5800,781-828-3872,"09,10,11,12"
Boston: Another Course To College,00350541,Public School,Principal,Michele Pellam,20 Warren Street,,Brighton,MA,02135,617-635-8865,617-635-8866,"09,10,11,12"
Boston: Baldwin Early Learning Center,00350003,Public School,Principal,Tavia Mead,121 Corey Road,,Brighton,MA,02135,617-635-8409,617-635-9544,"PK,K,01"
Boston: Beethoven,00350021,Public School,Principal,Edward Puliafico,5125 Washington Street,,West Roxbury,MA,02132,617-635-8149,617-635-8155,"PK,K,01,02,03"
Boston: Blackstone,00350390,Public School,Principal,Danielle Morrissey,380 Shawmut Avenue,,Boston,MA,02118,617-635-8471,617-635-7975,"PK,K,01,02,03,04,05"
Boston: Boston Adult Academy,00350548,Public School,Principal,Benjamin Helfat,20 Church St,,Back Bay,MA,02116,617-635-1542,617-635-6362,"11,12"
Boston: Boston Arts Academy,00350546,Public School,Principal,Anne Clark,174 Ipswich Street,,Boston,MA,02215,617-635-6470,617-635-8854,"09,10,11,12"
Boston: Boston Community Leadership Academy,00350558,Public School,Principal,Brett Dickens,655 Metropolitan Ave,,Hyde Park,MA,02136,617-635-8937,617-635-8942,"09,10,11,12"
Boston: Boston International High School,00350507,Public School,Principal,Tony King,100 Maxwell St,,Dorchester,MA,02124,617-635-9373,617-635-8224,"09,10,11,12"
Boston: Boston Latin,00350560,Public School,Principal,Lynne Mooney Teta,78 Avenue Louis Pasteur,,Boston,MA,02115,617-635-8895,617-635-7883,"07,08,09,10,11,12"
Boston: Boston Latin Academy,00350545,Public School,Principal,Troy Henninger,205 Townsend Street,,Dorchester,MA,02121,617-635-9957,617-635-6696,"07,08,09,10,11,12"
Boston: Boston Middle School Academy,00350413,Public School,Principal,Yvonne Vest,215 Dorchester Street,,South Boston,MA,02127,617-635-1534,617-635-1539,"06,07,08"
Boston: Boston Teachers Union School,00350012,Public School,Principal,Lindsay Chaves,25 Walk Hill Street,,Jamaica Plain,MA,02130,617-635-7717,617-635-9289,"PK,K,01,02,03,04,05,06,07,08"
Boston: Brighton High,00350505,Public School,Principal,Emily Bozeman,25 Warren Street,,Brighton,MA,02135,617-635-9873,617-635-9892,"09,10,11,12"
Boston: Carter Developmental Center,00350036,Public School,Principal,Mark O'connor,396 Northampton Street,,Boston,MA,02118,617-635-9832,617-635-7935,"06,08,09,10,11,12"
Boston: Charles H Taylor,00350054,Public School,Principal,Jennifer Marks,1060 Morton Street,,Mattapan,MA,02126,617-635-8731,617-635-6877,"PK,K,01,02,03,04,05"
Boston: Charles Sumner,00350052,Public School,Principal,Catherine MacCuish,15 Basile Street,,Roslindale,MA,02131,617-635-8131,617-635-8136,"PK,K,01,02,03,04,05"
Boston: Charlestown High,00350515,Public School,Principal,William Thomas,240 Medford Street,,Charlestown,MA,02129,617-635-9914,617-635-9928,"09,10,11,12"
Boston: Clarence R Edwards Middle,00350430,Public School,Principal,Robert Rametti,28 Walker Street,,Charlestown,MA,02129,617-635-8516,617-635-8522,"06,07,08"
Boston: Community Academy,00350518,Public School,Principal,Jennifer Levine,25 Glen Road,,Jamaica Plain,MA,02130,617-635-8950,617-635-8948,"09,10,11,12"
Boston: Community Academy of Science and Health,00350581,Public School,Principal,Tanya Freeman-Wisdom,11 Charles Street,,Dorchester,MA,02122,617-635-8950,617-635-8948,"09,10,11,12"
Boston: Curley K-8 School,00350020,Public School,Principal,Katherine Grassa,493 Centre St.,,Jamaica Plain,MA,02130,617-635-8176,617-635-8184,"PK,K,01,02,03,04,05,06,07,08"
Boston: Curtis Guild,00350062,Public School,Principal,Karen McCarthy,195 Leyden Street,,East Boston,MA,02128,617-635-8523,617-635-8526,"PK,K,01,02,03,04,05"
Boston: Dante Alighieri Montessori School,00350066,Public School,Principal,Glenda Colon,37 Grove Street,,East Boston,MA,02128,617-635-8529,617-635-7691,"PK,K,01,02,03,04,05"
Boston: David A Ellis,00350072,Public School,Principal,Cynthia Jacobs,302 Walnut Avenue,,Roxbury,MA,02119,617-635-8257,617-635-8262,"PK,K,01,02,03,04,05"
Boston: Dearborn,00350074,Public School,Principal,Lisa Gilbert-Smith,60 Washington St,,Dorchester,MA,02121,617-635-8412,617-635-8419,"06,07,08,09,10,11"
Boston: Dennis C Haley,00350077,Public School,Principal,Kathleen Sullivan,570 American Legion Highway,,Roslindale,MA,02131,617-635-8169,617-635-8173,"PK,K,01,02,03,04,05,06,07,08"
Boston: Donald Mckay,00350080,Public School,Principal,Jordan Weymer,122 Cottage Street,,East Boston,MA,02128,617-635-8510,617-635-8515,"K,01,02,03,04,05,06,07,08"
Boston: Dorchester Academy,00350651,Public School,Principal,Melissa Malone sanjeh,11 Charles St,,Dorchester,MA,02125,617-635-9730,617-635-8847,"09,10,11,12"
Boston: Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,Public School,Principal,Natalie Ake,108 Babson Street,,Mattapan,MA,02126,617-635-7680,617-635-6491,"PK,K,01,02,03"
Boston: Dr. William Henderson Lower,00350266,Public School,Principal,Patricia Lampron,1669 Dorchester Avenue,,Dorchester,MA,02122,617-635-8725,617-635-8728,"PK,K,01,02,03"
Boston: Dr. William Henderson Upper,00350426,Public School,Principal,Patricia Lampron,18 Croftland Av,,Dorchester,MA,02124,617-635-6365,617-635-6367,"05,06,07,08,09,10,11"
Boston: ELC - West Zone,00350006,Public School,Principal,Jean Larrabee,200 Heath Street,,Jamaica Plain,MA,02130,617-635-8275,617-635-9370,"PK,K,01"
Boston: East Boston Early Childhood Center,00350009,Public School,Principal,Olga Frechon,135 Grove Street,,East Boston,MA,02128,617-635-6456,617-635-8864,"PK,K,01"
Boston: East Boston High,00350530,Public School,Principal,Phillip Brangiforte,86 White Street,,East Boston,MA,02128,617-635-9896,617-635-9726,"09,10,11,12"
Boston: Edison K-8,00350375,Public School,Principal,Samantha Varano,60 Glenmont Road,,Brighton,MA,02135,617-635-8436,617-635-8446,"PK,K,01,02,03,04,05,06,07,08"
Boston: Edward Everett,00350088,Public School,Principal,Karen Cahill,71 Pleasant Street,,Dorchester,MA,02125,617-635-8778,617-635-8780,"PK,K,01,02,03,04,05"
Boston: Elihu Greenwood Leadership Academy,00350094,Public School,Principal,Corbett Coutts,612 Metropolitan Avenue,,Hyde Park,MA,02136,617-635-8665,617-635-8671,"K,01,02,03,04,05"
Boston: Eliot Elementary,00350096,Public School,Principal,Traci Griffith,16 Charter Street,,Boston,MA,02113,617-635-8545,617-635-8550,"PK,K,01,02,03,04,05,06,07,08"
Boston: Ellis Mendell,00350100,Public School,Principal,Julia Bott,164 School Street,,Roxbury,MA,02119,617-635-8234,617-635-8238,"PK,K,01,02,03,04,05"
Boston: Excel High School,00350522,Public School,Principal,Stephanie Sibley,95 G. Street,South Boston Education Complex,South Boston,MA,02127,617-635-9870,617-635-9711,"09,10,11,12"
Boston: Fenway High School,00350540,Public School,Principal,Peggy Kemp,67 Alleghany St,,Roxbury,MA,02120,617-635-9911,617-635-9204,"09,10,11,12"
Boston: Franklin D Roosevelt,00350116,Public School,Principal,Lynda-lee Sheridan,95 Needham Road,,Hyde Park,MA,02136,617-635-8676,617-635-8679,"PK,K,01,02,03,04,05,06,07,08"
Boston: Gardner Pilot Academy,00350326,Public School,Principal,Erica Herman,30 Athol Street,,Allston,MA,02134,617-635-8365,617-635-7812,"PK,K,01,02,03,04,05,06,07,08"
Boston: George H Conley,00350122,Public School,Principal,Joseph Foley,450 Poplar Street,,Roslindale,MA,02131,617-635-8099,617-635-6417,"PK,K,01,02,03,04,05"
Boston: Greater Egleston Community High School,00350543,Public School,Principal,Julie Coles,80 School St,,Roxbury,MA,02119,617-635-6429,617-635-6469,"09,10,11,12"
Boston: Harvard-Kent,00350200,Public School,Principal,Jason Gallagher,50 Bunker Hill Street,,Charlestown,MA,02129,617-635-8358,617-635-8364,"PK,K,01,02,03,04,05"
Boston: Haynes Early Education Center,00350010,Public School,Principal,Donette Wilson-Wood,263 Blue Hill Avenue,,Roxbury,MA,02119,617-635-6446,617-635-9795,"PK,K,01"
Boston: Henry Grew,00350135,Public School,Principal,Christine Connolly,40 Gordon Avenue,,Hyde Park,MA,02136,617-635-8715,617-635-8718,"PK,K,01,02,03,04,05"
Boston: Higginson,00350015,Public School,Principal,Marie Mullen,160 Harrishof Street,,Roxbury,MA,02119,617-635-8247,617-635-8252,"PK,K,01,02"
Boston: Higginson/Lewis K-8,00350377,Public School,Principal,Darlene Ratliff,131 Walnut Avenue,,Roxbury,MA,02119,617-635-8137,617-635-6341,"PK,K,01,02,03,04,05,06,07,08"
Boston: Horace Mann School for the Deaf,00350750,Public School,Principal,Jeremiah Ford,40 Armington Street,,Allston,MA,02134,617-635-8534,617-635-6379,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12"
Boston: Hugh Roe O'Donnell,00350141,Public School,Principal,C. Sura O'Mard,33 Trenton Street,,East Boston,MA,02128,617-635-8454,617-635-8459,"PK,K,01,02,03,04,05"
Boston: Jackson Mann,00350013,Public School,Principal,Andy Tuite,40 Armington Street,,Allston,MA,02134,617-635-8532,617-635-6379,"PK,K,01,02,03,04,05,06,07,08"
Boston: James Condon Elementary,00350146,Public School,Principal,Robert Chisholm,200 D Street,,South Boston,MA,02127,617-635-8608,617-635-8611,"PK,K,01,02,03,04,05,06"
Boston: James J Chittick,00350154,Public School,Principal,Michelle Burnett-Herndon,154 Ruskindale Road,,Mattapan,MA,02126,617-635-8652,617-635-6925,"PK,K,01,02,03,04,05"
Boston: James Otis,00350156,Public School,Principal,Paula Cerqueira-Goncalve,218 Marion Street,,East Boston,MA,02128,617-635-8372,617-635-8376,"PK,K,01,02,03,04,05"
Boston: James P Timilty Middle,00350485,Public School,Principal,Renee Mccall,205 Roxbury Street,,Roxbury,MA,02119,617-635-8109,617-635-8115,"06,07,08"
Boston: James W Hennigan,00350153,Public School,Principal,Maria Cordon,200 Heath Street,,Jamaica Plain,MA,02130,617-635-8264,617-635-8271,"K,01,02,03,04,05,06,07"
Boston: Jeremiah E Burke High,00350525,Public School,Principal,Lindsa McIntyre,60 Washington Street,,Dorchester,MA,02121,617-635-9837,617-635-9852,"09,10,11,12"
Boston: John D Philbrick,00350172,Public School,Principal,Amy Sprott,40 Philbrick Street,,Roslindale,MA,02131,617-635-8069,617-635-7927,"PK,K,01,02,03,04,05"
Boston: John F Kennedy,00350166,Public School,Principal,Waleska Landing-Rivera,7 Bolster Street,,Jamaica Plain,MA,02130,617-635-8127,617-635-8130,"PK,K,01,02,03,04,05"
Boston: John W McCormack,00350179,Public School,Principal,Michael Sabin,315 Mt Vernon Street,,Dorchester,MA,02125,617-635-8657,617-635-9788,"06,07,08"
Boston: John Winthrop,00350180,Public School,Principal,Leah Blake,35 Brookford Street,,Dorchester,MA,02125,617-635-8379,617-635-9396,"PK,K,01,02,03,04,05"
Boston: Joseph J Hurley,00350182,Public School,Principal,Marjorie Soto,70 Worcester Street,,Boston,MA,02118,617-635-8489,617-635-6868,"PK,K,01,02,03,04,05,06,07,08"
Boston: Joseph Lee,00350183,Public School,Principal,Kimberly Curtis,155 Talbot Avenue,,Dorchester,MA,02124,617-635-8687,617-635-8692,"PK,K,01,02,03,04,05,06,07,08"
Boston: Joseph P Manning,00350184,Public School,Principal,Ethan d'Ablemont Burnes,130 Louders Lane,,Jamaica Plain,MA,02130,617-635-8102,617-635-9348,"PK,K,01,02,03,04,05"
Boston: Joseph P Tynan,00350181,Public School,Principal,Leslie Gant,650 E. Fourth Street,,South Boston,MA,02127,617-635-8641,617-635-9758,"PK,K,01,02,03,04,05"
Boston: Josiah Quincy,00350286,Public School,Principal,Cynthia Soo hoo,885 Washington Street,,Boston,MA,02111,617-635-8497,617-635-7778,"PK,K,01,02,03,04,05"
Boston: Joyce Kilmer,00350190,Public School,Principal,Jenna Cramer,35 Baker Street,,West Roxbury,MA,02132,617-635-8060,617-635-8063,"PK,K,01,02,03,04,05,06,07,08"
Boston: King K-8,00350376,Public School,Principal,Khita Pottinger,77 Lawrence Avenue,,Dorchester,MA,02121,617-635-8212,617-635-9356,"PK,K,01,02,03,04,05,06,07,08"
Boston: Lee Academy,00350001,Public School,Principal,Amelia Gorman,25 Dunbar Avenue,,Dorchester,MA,02124,617-635-8618,617-635-8621,"PK,K,01"
Boston: Lilla G. Frederick Middle School,00350383,Public School,Principal,Pauline Lugira,270 Columbia Road,,Dorchester,MA,02121,617-635-1650,617-635-1637,"06,07,08"
Boston: Lyndon,00350262,Public School,Principal,Kathleen Tunney,20 Mt. Vernon Street,,West Roxbury,MA,02132,617-635-6824,617-635-6828,"PK,K,01,02,03,04,05,06,07,08"
Boston: Lyon K-8,00350004,Public School,Principal,Deborah Rooney,50 Beechcroft Street,,Brighton,MA,02135,617-635-7945,617-635-7949,"K,01,02,03,04,05,06,07,08"
Boston: Lyon Upper 9-12,00350655,Public School,Principal,Jean-Dominique Herve Anoh,95 Beechcroft Street,,Brighton,MA,02135,617-635-8351,617-635-8353,"09,10,11,12"
Boston: Madison Park High,00350537,Public School,Principal,Shawn Shackelford,75 Malcolm X Blvd,,Roxbury,MA,02120,617-635-8970,617-635-9831,"09,10,11,12"
Boston: Manassah E Bradley,00350215,Public School,Principal,Linda Manzo,110 Beachview Road,,East Boston,MA,02128,617-635-8422,617-635-6927,"PK,K,01,02,03,04,05"
Boston: Margarita Muniz Academy,00350549,Public School,Principal,Dania Vazquez,20 Child Street,,Boston,MA,02130,617-470-6907,--,"09,10,11"
Boston: Mario Umana Academy,00350656,Public School,Principal,Claudia Gutierrez,312 Border Street,,East Boston,MA,02128,617-635-8481,617-635-9545,"K,01,02,03,04,05,06,07,08"
Boston: Mather,00350227,Public School,Principal,Rochelle Valdez,1 Parish Street,,Dorchester,MA,02122,617-635-8757,617-635-8762,"PK,K,01,02,03,04,05"
Boston: Mattahunt,00350226,Public School,Principal,Genteen Jean-Michel,100 Hebron Street,,Mattapan,MA,02126,617-635-8792,617-635-8799,"PK,K,01,02,03,04,05"
Boston: Maurice J Tobin,00350229,Public School,Principal,Efrain Toledano,40 Smith St,,Roxbury,MA,02120,617-635-8393,617-635-7900,"PK,K,01,02,03,04,05,06,07,08"
Boston: Michael J Perkins,00350231,Public School,Principal,Craig Martin,50 Burke Street,,South Boston,MA,02127,617-635-8601,617-635-9774,"K,01,02,03,04,05"
Boston: Mildred Avenue K-8,00350378,Public School,Principal,Andrew Rollins,5 Mildred Avenue,,Mattapan,MA,02126,617-635-1642,617-635-1641,"PK,K,01,04,05,06,07,08"
Boston: Mission Hill School,00350382,Public School,Principal,Ayla Gavins,20 Child Street,,Jamaica Plain,MA,02130,617-635-8189,617-635-7835,"PK,K,01,02,03,04,05,06,07,08"
Boston: Mozart,00350237,Public School,Principal,Erin Borthwick,236 Beech Street,,Roslindale,MA,02131,617-635-8082,617-635-8087,"PK,K,01,02,03,04,05"
Boston: Nathan Hale,00350243,Public School,Principal,Sandra Mitchell-Woods,51 Cedar Street,,Roxbury,MA,02119,617-635-8205,617-635-8558,"PK,K,01,02,03,04,05"
Boston: New Mission High School,00350542,Public School,Principal,Naia Wilson,655 Metropolitan Ave,,Hyde Park,MA,02136,617-635-6425,617-635-7698,"09,10,11,12"
Boston: O W Holmes,00350138,Public School,Principal,Yeshi Gaskin,40 School Street,,Dorchester,MA,02124,617-635-8681,617-635-8685,"PK,K,01,02,03,04,05"
Boston: O'Bryant School Math/Science,00350575,Public School,Principal,Nicole Gittens,55 Malcolm X Blvd,,Roxbury,MA,02120,617-635-9932,617-635-7769,"07,08,09,10,11,12"
Boston: Oliver Hazard Perry,00350255,Public School,Principal,Geoffrey Rose,745 E. 7th Street,,South Boston,MA,02127,617-635-8840,617-635-6387,"PK,K,01,02,03,04,05,06,07,08"
Boston: Orchard Gardens,00350257,Public School,Principal,Megan Webb,906 Albany Street,,Roxbury,MA,02119,617-635-1660,617-635-1634,"PK,K,01,02,03,04,05,06,07,08"
Boston: Patrick J Kennedy,00350264,Public School,Principal,Walter Henderson,343 Saratoga Street,,East Boston,MA,02128,617-635-8466,617-635-8469,"PK,K,01,02,03,04,05"
Boston: Paul A Dever,00350268,Public School,Principal,Laura Miceli,325 Mt Vernon Street,,Dorchester,MA,02125,617-635-8694,617-635-8097,"PK,K,01,02,03,04,05"
Boston: Pauline Agassiz Shaw Elementary School,00350014,Public School,Principal,Akosua Osei-Bobie,429 Norfolk Street,,Dorchester,MA,02124,617-635-8777,617-635-8721,"PK,K,01"
Boston: Phineas Bates,00350278,Public School,Principal,Andrew Vega,426 Beech Street,,Roslindale,MA,02131,617-635-8064,617-635-8068,"PK,K,01,02,03,04,05"
Boston: Quincy Upper School,00350565,Public School,Principal,Stephen Cirasuolo,152 Arlington Street,,Boston,MA,02116,617-635-8940,617-635-1524,"06,07,08,09,10,11,12"
Boston: Rafael Hernandez,00350691,Public School,Principal,Ana Tavares,61 School Street,,Roxbury,MA,02119,617-635-8187,617-635-8190,"PK,K,01,02,03,04,05,06,07,08"
Boston: Richard J Murphy,00350240,Public School,Principal,Courtney Sheppeck,1 Worrell Street,,Dorchester,MA,02122,617-635-8781,617-635-8787,"PK,K,01,02,03,04,05,06,07,08"
Boston: Roger Clap,00350298,Public School,Principal,Chi Nguyen,35 Harvest Street,,Dorchester,MA,02125,617-635-8672,617-635-6389,"PK,K,01,02,03,04,05"
Boston: Samuel Adams,00350302,Public School,Principal,Hannah Irvin,165 Webster Street,,East Boston,MA,02128,617-635-8383,617-635-7822,"PK,K,01,02,03,04,05"
Boston: Samuel W Mason,00350304,Public School,Principal,Lauretta Lewis-medley,150 Norfolk Avenue,,Roxbury,MA,02119,617-635-8405,617-635-8406,"PK,K,01,02,03,04,05"
Boston: Sarah Greenwood,00350308,Public School,Principal,Alexander Mathews,189 Glenway Street,,Dorchester,MA,02121,617-635-8710,617-635-8713,"PK,K,01,02,03,04,05,06,07,08"
Boston: Snowden International School at Copley,00350690,Public School,Principal,Eugene Roundtree,150 Newbury Street,,Boston,MA,02116,617-635-9989,617-635-9996,"09,10,11,12"
Boston: TechBoston Academy,00350657,Public School,Principal,Nora Vernazza,9 Peacevale Road,,Dorchester,MA,02124,617-635-1615,617-635-1622,"06,07,08,09,10,11,12"
Boston: The English High,00350535,Public School,Principal,Ligia Noriega-Murphy,144 McBride Street,,Jamaica Plain,MA,02130,617-635-8979,617-635-8988,"09,10,11,12"
Boston: Thomas J Kenny,00350328,Public School,Principal,Emily Bryan,19 Oakton Avenue,,Dorchester,MA,02122,617-635-8789,617-635-8791,"PK,K,01,02,03,04,05"
Boston: UP Academy Holland,00350167,Public School,Principal,Jabari Peddie,85 Olney Street,,Dorchester,MA,02121,617-635-8832,617-635-8838,"PK,K,01,02,03,04,05"
