"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Assessed_Pct_Change","Total_Assessed_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Harwich","Barnstable","MA",2007,5059750538,0,270633552,32411700,46236960,5409032750,93.54,6.46,5856871967,0,313269607,37517893,53521207,6261180674,93.54,0,5,0.6,0.85,44,6261.18,5856.87,0,313.27,37.52,53.52
"Harwich","Barnstable","MA",2008,4862651347,0,279565583,33621000,51404500,5227242430,93.03,6.97,5420594984,0,311643112,37478694,57302684,5827019474,93.03,0,5.35,0.64,0.98,34,5827.02,5420.59,0,311.64,37.48,57.3
"Harwich","Barnstable","MA",2009,4863309939,0,281477201,34247500,60282580,5239317220,92.82,7.18,5440685889,0,314894394,38313390,67439375,5861333048,92.82,0,5.37,0.65,1.15,34.8,5861.33,5440.69,0,314.89,38.31,67.44
"Harwich","Barnstable","MA",2010,4586390128,0,263347052,32410500,62764060,4944911740,92.75,7.25,5048087351,0,289857357,35673161,69082317,5442700187,92.75,0,5.33,0.66,1.27,25.2,5442.7,5048.09,0,289.86,35.67,69.08
"Harwich","Barnstable","MA",2011,4302286678,0,254909182,30476500,64157150,4651829510,92.49,7.51,4590484170,0,271984796,32518031,68454848,4963441845,92.49,0,5.48,0.66,1.38,14.1,4963.44,4590.48,0,271.98,32.52,68.45
"Harwich","Barnstable","MA",2012,4257186934,0,254536416,22985400,63646450,4598355200,92.58,7.42,4450267274,0,266080654,24027879,66533069,4806908876,92.58,0,5.54,0.5,1.38,10.5,4806.91,4450.27,0,266.08,24.03,66.53
"Harwich","Barnstable","MA",2013,4154166443,0,237620107,18169700,69888320,4479844570,92.73,7.27,4279884380,0,244811227,18719571,72003357,4615418535,92.73,0,5.3,0.41,1.56,6.1,4615.42,4279.88,0,244.81,18.72,72
"Harwich","Barnstable","MA",2014,4205723813,0,239364277,19467100,70368150,4534923340,92.74,7.26,4263834631,0,242671592,19736078,71340432,4597582734,92.74,0,5.28,0.43,1.55,5.7,4597.58,4263.83,0,242.67,19.74,71.34
"Harwich","Barnstable","MA",2015,4362218987,0,245771003,19809600,72314360,4700113950,92.81,7.19,4417248942,0,248871436,20059501,73226615,4759406493,92.81,0,5.23,0.42,1.54,9.4,4759.41,4417.25,0,248.87,20.06,73.23
"Harwich","Barnstable","MA",2016,4461686152,0,251670218,26499900,74153530,4814009800,92.68,7.32,4461686152,0,251670218,26499900,74153530,4814009800,92.68,0,5.23,0.55,1.54,10.7,4814.01,4461.69,0,251.67,26.5,74.15
"Harwich","Barnstable","MA",2017,4617995392,0,259151168,28645900,77454040,4983246500,92.67,7.33,4617995392,0,259151168,28645900,77454040,4983246500,92.67,0,5.2,0.57,1.55,14.6,4983.25,4618,0,259.15,28.65,77.45
"Mashpee","Barnstable","MA",2003,2468612845,2253100,177297815,14054100,72656060,2734873920,90.35,9.65,3220023712,2938912,231264765,18331969,94771538,3567330896,90.26,0.08,6.48,0.51,2.66,0,3567.33,3220.02,2.94,231.26,18.33,94.77
"Mashpee","Barnstable","MA",2004,2541272895,2003800,182264365,14425400,77208320,2817174780,90.28,9.72,3228815689,2545929,231576090,18328200,98097074,3579362983,90.21,0.07,6.47,0.51,2.74,0.3,3579.36,3228.82,2.55,231.58,18.33,98.1
"Mashpee","Barnstable","MA",2005,4086223238,3725000,261041982,20854700,53120300,4424965220,92.43,7.57,5021618949,4577706,320798274,25628643,65280306,5437903879,92.34,0.08,5.9,0.47,1.2,52.4,5437.9,5021.62,4.58,320.8,25.63,65.28
"Mashpee","Barnstable","MA",2006,4356232935,3902600,284557485,22179300,57020850,4723893170,92.3,7.7,5186142847,4646088,338768791,26404699,67883944,5623846369,92.22,0.08,6.02,0.47,1.21,57.6,5623.85,5186.14,4.65,338.77,26.4,67.88
"Mashpee","Barnstable","MA",2007,4759066185,4323700,306096175,20446600,56903230,5146835890,92.55,7.45,5508817306,5004863,354319070,23667791,65867859,5957676889,92.47,0.08,5.95,0.4,1.11,67,5957.68,5508.82,5,354.32,23.67,65.87
"Mashpee","Barnstable","MA",2008,4672336921,3347000,322719949,24260100,59617700,5082281670,92,8,5208443763,3731037,359749036,27043719,66458272,5665425827,91.93,0.07,6.35,0.48,1.17,58.8,5665.43,5208.44,3.73,359.75,27.04,66.46
"Mashpee","Barnstable","MA",2009,4558229119,3287900,335150831,27968700,63310180,4987946730,91.45,8.55,5099385636,3678242,374940199,31289166,70826414,5580119657,91.38,0.07,6.72,0.56,1.27,56.4,5580.12,5099.39,3.68,374.94,31.29,70.83
"Mashpee","Barnstable","MA",2010,4275890499,2825000,318773551,26932600,52279640,4676701290,91.49,8.51,4706330718,3109384,350863465,29643819,57542464,5147489849,91.43,0.06,6.82,0.58,1.12,44.3,5147.49,4706.33,3.11,350.86,29.64,57.54
"Mashpee","Barnstable","MA",2011,4075412867,1836500,295445083,23864300,58112560,4454671310,91.53,8.47,4348412752,1959522,315236077,25462899,62005349,4753076599,91.49,0.04,6.63,0.54,1.3,33.2,4753.08,4348.41,1.96,315.24,25.46,62.01
"Mashpee","Barnstable","MA",2012,4073637011,1796800,293156639,24549700,57299090,4450439240,91.57,8.43,4258392633,1878292,306452457,25663126,59897831,4652284340,91.53,0.04,6.59,0.55,1.29,30.4,4652.28,4258.39,1.88,306.45,25.66,59.9
"Mashpee","Barnstable","MA",2013,4025689935,1797600,284115485,24468200,55294060,4391365280,91.71,8.29,4147519775,1852001,292713699,25208683,56967429,4524261588,91.67,0.04,6.47,0.56,1.26,26.8,4524.26,4147.52,1.85,292.71,25.21,56.97
"Mashpee","Barnstable","MA",2014,4032739047,1818900,288639723,23185500,53957460,4400340630,91.69,8.31,4088459721,1844032,292627881,23505856,54702994,4461140484,91.65,0.04,6.56,0.53,1.23,25.1,4461.14,4088.46,1.84,292.63,23.51,54.7
"Mashpee","Barnstable","MA",2015,4193724080,1715100,301363490,25723600,55757850,4578284120,91.64,8.36,4246628450,1736736,305165229,26048107,56461242,4636039764,91.6,0.04,6.58,0.56,1.22,30,4636.04,4246.63,1.74,305.17,26.05,56.46
"Mashpee","Barnstable","MA",2016,4328487444,1736500,337004226,40014200,58664080,4765906450,90.86,9.14,4328487444,1736500,337004226,40014200,58664080,4765906450,90.82,0.04,7.07,0.84,1.23,33.6,4765.91,4328.49,1.74,337,40.01,58.66
"Mashpee","Barnstable","MA",2017,4516609730,1727800,347787210,37404500,60183760,4963713000,91.03,8.97,4516609730,1727800,347787210,37404500,60183760,4963713000,90.99,0.03,7.01,0.75,1.21,39.1,4963.71,4516.61,1.73,347.79,37.4,60.18
"Orleans","Barnstable","MA",2003,2294011496,0,174331805,10053700,34052130,2512449131,91.31,8.69,2992276180,0,227395943,13113904,44417117,3277203144,91.31,0,6.94,0.4,1.36,0,3277.2,2992.28,0,227.4,13.11,44.42
"Orleans","Barnstable","MA",2004,2879107910,0,198014000,11816000,39452770,3128390680,92.03,7.97,3658052155,0,251586798,15012825,50126739,3974778517,92.03,0,6.33,0.38,1.26,21.3,3974.78,3658.05,0,251.59,15.01,50.13
"Orleans","Barnstable","MA",2005,3084629905,0,214501195,10166600,26837515,3336135215,92.46,7.54,3790746388,0,263603627,12493882,32981011,4099824908,92.46,0,6.43,0.3,0.8,25.1,4099.82,3790.75,0,263.6,12.49,32.98
"Orleans","Barnstable","MA",2006,3562766412,0,216583118,8816300,27043440,3815209270,93.38,6.62,4241512293,0,257844565,10495901,32195510,4542048270,93.38,0,5.68,0.23,0.71,38.6,4542.05,4241.51,0,257.84,10.5,32.2
"Orleans","Barnstable","MA",2007,3568888628,0,239147062,9847100,29306570,3847189360,92.77,7.23,4131137217,0,276822684,11398428,33923575,4453281905,92.77,0,6.22,0.26,0.76,35.9,4453.28,4131.14,0,276.82,11.4,33.92
"Orleans","Barnstable","MA",2008,3640591750,0,244538250,9589900,32727530,3927447430,92.7,7.3,4058315510,0,272596721,10690251,36482707,4378085188,92.7,0,6.23,0.24,0.83,33.6,4378.09,4058.32,0,272.6,10.69,36.48
"Orleans","Barnstable","MA",2009,3593788279,0,242255361,8692400,42480110,3887216150,92.45,7.55,4020445627,0,271016106,9724369,47523382,4348709484,92.45,0,6.23,0.22,1.09,32.7,4348.71,4020.45,0,271.02,9.72,47.52
"Orleans","Barnstable","MA",2010,3493272772,0,238607708,8201500,43779010,3783860990,92.32,7.68,3844929368,0,262627583,9027119,48186103,4164770172,92.32,0,6.31,0.22,1.16,27.1,4164.77,3844.93,0,262.63,9.03,48.19
"Orleans","Barnstable","MA",2011,3321382898,0,233106322,7772700,44633420,3606895340,92.08,7.92,3543872540,0,248721427,8293370,47623281,3848510618,92.08,0,6.46,0.22,1.24,17.4,3848.51,3543.87,0,248.72,8.29,47.62
"Orleans","Barnstable","MA",2012,3318697565,0,230665255,7699300,43318420,3600380540,92.18,7.82,3469213684,0,241126841,8048494,45283082,3763672101,92.18,0,6.41,0.21,1.2,14.8,3763.67,3469.21,0,241.13,8.05,45.28
"Orleans","Barnstable","MA",2013,3270370561,0,229044469,8008600,43596510,3551020140,92.1,7.9,3369342098,0,235976064,8250965,44915875,3658485003,92.1,0,6.45,0.23,1.23,11.6,3658.49,3369.34,0,235.98,8.25,44.92
"Orleans","Barnstable","MA",2014,3307794903,0,233239957,8236700,43238940,3592510500,92.07,7.93,3353498966,0,236462652,8350507,43836376,3642148501,92.07,0,6.49,0.23,1.2,11.1,3642.15,3353.5,0,236.46,8.35,43.84
"Orleans","Barnstable","MA",2015,3329579522,0,233161068,8072900,44024730,3614838220,92.11,7.89,3371582597,0,236102425,8174741,44580108,3660439870,92.11,0,6.45,0.22,1.22,11.7,3660.44,3371.58,0,236.1,8.17,44.58
"Orleans","Barnstable","MA",2016,3438508933,0,236353357,7103500,45137320,3727103110,92.26,7.74,3438508933,0,236353357,7103500,45137320,3727103110,92.26,0,6.34,0.19,1.21,13.7,3727.1,3438.51,0,236.35,7.1,45.14
"Orleans","Barnstable","MA",2017,3538643766,0,240165194,7990700,48574270,3835373930,92.26,7.74,3538643766,0,240165194,7990700,48574270,3835373930,92.26,0,6.26,0.21,1.27,17,3835.37,3538.64,0,240.17,7.99,48.57
"Provincetown","Barnstable","MA",2003,1320061800,0,370884800,1396500,29613825,1721956925,76.66,23.34,1721869959,0,483776892,1821575,38627855,2246096281,76.66,0,21.54,0.08,1.72,0,2246.1,1721.87,0,483.78,1.82,38.63
"Provincetown","Barnstable","MA",2004,1516318500,0,411278100,1569800,31964900,1961131300,77.32,22.68,1926559313,0,522549619,1994510,40613021,2491716463,77.32,0,20.97,0.08,1.63,10.9,2491.72,1926.56,0,522.55,1.99,40.61
"Provincetown","Barnstable","MA",2005,1636276486,0,410649814,1639400,30709860,2079275560,78.69,21.31,2010843884,0,504653507,2014682,37739792,2555251865,78.69,0,19.75,0.08,1.48,13.8,2555.25,2010.84,0,504.65,2.01,37.74
"Provincetown","Barnstable","MA",2006,1971265339,0,460434861,1851200,19496730,2453048130,80.36,19.64,2346812898,0,548152727,2203874,23211070,2920380568,80.36,0,18.77,0.08,0.79,30,2920.38,2346.81,0,548.15,2.2,23.21
"Provincetown","Barnstable","MA",2007,2112981409,0,461852891,1940000,20712770,2597487070,81.35,18.65,2445863978,0,534613956,2245631,23975894,3006699459,81.35,0,17.78,0.07,0.8,33.9,3006.7,2445.86,0,534.61,2.25,23.98
"Provincetown","Barnstable","MA",2008,2126280768,0,458570132,1940000,21823920,2608614820,81.51,18.49,2370251544,0,511186754,2162597,24328010,2907928905,81.51,0,17.58,0.07,0.84,29.5,2907.93,2370.25,0,511.19,2.16,24.33
"Provincetown","Barnstable","MA",2009,2084902958,0,442020842,1899900,22695300,2551519000,81.71,18.29,2332424264,0,494497901,2125458,25389704,2854437326,81.71,0,17.32,0.07,0.89,27.1,2854.44,2332.42,0,494.5,2.13,25.39
"Provincetown","Barnstable","MA",2010,1983140288,0,416541412,1785800,22836910,2424304410,81.8,18.2,2182776677,0,458473304,1965571,25135829,2668351380,81.8,0,17.18,0.07,0.94,18.8,2668.35,2182.78,0,458.47,1.97,25.14
"Provincetown","Barnstable","MA",2011,1853551590,0,383996660,1607800,22924760,2262080810,81.94,18.06,1977715543,0,409719463,1715502,24460422,2413610930,81.94,0,16.98,0.07,1.01,7.5,2413.61,1977.72,0,409.72,1.72,24.46
"Provincetown","Barnstable","MA",2012,1863498019,0,379927531,1592500,22413050,2267431100,82.19,17.81,1948015057,0,397158754,1664726,23429571,2370268108,82.19,0,16.76,0.07,0.99,5.5,2370.27,1948.02,0,397.16,1.66,23.43
"Provincetown","Barnstable","MA",2013,1888428961,0,381214239,1610900,24907050,2296161150,82.24,17.76,1945578667,0,392750962,1659651,25660814,2365650095,82.24,0,16.6,0.07,1.08,5.3,2365.65,1945.58,0,392.75,1.66,25.66
"Provincetown","Barnstable","MA",2014,1996862139,0,393497761,1709400,26144560,2418213860,82.58,17.42,2024452941,0,398934751,1733019,26505801,2451626512,82.58,0,16.27,0.07,1.08,9.2,2451.63,2024.45,0,398.93,1.73,26.51
"Provincetown","Barnstable","MA",2015,2037565917,0,393982183,1713600,26780640,2460042340,82.83,17.17,2063270074,0,398952319,1735217,27118481,2491076091,82.83,0,16.02,0.07,1.09,10.9,2491.08,2063.27,0,398.95,1.74,27.12
"Provincetown","Barnstable","MA",2016,2152938142,0,403458258,1984700,29057270,2587438370,83.21,16.79,2152938142,0,403458258,1984700,29057270,2587438370,83.21,0,15.59,0.08,1.12,15.2,2587.44,2152.94,0,403.46,1.98,29.06
"Provincetown","Barnstable","MA",2017,2271996437,0,408879463,2038600,29482570,2712397070,83.76,16.24,2271996437,0,408879463,2038600,29482570,2712397070,83.76,0,15.07,0.08,1.09,20.8,2712.4,2272,0,408.88,2.04,29.48
"Sandwich","Barnstable","MA",2003,2371597450,0,161940350,55124800,232725200,2821387800,84.06,15.94,3093478202,0,211232704,71904010,303563462,3680178379,84.06,0,5.74,1.95,8.25,0,3680.18,3093.48,0,211.23,71.9,303.56
"Sandwich","Barnstable","MA",2004,2891802145,0,183591055,59545300,236281400,3371219900,85.78,14.22,3674180823,0,233261717,75655314,300207464,4283305318,85.78,0,5.45,1.77,7.01,16.4,4283.31,3674.18,0,233.26,75.66,300.21
"Sandwich","Barnstable","MA",2005,3397699126,0,187806874,62074900,229808700,3877389600,87.63,12.37,4175481690,0,230798589,76284744,282415241,4764980265,87.63,0,4.84,1.6,5.93,29.5,4764.98,4175.48,0,230.8,76.28,282.42
"Sandwich","Barnstable","MA",2006,3779931721,0,202693379,72047600,277046100,4331718800,87.26,12.74,4500049963,0,241308680,85773454,329826405,5156958502,87.26,0,4.68,1.66,6.4,40.1,5156.96,4500.05,0,241.31,85.77,329.83
"Sandwich","Barnstable","MA",2007,3950274614,0,214097386,76434100,280026700,4520832800,87.38,12.62,4572607380,0,247826641,88475654,324142567,5233052241,87.38,0,4.74,1.69,6.19,42.2,5233.05,4572.61,0,247.83,88.48,324.14
"Sandwich","Barnstable","MA",2008,3947189506,0,219905194,80407400,286889100,4534391200,87.05,12.95,4400092483,0,245137253,89633395,319806934,5054670064,87.05,0,4.85,1.77,6.33,37.3,5054.67,4400.09,0,245.14,89.63,319.81
"Sandwich","Barnstable","MA",2009,3768165586,0,214108914,75986000,289206100,4347466600,86.67,13.33,4215525144,0,239528091,85007117,323540874,4863601226,86.67,0,4.92,1.75,6.65,32.2,4863.6,4215.53,0,239.53,85.01,323.54
"Sandwich","Barnstable","MA",2010,3486941405,0,199808495,68915900,275178800,4030844600,86.51,13.49,3837960642,0,219922577,75853443,302880170,4436616832,86.51,0,4.96,1.71,6.83,20.6,4436.62,3837.96,0,219.92,75.85,302.88
"Sandwich","Barnstable","MA",2011,3310950727,0,190979973,60135000,267241100,3829306800,86.46,13.54,3532741548,0,203773158,64163266,285142793,4085820765,86.46,0,4.99,1.57,6.98,11,4085.82,3532.74,0,203.77,64.16,285.14
"Sandwich","Barnstable","MA",2012,3262505841,0,190374259,56402900,259219800,3768502800,86.57,13.43,3410473442,0,199008488,58960996,270976448,3939419373,86.57,0,5.05,1.5,6.88,7,3939.42,3410.47,0,199.01,58.96,270.98
"Sandwich","Barnstable","MA",2013,3170635103,0,181510797,53151000,245170700,3650467600,86.86,13.14,3266588337,0,187003876,54759514,252590324,3760942051,86.86,0,4.97,1.46,6.72,2.2,3760.94,3266.59,0,187,54.76,252.59
"Sandwich","Barnstable","MA",2014,3160669948,0,185699752,53830300,229497600,3629697600,87.08,12.92,3204341174,0,188265580,54574078,232668586,3679849418,87.08,0,5.12,1.48,6.32,0,3679.85,3204.34,0,188.27,54.57,232.67
"Sandwich","Barnstable","MA",2015,3222928237,0,194293563,55161400,211334700,3683717900,87.49,12.51,3263585892,0,196744601,55857268,214000714,3730188476,87.49,0,5.27,1.5,5.74,1.4,3730.19,3263.59,0,196.74,55.86,214
"Sandwich","Barnstable","MA",2016,3360310794,0,202139606,57153200,203529700,3823133300,87.89,12.11,3360310794,0,202139606,57153200,203529700,3823133300,87.89,0,5.29,1.49,5.32,3.9,3823.13,3360.31,0,202.14,57.15,203.53
"Sandwich","Barnstable","MA",2017,3455914216,0,209467366,58400698,196086100,3919868380,88.16,11.84,3455914216,0,209467366,58400698,196086100,3919868380,88.16,0,5.34,1.49,5,6.5,3919.87,3455.91,0,209.47,58.4,196.09
"Truro","Barnstable","MA",2003,1210921762,0,70292908,1256800,24100650,1306572120,92.68,7.32,1579509236,0,91689076,1639352,31436547,1704274211,92.68,0,5.38,0.1,1.84,0,1704.27,1579.51,0,91.69,1.64,31.44
"Truro","Barnstable","MA",2004,1235546027,0,69609953,1280700,25886920,1332323600,92.74,7.26,1569823691,0,88442964,1627194,32890641,1692784491,92.74,0,5.22,0.1,1.94,-0.7,1692.78,1569.82,0,88.44,1.63,32.89
"Truro","Barnstable","MA",2005,1662938788,0,97533742,1746100,15049770,1777268400,93.57,6.43,2043609573,0,119860629,2145808,18494880,2184110890,93.57,0,5.49,0.1,0.85,28.2,2184.11,2043.61,0,119.86,2.15,18.49
"Truro","Barnstable","MA",2006,1946204401,0,107956109,1435500,17028980,2072624990,93.9,6.1,2316977578,0,128522926,1708978,20273187,2467482669,93.9,0,5.21,0.07,0.82,44.8,2467.48,2316.98,0,128.52,1.71,20.27
"Truro","Barnstable","MA",2007,2106892071,0,116601559,1807200,18427500,2243728330,93.9,6.1,2438815316,0,134971161,2091909,21330599,2597208985,93.9,0,5.2,0.08,0.82,52.4,2597.21,2438.82,0,134.97,2.09,21.33
"Truro","Barnstable","MA",2008,2113614829,0,113980681,1796500,21102340,2250494350,93.92,6.08,2356132308,0,127058895,2002632,23523636,2508717470,93.92,0,5.06,0.08,0.94,47.2,2508.72,2356.13,0,127.06,2,23.52
"Truro","Barnstable","MA",2009,2103960398,0,110536832,1789800,23326880,2239613910,93.94,6.06,2353744218,0,123659851,2002286,26096265,2505502621,93.94,0,4.94,0.08,1.04,47,2505.5,2353.74,0,123.66,2,26.1
"Truro","Barnstable","MA",2010,2015473602,0,103854678,1782600,23706430,2144817310,93.97,6.03,2218364882,0,114309396,1962049,26092880,2360729208,93.97,0,4.84,0.08,1.11,38.5,2360.73,2218.36,0,114.31,1.96,26.09
"Truro","Barnstable","MA",2011,1878696039,0,99115771,1685200,24836500,2004333510,93.73,6.27,2004544344,0,105755244,1798087,26500224,2138597899,93.73,0,4.95,0.08,1.24,25.5,2138.6,2004.54,0,105.76,1.8,26.5
"Truro","Barnstable","MA",2012,1865983939,0,98495361,1679400,24158860,1990317560,93.75,6.25,1950613724,0,102962517,1755567,25254560,2080586368,93.75,0,4.95,0.08,1.21,22.1,2080.59,1950.61,0,102.96,1.76,25.25
"Truro","Barnstable","MA",2013,1881736603,0,102319287,1633300,24283230,2009972420,93.62,6.38,1938683778,0,105415785,1682729,25018116,2070800408,93.62,0,5.09,0.08,1.21,21.5,2070.8,1938.68,0,105.42,1.68,25.02
"Truro","Barnstable","MA",2014,1861843368,0,95800672,1613100,24512890,1983770030,93.85,6.15,1887568605,0,97124357,1635388,24851587,2011179937,93.85,0,4.83,0.08,1.24,18,2011.18,1887.57,0,97.12,1.64,24.85
"Truro","Barnstable","MA",2015,1910660179,0,91016641,1619500,24821780,2028118100,94.21,5.79,1934763403,0,92164828,1639930,25134910,2053703071,94.21,0,4.49,0.08,1.22,20.5,2053.7,1934.76,0,92.16,1.64,25.13
"Truro","Barnstable","MA",2016,1964578246,0,92311024,1638300,25672860,2084200430,94.26,5.74,1964578246,0,92311024,1638300,25672860,2084200430,94.26,0,4.43,0.08,1.23,22.3,2084.2,1964.58,0,92.31,1.64,25.67
"Truro","Barnstable","MA",2017,2000407581,0,94915609,1678600,26362270,2123364060,94.21,5.79,2000407581,0,94915609,1678600,26362270,2123364060,94.21,0,4.47,0.08,1.24,24.6,2123.36,2000.41,0,94.92,1.68,26.36
"Wellfleet","Barnstable","MA",2003,1212640009,0,60498841,105900,35249730,1308494480,92.67,7.33,1581750493,0,78913833,138134,45979250,1706781710,92.67,0,4.62,0.01,2.69,0,1706.78,1581.75,0,78.91,0.14,45.98
"Wellfleet","Barnstable","MA",2004,1732981574,0,73492866,487700,41324220,1848286360,93.76,6.24,2201840702,0,93376402,619648,52504511,2348341262,93.76,0,3.98,0.03,2.24,37.6,2348.34,2201.84,0,93.38,0.62,52.5
"Wellfleet","Barnstable","MA",2005,1923479659,0,77500091,639100,44623040,2046241890,94,6,2363792025,0,95240985,785399,54837900,2514656310,94,0,3.79,0.03,2.18,47.3,2514.66,2363.79,0,95.24,0.79,54.84
"Wellfleet","Barnstable","MA",2006,2162747853,0,81987297,731100,46761640,2292227890,94.35,5.65,2574774920,0,97606772,870383,55670243,2728922317,94.35,0,3.58,0.03,2.04,59.9,2728.92,2574.77,0,97.61,0.87,55.67
"Wellfleet","Barnstable","MA",2007,2397293114,0,85170686,1035100,20486660,2503985560,95.74,4.26,2774966618,0,98588616,1198171,23714162,2898467567,95.74,0,3.4,0.04,0.82,69.8,2898.47,2774.97,0,98.59,1.2,23.71
"Wellfleet","Barnstable","MA",2008,2351063972,0,86551128,992200,22734240,2461341540,95.52,4.48,2620826513,0,96482058,1106046,25342781,2743757398,95.52,0,3.52,0.04,0.92,60.8,2743.76,2620.83,0,96.48,1.11,25.34
"Wellfleet","Barnstable","MA",2009,2221411819,0,81755891,947300,24993460,2329108470,95.38,4.62,2485139563,0,91462014,1059764,27960703,2605622044,95.38,0,3.51,0.04,1.07,52.7,2605.62,2485.14,0,91.46,1.06,27.96
"Wellfleet","Barnstable","MA",2010,2081989976,0,80885424,1146600,25876760,2189898760,95.07,4.93,2291577247,0,89027901,1262025,28481691,2410348863,95.07,0,3.69,0.05,1.18,41.2,2410.35,2291.58,0,89.03,1.26,28.48
"Wellfleet","Barnstable","MA",2011,2082489049,0,80752291,1146700,26768850,2191156890,95.04,4.96,2221988847,0,86161649,1223514,28562016,2337936026,95.04,0,3.69,0.05,1.22,37,2337.94,2221.99,0,86.16,1.22,28.56
"Wellfleet","Barnstable","MA",2012,2079845842,0,79083538,1146700,26644440,2186720520,95.11,4.89,2174175113,0,82670291,1198707,27852871,2285896983,95.11,0,3.62,0.05,1.22,33.9,2285.9,2174.18,0,82.67,1.2,27.85
