"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed"
"Truro","Barnstable","MA",2004,1235546027,0,69609953,1280700,25886920,1332323600,92.74,7.26,1569823691,0,88442964,1627194,32890641,1692784491
"Truro","Barnstable","MA",2005,1662938788,0,97533742,1746100,15049770,1777268400,93.57,6.43,2043609573,0,119860629,2145808,18494880,2184110890
"Truro","Barnstable","MA",2006,1946204401,0,107956109,1435500,17028980,2072624990,93.9,6.1,2316977578,0,128522926,1708978,20273187,2467482669
"Truro","Barnstable","MA",2007,2106892071,0,116601559,1807200,18427500,2243728330,93.9,6.1,2438815316,0,134971161,2091909,21330599,2597208985
"Truro","Barnstable","MA",2008,2113614829,0,113980681,1796500,21102340,2250494350,93.92,6.08,2356132308,0,127058895,2002632,23523636,2508717470
"Truro","Barnstable","MA",2009,2103960398,0,110536832,1789800,23326880,2239613910,93.94,6.06,2353744218,0,123659851,2002286,26096265,2505502621
"Truro","Barnstable","MA",2010,2015473602,0,103854678,1782600,23706430,2144817310,93.97,6.03,2218364882,0,114309396,1962049,26092880,2360729208
"Truro","Barnstable","MA",2011,1878696039,0,99115771,1685200,24836500,2004333510,93.73,6.27,2004544344,0,105755244,1798087,26500224,2138597899
"Truro","Barnstable","MA",2012,1865983939,0,98495361,1679400,24158860,1990317560,93.75,6.25,1950613724,0,102962517,1755567,25254560,2080586368
"Truro","Barnstable","MA",2013,1881736603,0,102319287,1633300,24283230,2009972420,93.62,6.38,1938683778,0,105415785,1682729,25018116,2070800408
"Truro","Barnstable","MA",2014,1861843368,0,95800672,1613100,24512890,1983770030,93.85,6.15,1887568605,0,97124357,1635388,24851587,2011179937
"Truro","Barnstable","MA",2015,1910660179,0,91016641,1619500,24821780,2028118100,94.21,5.79,1934763403,0,92164828,1639930,25134910,2053703071
"Truro","Barnstable","MA",2016,1964578246,0,92311024,1638300,25672860,2084200430,94.26,5.74,1964578246,0,92311024,1638300,25672860,2084200430
"Truro","Barnstable","MA",2017,2000407581,0,94915609,1678600,26362270,2123364060,94.21,5.79,2000407581,0,94915609,1678600,26362270,2123364060
"Wellfleet","Barnstable","MA",2003,1212640009,0,60498841,105900,35249730,1308494480,92.67,7.33,1581750493,0,78913833,138134,45979250,1706781710
"Wellfleet","Barnstable","MA",2004,1732981574,0,73492866,487700,41324220,1848286360,93.76,6.24,2201840702,0,93376402,619648,52504511,2348341262
"Wellfleet","Barnstable","MA",2005,1923479659,0,77500091,639100,44623040,2046241890,94,6,2363792025,0,95240985,785399,54837900,2514656310
"Wellfleet","Barnstable","MA",2006,2162747853,0,81987297,731100,46761640,2292227890,94.35,5.65,2574774920,0,97606772,870383,55670243,2728922317
"Wellfleet","Barnstable","MA",2007,2397293114,0,85170686,1035100,20486660,2503985560,95.74,4.26,2774966618,0,98588616,1198171,23714162,2898467567
"Wellfleet","Barnstable","MA",2008,2351063972,0,86551128,992200,22734240,2461341540,95.52,4.48,2620826513,0,96482058,1106046,25342781,2743757398
"Wellfleet","Barnstable","MA",2009,2221411819,0,81755891,947300,24993460,2329108470,95.38,4.62,2485139563,0,91462014,1059764,27960703,2605622044
"Wellfleet","Barnstable","MA",2010,2081989976,0,80885424,1146600,25876760,2189898760,95.07,4.93,2291577247,0,89027901,1262025,28481691,2410348863
"Wellfleet","Barnstable","MA",2011,2082489049,0,80752291,1146700,26768850,2191156890,95.04,4.96,2221988847,0,86161649,1223514,28562016,2337936026
"Wellfleet","Barnstable","MA",2012,2079845842,0,79083538,1146700,26644440,2186720520,95.11,4.89,2174175113,0,82670291,1198707,27852871,2285896983
"Wellfleet","Barnstable","MA",2013,2058671329,0,78665181,1146700,31055750,2169538960,94.89,5.11,2120973097,0,81045833,1181403,31995593,2235195925
"Wellfleet","Barnstable","MA",2014,2067670523,0,77028517,1133500,21786400,2167618940,95.39,4.61,2096239690,0,78092826,1149162,22087424,2197569102
"Wellfleet","Barnstable","MA",2015,2066692270,0,76856850,1133500,21968340,2166650960,95.39,4.61,2092763859,0,77826409,1147799,22245473,2193983541
"Wellfleet","Barnstable","MA",2016,2152012204,0,77652676,1138500,21818550,2252621930,95.53,4.47,2152012204,0,77652676,1138500,21818550,2252621930
"Wellfleet","Barnstable","MA",2017,2216708889,0,80070561,1150400,22573530,2320503380,95.53,4.47,2216708889,0,80070561,1150400,22573530,2320503380
"Yarmouth","Barnstable","MA",2003,2494008300,519600,323705800,17727400,79957700,2915918800,85.55,14.45,3253149185,677759,422237271,23123370,104295694,3803483280
"Yarmouth","Barnstable","MA",2004,4812011700,804600,395342400,24627800,89047449,5321833949,90.44,9.56,6113904140,1022285,502302506,31290865,113139286,6761659082
"Yarmouth","Barnstable","MA",2005,4814176970,804600,406282400,22227900,89069319,5332561189,90.29,9.71,5916211838,988785,499286329,27316188,109458577,6553261717
"Yarmouth","Barnstable","MA",2006,5770197178,729200,466533422,25177800,90011226,6352648826,90.84,9.16,6869482709,868121,555413130,29974446,107159347,7562897752
"Yarmouth","Barnstable","MA",2007,6225795406,1126700,505343194,40965800,67254800,6840485900,91.03,8.97,7206617463,1304202,584955793,47419620,77850232,7918147309
"Yarmouth","Barnstable","MA",2008,5846684518,1070700,520999982,41811700,71844300,6482411200,90.21,9.79,6517536732,1193553,580779844,46609200,80087760,7226207089
"Yarmouth","Barnstable","MA",2009,5673860526,1032800,510012974,40689100,92639900,6318235300,89.82,10.18,6347465674,1155415,570562112,45519742,103638181,7068341124
"Yarmouth","Barnstable","MA",2010,5162288421,0,467611379,38132500,98770100,5766802400,89.52,10.48,5681959483,0,514684321,41971177,108712970,6347327951
"Yarmouth","Barnstable","MA",2011,4869310110,0,430318290,34319800,101440100,5435388300,89.59,10.41,5195490829,0,459144043,36618782,108235273,5799488927
"Yarmouth","Barnstable","MA",2012,4677794031,0,408335069,32427600,101888200,5220444900,89.61,10.39,4889950574,0,426854687,33898320,106509235,5457212815
"Yarmouth","Barnstable","MA",2013,4573445040,0,397263360,30791800,100798300,5102298500,89.63,10.37,4711851645,0,409285779,31723655,103848769,5256709848
"Yarmouth","Barnstable","MA",2014,4534617768,0,397124232,30754300,103360000,5065856300,89.51,10.49,4597272940,0,402611329,31179235,104788133,5135851636
"Yarmouth","Barnstable","MA",2015,4780801456,0,396669344,31023900,104163600,5312658300,89.99,10.01,4841111882,0,401673379,31415270,105477637,5379678169
"Yarmouth","Barnstable","MA",2016,4933133971,0,395911729,28899700,111972700,5469918100,90.19,9.81,4933133971,0,395911729,28899700,111972700,5469918100
"Yarmouth","Barnstable","MA",2017,5075332224,0,393342576,29352400,113822400,5611849600,90.44,9.56,5075332224,0,393342576,29352400,113822400,5611849600
"Adams","Berkshire","MA",2003,275008610,0,29060890,20243700,16143000,340456200,80.78,19.22,358717345,0,37906614,26405596,21056701,444086256
"Adams","Berkshire","MA",2004,276418765,0,28468735,20368600,15982700,341238800,81,19,351204016,0,36170967,25879336,20306828,433561147
"Adams","Berkshire","MA",2005,293196845,0,28804855,20298100,15634700,357934500,81.91,18.09,360313851,0,35398704,24944629,19213709,439870894
"Adams","Berkshire","MA",2006,380683102,0,32366350,22517477,15575588,451142517,84.38,15.62,453207387,0,38532493,26807302,18542907,537090090
"Adams","Berkshire","MA",2007,381233202,0,32191350,22654877,15791118,451870547,84.37,15.63,441293308,0,37262828,26223964,18278877,523058977
"Adams","Berkshire","MA",2008,398484165,0,32238967,25237133,16501506,472461771,84.34,15.66,444206486,0,35938086,28132857,18394899,526672328
"Adams","Berkshire","MA",2009,409584325,0,34224465,26966300,21233788,492008878,83.25,16.75,458210496,0,38287620,30167760,23754680,550420556
"Adams","Berkshire","MA",2010,410355404,0,34389186,27448200,21818172,494010962,83.07,16.93,451664570,0,37851035,30211322,24014538,543741465
"Adams","Berkshire","MA",2011,413526388,0,34167659,27573900,21629242,496897189,83.22,16.78,441227301,0,36456450,29420994,23078121,530182866
"Adams","Berkshire","MA",2012,410328060,0,33960404,27666000,22084635,494039099,83.06,16.94,428938068,0,35500643,28920763,23086261,516445735
"Adams","Berkshire","MA",2013,385154436,0,32735524,26102505,21565982,465558447,82.73,17.27,396810402,0,33726202,26892448,22218635,479647687
"Adams","Berkshire","MA",2014,385704188,0,33727472,25301905,21568868,466302433,82.72,17.28,391033493,0,34193487,25651503,21866887,472745371
"Adams","Berkshire","MA",2015,387969794,0,34142065,26704105,21405066,470221030,82.51,17.49,392864083,0,34572772,27040981,21675094,476152929
"Adams","Berkshire","MA",2016,395861354,0,35065859,27933752,24021368,482882333,81.98,18.02,395861354,0,35065859,27933752,24021368,482882333
"Adams","Berkshire","MA",2017,420646648,0,34226969,28711488,24331971,507917076,82.82,17.18,420646648,0,34226969,28711488,24331971,507917076
"Alford","Berkshire","MA",2003,118446684,0,1648054,21000,2296587,122412325,96.76,3.24,154500181,0,2149698,27392,2995636,159672907
"Alford","Berkshire","MA",2004,122946663,0,1452578,21000,3006854,127427095,96.48,3.52,156209951,0,1845574,26682,3820360,161902566
"Alford","Berkshire","MA",2005,175483200,0,1905400,0,3346350,180734950,97.09,2.91,215653847,0,2341574,0,4112378,222107799
"Alford","Berkshire","MA",2006,181845261,0,1887206,27498,3459742,187219707,97.13,2.87,216488768,0,2246739,32737,4118861,222887104
"Alford","Berkshire","MA",2007,188378711,0,1828756,27498,4108026,194342991,96.93,3.07,218056203,0,2116861,31830,4755211,224960106
"Alford","Berkshire","MA",2008,241208742,0,2393632,27499,3586364,247216237,97.57,2.43,268885183,0,2668279,30654,3997866,275581982
"Alford","Berkshire","MA",2009,243881112,0,2084975,27499,4123590,250117176,97.51,2.49,272834868,0,2332505,30764,4613146,279811282
"Alford","Berkshire","MA",2010,242919097,0,2051781,27499,4108000,249106377,97.52,2.48,267372985,0,2258327,30267,4521539,274183119
"Alford","Berkshire","MA",2011,248003297,0,2055893,27499,3756654,253843343,97.7,2.3,264616306,0,2193611,29341,4008301,270847560
"Alford","Berkshire","MA",2012,251261497,0,1597846,27499,3786276,256673118,97.89,2.11,262657204,0,1670315,28746,3957999,268314264
"Alford","Berkshire","MA",2013,256573599,0,1601572,30000,3867990,262073161,97.9,2.1,264338310,0,1650041,30908,3985047,270004306
"Alford","Berkshire","MA",2014,263225610,0,1639009,30000,4146683,269041302,97.84,2.16,266862619,0,1661655,30415,4203978,272758667
"Alford","Berkshire","MA",2015,265139910,0,1705522,30000,4164676,271040108,97.82,2.18,268484684,0,1727037,30378,4217214,274459314
"Alford","Berkshire","MA",2016,267378586,0,1690003,30000,4330115,273428704,97.79,2.21,267378586,0,1690003,30000,4330115,273428704
"Alford","Berkshire","MA",2017,269247816,0,1697385,30000,4701744,275676945,97.67,2.33,269247816,0,1697385,30000,4701744,275676945
"Becket","Berkshire","MA",2003,217200714,0,7569050,795236,11097600,236662600,91.78,8.22,283313542,0,9872962,1037295,14475553,308699351
"Becket","Berkshire","MA",2004,287964164,0,9255972,974464,14431300,312625900,92.11,7.89,365873029,0,11760180,1238106,18335696,397207011
"Becket","Berkshire","MA",2005,302471700,0,10362300,952100,14514600,328300700,92.13,7.87,371711855,0,12734381,1170049,17837202,403453487
"Becket","Berkshire","MA",2006,368429638,0,17490059,1062403,14136300,401118400,91.85,8.15,438619505,0,20822106,1264802,16829419,477535832
"Becket","Berkshire","MA",2007,428400514,0,18103978,1403708,14073600,461981800,92.73,7.27,495891436,0,20956108,1624850,16290778,534763173
"Becket","Berkshire","MA",2008,466258172,0,18251220,1401108,14894900,500805400,93.1,6.9,519756924,0,20345376,1561872,16603950,558268123
"Becket","Berkshire","MA",2009,488598657,0,18904534,1418909,18248000,527170100,92.68,7.32,546605471,0,21148895,1587363,20414417,589756146
"Becket","Berkshire","MA",2010,512959775,0,18912222,1196303,18919500,551987800,92.93,7.07,564597795,0,20816055,1316731,20824066,607554646
"Becket","Berkshire","MA",2011,492183344,0,18830752,1165504,18586200,530765800,92.73,7.27,525153254,0,20092169,1243578,19831235,566320235
"Becket","Berkshire","MA",2012,479470104,0,18675592,1158704,20715027,520019427,92.2,7.8,501215978,0,19522604,1211256,21654536,543604374
"Becket","Berkshire","MA",2013,478522608,0,19123462,1161230,24870226,523677526,91.38,8.62,493004184,0,19702197,1196372,25622876,539525629
"Becket","Berkshire","MA",2014,449880760,0,18888440,1117000,27438932,497325132,90.46,9.54,456096798,0,19149423,1132434,27818058,504196713
"Becket","Berkshire","MA",2015,452078840,0,19172966,1117000,27954265,500323071,90.36,9.64,457781873,0,19414835,1131091,28306912,506634711
"Becket","Berkshire","MA",2016,454017130,0,19065514,1117000,27829212,502028856,90.44,9.56,454017130,0,19065514,1117000,27829212,502028856
"Becket","Berkshire","MA",2017,452982639,0,19392176,1362800,27698851,501436466,90.34,9.66,452982639,0,19392176,1362800,27698851,501436466
"Cheshire","Berkshire","MA",2003,158926000,244500,11061800,714800,3510000,174457100,91.24,8.76,207300829,318922,14428856,932375,4578394,227559376
"Cheshire","Berkshire","MA",2004,159963800,285800,11398800,714800,3590300,175953500,91.07,8.93,203242095,363123,14482752,908190,4561658,223557817
"Cheshire","Berkshire","MA",2005,193104700,285400,13449589,789600,3387700,211016989,91.65,8.35,237309164,350732,16528395,970351,4163194,259321836
"Cheshire","Berkshire","MA",2006,217478400,296700,15624144,832500,3291741,237523485,91.69,8.31,258910408,353225,18600714,991100,3918854,282774301
"Cheshire","Berkshire","MA",2007,267895699,0,16590891,1648270,3611425,289746285,92.46,7.54,310100428,0,19204647,1907941,4180375,335393392
"Cheshire","Berkshire","MA",2008,268746599,0,16064564,1470270,3993850,290275283,92.58,7.42,299582751,0,17907822,1638970,4452107,323581649
"Cheshire","Berkshire","MA",2009,267146199,0,17393747,1470270,6460620,292470836,91.34,8.66,298862004,0,19458746,1644822,7227630,327193202
"Cheshire","Berkshire","MA",2010,277107178,0,18676763,1548370,7550776,304883087,90.89,9.11,305002671,0,20556893,1704239,8310888,335574692
"Cheshire","Berkshire","MA",2011,277750082,0,18301083,1623170,7241531,304915866,91.09,8.91,296355741,0,19527019,1731901,7726620,325341280
"Cheshire","Berkshire","MA",2012,279835882,0,18229417,1624670,7920037,307610006,90.97,9.03,292527551,0,19056193,1698355,8279242,321561342
"Cheshire","Berkshire","MA",2013,266771357,0,17858831,1769565,8416067,294815820,90.49,9.51,274844684,0,18399295,1823118,8670763,303737859
"Cheshire","Berkshire","MA",2014,267146457,0,18185250,1769565,7809187,294910459,90.59,9.41,270837641,0,18436517,1794015,7917087,298985260
"Cheshire","Berkshire","MA",2015,268183657,0,18713673,1769565,6874159,295541054,90.74,9.26,271566828,0,18949748,1791888,6960877,299269342
"Cheshire","Berkshire","MA",2016,273936136,0,19363485,2030895,7434966,302765482,90.48,9.52,273936136,0,19363485,2030895,7434966,302765482
"Cheshire","Berkshire","MA",2017,275014696,0,19363088,2021095,7921997,304320876,90.37,9.63,275014696,0,19363088,2021095,7921997,304320876
"Clarksburg","Berkshire","MA",2003,64273980,0,1180977,761500,1028225,67244682,95.58,4.42,83838071,0,1540450,993290,1341202,87713013
"Clarksburg","Berkshire","MA",2004,79442026,0,1401972,880900,1091357,82816255,95.93,4.07,100935110,0,1781276,1119228,1386624,105222239
"Clarksburg","Berkshire","MA",2005,80832926,0,1354872,880900,1000366,84069064,96.15,3.85,99336754,0,1665022,1082551,1229364,103313691
"Clarksburg","Berkshire","MA",2006,91679820,0,1609876,919500,1006632,95215828,96.29,3.71,109145826,0,1916575,1094675,1198406,113355482
"Clarksburg","Berkshire","MA",2007,114296600,0,2152395,945000,967289,118361284,96.57,3.43,132303075,0,2491487,1093877,1119677,137008116
"Clarksburg","Berkshire","MA",2008,115174300,0,1997395,945000,1018828,119135523,96.68,3.32,128389471,0,2226577,1053430,1135729,132805207
"Clarksburg","Berkshire","MA",2009,116207900,0,1994995,949000,1542655,120694550,96.28,3.72,130004193,0,2231842,1061666,1725800,135023501
"Clarksburg","Berkshire","MA",2010,118102900,0,1992817,906500,1698177,122700394,96.25,3.75,129991941,0,2193428,997754,1869127,135052250
"Clarksburg","Berkshire","MA",2011,118583800,0,1963050,906500,1651664,123105014,96.33,3.67,126527379,0,2094549,967224,1762304,131351456
"Clarksburg","Berkshire","MA",2012,118863680,0,1958974,906500,2013714,123742868,96.06,3.94,124254620,0,2047821,947613,2105044,129355099
"Clarksburg","Berkshire","MA",2013,114361260,0,1792319,879400,1682531,118715510,96.33,3.67,117822186,0,1846560,906013,1733450,122308209
"Clarksburg","Berkshire","MA",2014,114288560,0,1791761,879400,1819270,118778991,96.22,3.78,115867694,0,1816518,891551,1844407,120420170
"Clarksburg","Berkshire","MA",2015,116361860,0,1796561,879400,1948745,120986566,96.18,3.82,117829780,0,1819225,890494,1973329,122512827
"Clarksburg","Berkshire","MA",2016,108013440,0,983477,1092000,2080503,112169420,96.29,3.71,108013440,0,983477,1092000,2080503,112169420
"Clarksburg","Berkshire","MA",2017,109617940,0,998235,1457600,2271388,114345163,95.87,4.13,109617940,0,998235,1457600,2271388,114345163
"Dalton","Berkshire","MA",2003,308903337,0,19817835,45002600,10397400,384121172,80.42,19.58,402929148,0,25850104,58700756,13562222,501042229
"Dalton","Berkshire","MA",2004,349930751,0,20867173,46295700,11247430,428341054,81.69,18.31,444604710,0,26512798,58821027,14290428,544228964
