JURISDICTIONCODE,NAME,Year,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total,Res_as_a___of_Total,CIP
017,Auburn,2017,"1,406,148,384",0,"366,841,597","144,064,400","87,760,650","2,004,815,031",70.14,29.86
018,Avon,2003,"279,282,300",0,"72,865,000","171,511,000","16,282,200","539,940,500",51.72,48.28
018,Avon,2004,"280,417,300",0,"72,464,500","175,144,700","23,913,200","551,939,700",50.81,49.19
018,Avon,2005,"434,801,434",0,"140,212,066","190,984,600","28,876,617","794,874,717",54.70,45.30
018,Avon,2006,"473,662,078",0,"143,513,322","189,934,600","28,844,528","835,954,528",56.66,43.34
018,Avon,2007,"500,329,338",0,"145,573,362","190,324,500","34,753,566","870,980,766",57.44,42.56
018,Avon,2008,"493,255,306",0,"156,028,194","206,929,100","42,347,071","898,559,671",54.89,45.11
018,Avon,2009,"458,091,936",0,"152,099,564","205,264,500","57,905,804","873,361,804",52.45,47.55
018,Avon,2010,"435,120,611",0,"144,621,689","208,189,300","57,266,225","845,197,825",51.48,48.52
018,Avon,2011,"408,617,948",0,"130,757,852","181,324,900","71,533,654","792,234,354",51.58,48.42
018,Avon,2012,"405,868,848",0,"128,497,052","176,708,600","70,607,050","781,681,550",51.92,48.08
018,Avon,2013,"404,762,082",0,"122,441,118","171,026,800","64,162,554","762,392,554",53.09,46.91
018,Avon,2014,"401,332,731",0,"119,330,769","166,698,800","61,740,733","749,103,033",53.58,46.42
018,Avon,2015,"401,743,991",0,"122,791,209","166,428,200","64,587,388","755,550,788",53.17,46.83
018,Avon,2016,"423,193,211",0,"122,300,189","169,011,100","49,122,623","763,627,123",55.42,44.58
018,Avon,2017,"418,702,748",0,"128,453,252","181,723,900","51,323,917","780,203,817",53.67,46.33
019,Ayer,2003,"420,626,800",0,"70,971,400","128,614,400","131,559,230","751,771,830",55.95,44.05
019,Ayer,2004,"462,798,900",0,"78,677,500","131,541,900","125,676,590","798,694,890",57.94,42.06
019,Ayer,2005,"544,647,500",0,"83,473,400","135,543,300","116,440,030","880,104,230",61.88,38.12
019,Ayer,2006,"598,705,500",0,"87,754,900","134,465,700","108,596,580","929,522,680",64.41,35.59
019,Ayer,2007,"630,638,700",0,"89,070,200","132,571,800","105,772,880","958,053,580",65.82,34.18
019,Ayer,2008,"668,655,200",0,"93,624,000","144,055,300","100,495,560","1,006,830,060",66.41,33.59
019,Ayer,2009,"650,453,000",0,"93,490,300","144,581,000","102,238,800","990,763,100",65.65,34.35
019,Ayer,2010,"627,463,300",0,"93,092,300","145,299,000","106,888,850","972,743,450",64.50,35.50
019,Ayer,2011,"624,918,400",0,"98,060,200","140,806,100","103,580,890","967,365,590",64.60,35.40
019,Ayer,2012,"624,899,400",0,"97,595,100","140,761,800","108,373,020","971,629,320",64.31,35.69
019,Ayer,2013,"621,119,500",0,"98,149,200","143,514,100","106,480,690","969,263,490",64.08,35.92
019,Ayer,2014,"628,963,700",0,"100,935,500","146,140,500","106,771,970","982,811,670",64.00,36.00
019,Ayer,2015,"643,066,800",0,"105,074,600","143,047,000","124,622,000","1,015,810,400",63.31,36.69
019,Ayer,2016,"675,182,600",0,"106,187,100","145,008,400","119,737,580","1,046,115,680",64.54,35.46
019,Ayer,2017,"717,378,800",0,"111,597,300","150,707,900","118,435,600","1,098,119,600",65.33,34.67
020,Barnstable,2003,"6,496,915,232",0,"767,960,498","56,678,770","188,114,795","7,509,669,295",86.51,13.49
020,Barnstable,2004,"10,023,257,151",0,"967,131,329","75,686,020","214,717,352","11,280,791,852",88.85,11.15
020,Barnstable,2005,"11,381,231,761",0,"1,129,516,623","80,250,820","228,014,240","12,819,013,444",88.78,11.22
020,Barnstable,2006,"12,710,161,443",0,"1,230,557,567","77,084,090","245,409,010","14,263,212,110",89.11,10.89
020,Barnstable,2007,"13,443,704,362",0,"1,275,048,264","77,011,100","149,981,380","14,945,745,106",89.95,10.05
020,Barnstable,2008,"13,323,872,172",0,"1,286,489,328","73,265,400","151,079,850","14,834,706,750",89.82,10.18
020,Barnstable,2009,"12,983,016,619",0,"1,303,893,716","78,598,400","179,274,450","14,544,783,185",89.26,10.74
020,Barnstable,2010,"11,822,832,710",0,"1,279,251,935","81,780,400","176,352,980","13,360,218,025",88.49,11.51
020,Barnstable,2011,"11,474,497,625",0,"1,235,696,120","82,267,300","194,882,820","12,987,343,865",88.35,11.65
020,Barnstable,2012,"11,343,180,287",0,"1,205,426,293","79,571,600","196,937,290","12,825,115,470",88.45,11.55
020,Barnstable,2013,"11,220,887,767",0,"1,223,179,078","80,290,800","197,055,870","12,721,413,515",88.20,11.80
020,Barnstable,2014,"11,114,256,735",0,"1,206,529,030","79,328,500","193,985,740","12,594,100,005",88.25,11.75
020,Barnstable,2015,"11,207,187,750",0,"1,204,713,235","78,592,100","212,290,440","12,702,783,525",88.23,11.77
020,Barnstable,2016,"11,559,979,680",0,"1,266,853,600","79,821,600","236,236,480","13,142,891,360",87.96,12.04
020,Barnstable,2017,"11,609,385,779",0,"1,291,731,901","80,275,500","249,000,650","13,230,393,830",87.75,12.25
021,Barre,2003,"215,752,152",0,"17,816,028","4,126,300","9,253,165","246,947,645",87.37,12.63
021,Barre,2004,"297,353,474",0,"21,436,193","4,944,500","9,685,074","333,419,241",89.18,10.82
021,Barre,2005,"354,992,483",0,"21,822,759","4,974,100","10,079,770","391,869,112",90.59,9.41
021,Barre,2006,"393,360,257",0,"24,496,719","5,373,200","10,133,068","433,363,244",90.77,9.23
021,Barre,2007,"430,660,047",0,"27,398,592","6,173,100","10,294,722","474,526,461",90.76,9.24
021,Barre,2008,"453,123,163",0,"27,955,320","6,164,900","10,014,056","497,257,439",91.12,8.88
021,Barre,2009,"437,811,994",0,"27,129,809","5,698,000","11,905,801","482,545,604",90.73,9.27
021,Barre,2010,"408,641,210",0,"24,450,643","5,972,100","12,323,665","451,387,618",90.53,9.47
021,Barre,2011,"389,157,165",0,"24,162,625","5,977,100","12,621,939","431,918,829",90.10,9.90
021,Barre,2012,"360,512,738",0,"24,135,524","6,402,400","15,479,994","406,530,656",88.68,11.32
021,Barre,2013,"349,491,135",0,"23,630,850","6,463,500","21,041,168","400,626,653",87.24,12.76
021,Barre,2014,"330,814,603",0,"24,968,090","6,804,300","23,843,701","386,430,694",85.61,14.39
021,Barre,2015,"329,650,477",0,"24,944,281","7,197,300","24,266,774","386,058,832",85.39,14.61
021,Barre,2016,"336,259,733",0,"24,520,469","8,556,100","31,143,611","400,479,913",83.96,16.04
021,Barre,2017,"347,847,225",0,"25,860,915","9,047,400","29,124,578","411,880,118",84.45,15.55
022,Becket,2003,"217,200,714",0,"7,569,050","795,236","11,097,600","236,662,600",91.78,8.22
022,Becket,2004,"287,964,164",0,"9,255,972","974,464","14,431,300","312,625,900",92.11,7.89
022,Becket,2005,"302,471,700",0,"10,362,300","952,100","14,514,600","328,300,700",92.13,7.87
022,Becket,2006,"368,429,638",0,"17,490,059","1,062,403","14,136,300","401,118,400",91.85,8.15
022,Becket,2007,"428,400,514",0,"18,103,978","1,403,708","14,073,600","461,981,800",92.73,7.27
022,Becket,2008,"466,258,172",0,"18,251,220","1,401,108","14,894,900","500,805,400",93.10,6.90
022,Becket,2009,"488,598,657",0,"18,904,534","1,418,909","18,248,000","527,170,100",92.68,7.32
022,Becket,2010,"512,959,775",0,"18,912,222","1,196,303","18,919,500","551,987,800",92.93,7.07
022,Becket,2011,"492,183,344",0,"18,830,752","1,165,504","18,586,200","530,765,800",92.73,7.27
022,Becket,2012,"479,470,104",0,"18,675,592","1,158,704","20,715,027","520,019,427",92.20,7.80
022,Becket,2013,"478,522,608",0,"19,123,462","1,161,230","24,870,226","523,677,526",91.38,8.62
022,Becket,2014,"449,880,760",0,"18,888,440","1,117,000","27,438,932","497,325,132",90.46,9.54
022,Becket,2015,"452,078,840",0,"19,172,966","1,117,000","27,954,265","500,323,071",90.36,9.64
022,Becket,2016,"454,017,130",0,"19,065,514","1,117,000","27,829,212","502,028,856",90.44,9.56
022,Becket,2017,"452,982,639",0,"19,392,176","1,362,800","27,698,851","501,436,466",90.34,9.66
023,Bedford,2003,"1,687,152,932","8,330,900","321,582,468","195,247,600","50,403,300","2,262,717,200",74.93,25.07
023,Bedford,2004,"1,762,799,498","7,731,900","321,376,702","202,126,900","65,833,400","2,359,868,400",75.03,24.97
023,Bedford,2005,"1,936,149,470","5,998,900","328,604,530","207,834,400","61,502,700","2,540,090,000",76.46,23.54
023,Bedford,2006,"2,059,705,099","5,381,800","335,913,501","194,761,600","64,409,670","2,660,171,670",77.63,22.37
023,Bedford,2007,"2,162,403,691","5,381,800","354,199,909","211,299,100","65,929,100","2,799,213,600",77.44,22.56
023,Bedford,2008,"2,212,195,000","5,296,600","395,663,665","220,907,300","59,236,100","2,893,298,665",76.64,23.36
023,Bedford,2009,"2,148,598,800","4,909,400","384,622,657","220,050,600","72,515,300","2,830,696,757",76.08,23.92
023,Bedford,2010,"2,115,408,335","4,837,900","271,250,635","293,984,600","70,454,100","2,755,935,570",76.93,23.07
023,Bedford,2011,"2,144,152,098","4,100,100","245,573,546","267,001,600","91,248,060","2,752,075,404",78.06,21.94
023,Bedford,2012,"2,175,568,303","2,389,400","238,704,348","254,422,200","84,509,094","2,755,593,345",79.04,20.96
023,Bedford,2013,"2,175,812,786","2,285,600","241,737,565","265,814,100","86,205,320","2,771,855,371",78.58,21.42
023,Bedford,2014,"2,277,053,784","1,655,600","238,547,547","267,781,100","78,584,090","2,863,622,121",79.57,20.43
023,Bedford,2015,"2,481,147,650","1,504,000","261,843,995","299,696,982","112,899,300","3,157,091,927",78.64,21.36
023,Bedford,2016,"2,515,184,292","1,504,000","264,055,021","301,559,214","112,390,400","3,194,692,927",78.78,21.22
023,Bedford,2017,"2,729,119,905",0,"332,255,720","255,814,200","107,305,000","3,424,494,825",79.69,20.31
024,Belchertown,2003,"742,786,024","461,000","27,231,826","7,753,600","17,377,120","795,609,570",93.42,6.58
024,Belchertown,2004,"840,221,936","519,400","33,360,181","8,499,800","17,850,502","900,451,819",93.37,6.63
024,Belchertown,2005,"972,140,661","221,800","40,120,345","9,145,500","17,869,413","1,039,497,719",93.54,6.46
024,Belchertown,2006,"1,122,696,705","252,300","45,887,524","10,052,500","17,775,232","1,196,664,261",93.84,6.16
024,Belchertown,2007,"1,248,234,350","382,400","53,641,161","11,112,980","18,448,062","1,331,818,953",93.75,6.25
024,Belchertown,2008,"1,299,542,642","349,100","59,567,077","11,393,160","19,149,491","1,390,001,470",93.52,6.48
024,Belchertown,2009,"1,318,509,540",0,"64,682,466","12,742,060","25,406,741","1,421,340,807",92.77,7.23
024,Belchertown,2010,"1,274,165,607",0,"65,929,215","12,274,110","25,178,182","1,377,547,114",92.50,7.50
024,Belchertown,2011,"1,249,466,214",0,"65,746,951","11,707,890","24,953,411","1,351,874,466",92.42,7.58
024,Belchertown,2012,"1,216,024,420",0,"63,355,343","11,678,910","28,612,781","1,319,671,454",92.15,7.85
024,Belchertown,2013,"1,214,335,945",0,"64,001,609","11,792,310","27,899,441","1,318,029,305",92.13,7.87
024,Belchertown,2014,"1,213,883,809",0,"63,771,298","11,856,190","26,690,811","1,316,202,108",92.23,7.77
024,Belchertown,2015,"1,243,690,248",0,"63,608,044","11,771,920","27,590,551","1,346,660,763",92.35,7.65
024,Belchertown,2016,"1,267,016,069",0,"63,688,858","11,498,020","27,722,650","1,369,925,597",92.49,7.51
024,Belchertown,2017,"1,296,414,296",0,"63,586,914","11,694,320","30,267,280","1,401,962,810",92.47,7.53
025,Bellingham,2003,"998,430,130",0,"159,460,908","60,451,665","325,737,564","1,544,080,267",64.66,35.34
025,Bellingham,2004,"1,309,429,425",0,"167,762,483","65,671,316","376,181,038","1,919,044,262",68.23,31.77
025,Bellingham,2005,"1,415,192,022",0,"176,434,487","67,724,764","381,958,134","2,041,309,407",69.33,30.67
025,Bellingham,2006,"1,596,901,867",0,"194,077,940","79,692,163","376,659,975","2,247,331,945",71.06,28.94
025,Bellingham,2007,"1,823,110,945",0,"220,234,041","113,439,855","388,148,195","2,544,933,036",71.64,28.36
025,Bellingham,2008,"1,778,507,458",0,"222,389,483","112,021,185","297,252,241","2,410,170,367",73.79,26.21
025,Bellingham,2009,"1,743,588,787",0,"230,874,073","113,044,577","315,502,242","2,403,009,679",72.56,27.44
025,Bellingham,2010,"1,576,023,742",0,"214,819,039","117,129,690","298,841,447","2,206,813,918",71.42,28.58
025,Bellingham,2011,"1,515,397,359",0,"214,881,980","115,210,290","337,268,922","2,182,758,551",69.43,30.57
025,Bellingham,2012,"1,466,350,354",0,"216,495,998","115,642,740","335,868,973","2,134,358,065",68.70,31.30
025,Bellingham,2013,"1,471,875,191",0,"220,605,091","118,746,306","280,159,418","2,091,386,006",70.38,29.62
025,Bellingham,2014,"1,471,626,770",0,"224,386,951","119,282,990","287,052,458","2,102,349,169",70.00,30.00
025,Bellingham,2015,"1,515,680,230",0,"229,901,393","123,914,367","260,084,183","2,129,580,173",71.17,28.83
025,Bellingham,2016,"1,580,392,943",0,"229,520,090","132,654,117","264,688,601","2,207,255,751",71.60,28.40
025,Bellingham,2017,"1,653,258,358",0,"236,706,342","141,425,353","274,286,003","2,305,676,056",71.70,28.30
026,Belmont,2003,"4,138,059,250",0,"202,556,750","14,692,000","19,811,400","4,375,119,400",94.58,5.42
026,Belmont,2004,"4,509,578,650",0,"220,926,600","15,103,000","20,750,100","4,766,358,350",94.61,5.39
026,Belmont,2005,"4,732,665,050",0,"219,980,200","15,107,000","19,200,600","4,986,952,850",94.90,5.10
026,Belmont,2006,"5,039,271,150",0,"229,782,600","15,137,000","20,368,300","5,304,559,050",95.00,5.00
026,Belmont,2007,"5,283,312,300",0,"254,251,700","15,363,000","22,430,490","5,575,357,490",94.76,5.24
026,Belmont,2008,"5,027,252,200",0,"251,670,800","15,256,000","24,999,160","5,319,178,160",94.51,5.49
026,Belmont,2009,"4,953,235,800",0,"254,486,500","15,350,000","34,584,870","5,257,657,170",94.21,5.79
026,Belmont,2010,"4,978,131,700",0,"258,278,600","15,023,000","39,696,440","5,291,129,740",94.08,5.92
026,Belmont,2011,"4,798,063,350",0,"255,584,750","15,061,000","41,983,850","5,110,692,950",93.88,6.12
026,Belmont,2012,"4,917,670,640",0,"256,796,660","14,920,000","44,123,190","5,233,510,490",93.97,6.03
026,Belmont,2013,"5,099,153,850",0,"247,718,551","14,905,000","43,888,150","5,405,665,551",94.33,5.67
026,Belmont,2014,"5,172,953,450",0,"249,396,951","13,254,000","45,410,760","5,481,015,161",94.38,5.62
026,Belmont,2015,"5,593,604,600",0,"276,302,801","15,552,000","42,279,890","5,927,739,291",94.36,5.64
026,Belmont,2016,"6,251,032,750",0,"286,412,551","15,888,000","45,034,710","6,598,368,011",94.74,5.26
026,Belmont,2017,"6,389,691,750",0,"285,780,354","15,622,000","49,129,680","6,740,223,784",94.80,5.20
027,Berkley,2003,"360,607,841",0,"11,018,813","4,381,000","4,878,595","380,886,249",94.68,5.32
027,Berkley,2004,"521,913,500",0,"19,909,300","3,119,000","6,824,621","551,766,421",94.59,5.41
027,Berkley,2005,"637,824,500",0,"22,746,473","2,922,800","10,347,725","673,841,498",94.65,5.35
027,Berkley,2006,"754,950,685",0,"26,099,030","3,537,400","9,832,127","794,419,242",95.03,4.97
027,Berkley,2007,"852,170,847",0,"18,383,615","4,149,500","10,826,462","885,530,424",96.23,3.77
027,Berkley,2008,"838,720,364",0,"17,975,258","4,280,200","10,477,312","871,453,134",96.24,3.76
027,Berkley,2009,"830,159,222",0,"18,944,723","4,062,400","14,638,243","867,804,588",95.66,4.34
027,Berkley,2010,"803,323,026",0,"18,483,412","3,784,900","14,298,224","839,889,562",95.65,4.35
027,Berkley,2011,"765,409,090",0,"17,297,765","3,717,200","16,087,307","802,511,362",95.38,4.62
027,Berkley,2012,"731,183,364",0,"16,408,669","3,578,200","15,636,120","766,806,353",95.35,4.65
027,Berkley,2013,"728,472,263",0,"16,082,307","3,478,200","15,961,442","763,994,212",95.35,4.65
027,Berkley,2014,"706,295,649",0,"16,576,891","3,409,300","16,137,236","742,419,076",95.13,4.87
027,Berkley,2015,"695,612,504",0,"16,733,750","3,156,378","21,208,974","736,711,606",94.42,5.58
027,Berkley,2016,"709,006,779",0,"16,870,755","4,327,400","20,429,480","750,634,414",94.45,5.55
027,Berkley,2017,"766,187,612",0,"17,438,562","4,370,100","21,881,930","809,878,204",94.61,5.39
028,Berlin,2003,"234,450,200",0,"86,822,050","4,965,900","7,512,880","333,751,030",70.25,29.75
028,Berlin,2004,"323,271,550",0,"103,145,210","6,869,100","8,169,640","441,455,500",73.23,26.77
028,Berlin,2005,"361,543,950",0,"104,707,810","6,378,500","9,297,000","481,927,260",75.02,24.98
028,Berlin,2006,"402,506,700",0,"105,470,800","9,202,200","10,507,380","527,687,080",76.28,23.72
028,Berlin,2007,"447,489,925",0,"118,132,340","9,678,500","8,262,110","583,562,875",76.68,23.32
028,Berlin,2008,"454,972,525",0,"121,714,210","9,752,600","9,888,080","596,327,415",76.30,23.70
028,Berlin,2009,"464,983,996",0,"123,156,510","9,752,600","10,649,780","608,542,886",76.41,23.59
028,Berlin,2010,"419,829,150",0,"118,624,830","9,549,600","11,297,920","559,301,500",75.06,24.94
028,Berlin,2011,"418,439,994",0,"123,269,837","9,689,940","10,248,630","561,648,401",74.50,25.50
028,Berlin,2012,"417,067,064","1,911,515","111,718,360","9,689,940","11,460,300","551,847,179",75.92,24.08
028,Berlin,2013,"383,189,300","2,138,795","114,052,200","9,125,700","10,923,390","519,429,385",74.18,25.82
028,Berlin,2014,"366,533,640","2,105,440","112,120,172","8,764,000","10,945,080","500,468,332",73.66,26.34
028,Berlin,2015,"374,720,800","2,095,220","117,656,200","12,378,300","11,611,450","518,461,970",72.68,27.32
028,Berlin,2016,"395,869,045","2,786,808","135,758,344","12,021,700","11,584,320","558,020,217",71.44,28.56
028,Berlin,2017,"438,146,871","2,273,613","126,527,366","12,078,100","12,488,860","591,514,810",74.46,25.54
029,Bernardston,2003,"97,794,450",0,"11,555,850","3,381,900","3,228,572","115,960,772",84.33,15.67
029,Bernardston,2004,"125,696,203",0,"11,484,529","3,750,400","3,911,921","144,843,053",86.78,13.22
029,Bernardston,2005,"128,832,379",0,"11,229,484","3,871,400","3,466,863","147,400,126",87.40,12.60
029,Bernardston,2006,"166,740,337",0,"13,476,876","4,477,900","3,444,418","188,139,531",88.63,11.37
029,Bernardston,2007,"192,596,455",0,"14,289,241","3,689,673","3,597,676","214,173,045",89.93,10.07
029,Bernardston,2008,"196,026,183",0,"14,294,164","3,692,073","3,885,596","217,898,016",89.96,10.04
029,Bernardston,2009,"196,929,632",0,"14,375,088","3,743,373","4,587,217","219,635,310",89.66,10.34
029,Bernardston,2010,"190,479,498",0,"13,610,650","3,513,167","4,698,196","212,301,511",89.72,10.28
029,Bernardston,2011,"192,027,665",0,"13,679,864","3,648,168","5,033,901","214,389,598",89.57,10.43
029,Bernardston,2012,"191,776,765",0,"14,496,690","3,762,968","7,521,121","217,557,544",88.15,11.85
029,Bernardston,2013,"181,152,735",0,"16,985,300","3,956,709","9,053,489","211,148,233",85.79,14.21
029,Bernardston,2014,"181,643,278",0,"17,039,319","4,751,688","10,203,379","213,637,664",85.02,14.98
029,Bernardston,2015,"181,742,455",0,"17,073,684","4,771,988","11,673,886","215,262,013",84.43,15.57
029,Bernardston,2016,"178,752,701",0,"16,859,954","4,683,330","9,878,146","210,174,131",85.05,14.95
029,Bernardston,2017,"179,106,896",0,"16,835,474","4,683,330","7,997,868","208,623,568",85.85,14.15
030,Beverly,2003,"3,676,487,220","612,450","341,040,138","131,726,891","67,720,490","4,217,587,189",87.18,12.82
030,Beverly,2004,"4,066,124,286","662,925","367,339,162","131,176,493","70,702,370","4,636,005,236",87.72,12.28
030,Beverly,2005,"4,680,573,646","688,425","421,026,521","133,896,568","109,515,410","5,345,700,570",87.57,12.43
