Municipal,Fiscal_Year,Total_Budget,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total_Levy,Inflation_Adjusted_Residential,Inflation_Adjusted_Open_Space,Inflation_Adjusted_Commercial,Inflation_Adjusted_Industrial,Inflation_Adjusted_Personal_Property,Inflation_Adjusted_Total_Levy,Percentage_of_Residential,Percentage_of_Open_Space,Percentage_of_Commercial,Percentage_of_Industrial,Percentage_of_Personal_Property,Total_Levy_Pct_Change,Total_Levy_Million,Residential_Million,Open_Space_Million,Commercial_Million,Industrial_Million,Personal_Property_Million
Andover,2012,144409829,76984793,113354,12892759,13622414,5260836,108874156,84198282,123975,14100813,14898837,5753777,119075684,70.71,0.1,11.84,12.51,4.83,15.1,119.08,84.2,0.12,14.1,14.9,5.75
Andover,2013,146746402.2,78962157,121766,13197696,13926800,5685094,111893513,85114207,131253,14225947,15011856,6128027,120611290,70.57,0.11,11.79,12.45,5.08,16.5,120.61,85.11,0.13,14.23,15.01,6.13
Andover,2014,157579517,83108866,127661,13675812,14606885,5987208,117506432,88153969,135411,14505999,15493592,6350660,124639631,70.73,0.11,11.64,12.43,5.1,20.4,124.64,88.15,0.14,14.51,15.49,6.35
Andover,2015,164410086,86725221,119137,14380182,14902209,6107014,122233763,91880794,126219,15235044,15788104,6470059,129500220,70.95,0.1,11.76,12.19,5,25.1,129.5,91.88,0.13,15.24,15.79,6.47
Andover,2016,172882106,90553288,107544,14908468,15684344,6443227,127696871,108275269,128591,17826171,18753892,7704217,152688140,70.91,0.08,11.67,12.28,5.05,47.5,152.69,108.28,0.13,17.83,18.75,7.7
Andover,2017,181737813,93877838,109976,15278890,15920855,7795802,132983361,96170783,112662,15652073,16309718,7986213,136231449,70.59,0.08,11.49,11.97,5.86,31.6,136.23,96.17,0.11,15.65,16.31,7.99
Andover,2018,183805693,99167413,113496,16240648,16788597,7042406,139352560,99167413,113496,16240648,16788597,7042406,139352560,71.16,0.08,11.65,12.05,5.05,34.7,139.35,99.17,0.11,16.24,16.79,7.04
Aquinnah,2003,2341062.95,1742316,0,7846,0,21347,1771509,2377759,0,10708,0,29133,2417600,98.35,0,0.44,0,1.21,0,2.42,2.38,0,0.01,0,0.03
Aquinnah,2004,2649841.16,1870796,0,8346,0,24048,1903190,2486871,0,11094,0,31967,2529933,98.3,0,0.44,0,1.26,4.6,2.53,2.49,0,0.01,0,0.03
Aquinnah,2005,2664053.4,1992618,0,8503,0,16146,2017267,2562009,0,10933,0,20760,2593701,98.78,0,0.42,0,0.8,7.3,2.59,2.56,0,0.01,0,0.02
Aquinnah,2006,2966591.41,2045908,0,10432,0,17126,2073466,2548323,0,12994,0,21332,2582648,98.67,0,0.5,0,0.83,6.8,2.58,2.55,0,0.01,0,0.02
Aquinnah,2007,3079136.27,2248038,0,11355,0,20327,2279720,2722546,0,13752,0,24618,2760915,98.61,0,0.5,0,0.89,14.2,2.76,2.72,0,0.01,0,0.02
Aquinnah,2008,3293944,2336950,0,22774,0,21255,2380979,2725575,0,26561,0,24790,2776926,98.15,0,0.96,0,0.89,14.9,2.78,2.73,0,0.03,0,0.02
Aquinnah,2009,3315700.54,2457670,0,24161,0,23460,2505291,2876605,0,28279,0,27459,2932343,98.1,0,0.96,0,0.94,21.3,2.93,2.88,0,0.03,0,0.03
Aquinnah,2010,3471698.63,2638026,0,25799,0,26990,2690815,3037875,0,29709,0,31081,3098665,98.04,0,0.96,0,1,28.2,3.1,3.04,0,0.03,0,0.03
Aquinnah,2011,3614605.59,2713155,0,26282,0,26618,2766055,3028787,0,29339,0,29715,3087841,98.09,0,0.95,0,0.96,27.7,3.09,3.03,0,0.03,0,0.03
Aquinnah,2012,3733149.87,2757053,0,33647,0,29290,2819990,3015389,0,36800,0,32034,3084224,97.77,0,1.19,0,1.04,27.6,3.08,3.02,0,0.04,0,0.03
Aquinnah,2013,3751536.14,3044306,0,44782,0,34294,3123382,3281492,0,48271,0,36966,3366729,97.47,0,1.43,0,1.1,39.3,3.37,3.28,0,0.05,0,0.04
Aquinnah,2014,4495943,3344009,0,50074,0,40615,3434698,3547006,0,53114,0,43081,3643200,97.36,0,1.46,0,1.18,50.7,3.64,3.55,0,0.05,0,0.04
Aquinnah,2015,4828365,3500339,0,51145,432,43430,3595346,3708424,0,54185,458,46012,3809079,97.36,0,1.42,0.01,1.21,57.6,3.81,3.71,0,0.05,0,0.05
Aquinnah,2016,4788788,3642066,0,54405,430,43034,3739935,4354847,0,65052,514,51456,4471869,97.38,0,1.45,0.01,1.15,85,4.47,4.35,0,0.07,0,0.05
Aquinnah,2017,5103833,3791089,0,56094,442,45108,3892733,3883685,0,57464,453,46210,3987812,97.39,0,1.44,0.01,1.16,64.9,3.99,3.88,0,0.06,0,0.05
Aquinnah,2018,5258972,3997610,0,52041,449,59055,4109155,3997610,0,52041,449,59055,4109155,97.29,0,1.27,0.01,1.44,70,4.11,4,0,0.05,0,0.06
Arlington,2003,101306288,56962049,1037,3257885,230446,795428,61246845,77736789,1415,4446075,314492,1085530,83584302,93,0,5.32,0.38,1.3,0,83.58,77.74,0,4.45,0.31,1.09
Arlington,2004,101870637,59880691,0,2883991,199945,775513,63740140,79600109,0,3833723,265789,1030899,84730521,93.95,0,4.52,0.31,1.22,1.4,84.73,79.6,0,3.83,0.27,1.03
Arlington,2005,106195893.6,61820467,0,2954889,205582,739032,65719970,79485673,0,3799249,264327,950210,84499460,94.07,0,4.5,0.31,1.12,1.1,84.5,79.49,0,3.8,0.26,0.95
Arlington,2006,112407733.4,69428973,0,3056013,229044,811771,73525801,86478676,0,3806479,285290,1011118,91581564,94.43,0,4.16,0.31,1.1,9.6,91.58,86.48,0,3.81,0.29,1.01
Arlington,2007,116958837.6,72656089,0,3171347,238535,712380,76778351,87992074,0,3840743,288884,862747,92984448,94.63,0,4.13,0.31,0.93,11.2,92.98,87.99,0,3.84,0.29,0.86
Arlington,2008,119641220.1,74394576,0,3364378,248917,805505,78813376,86766087,0,3923860,290311,939457,91919715,94.39,0,4.27,0.32,1.02,10,91.92,86.77,0,3.92,0.29,0.94
Arlington,2009,124071338.3,76075616,0,3633624,259705,977062,80946007,89043474,0,4253012,303974,1143612,94744072,93.98,0,4.49,0.32,1.21,13.4,94.74,89.04,0,4.25,0.3,1.14
Arlington,2010,125265218.1,78508301,0,3560968,253944,1147823,83471036,90407895,0,4100708,292435,1321800,96122837,94.05,0,4.27,0.3,1.38,15,96.12,90.41,0,4.1,0.29,1.32
Arlington,2011,127089727.4,80795883,0,3677868,260235,1224988,85958974,90195172,0,4105728,290509,1367495,95958905,93.99,0,4.28,0.3,1.43,14.8,95.96,90.2,0,4.11,0.29,1.37
Arlington,2012,135505942.8,89256859,0,4060401,286447,1398787,95002494,97620243,0,4440861,313287,1529854,103904245,93.95,0,4.27,0.3,1.47,24.3,103.9,97.62,0,4.44,0.31,1.53
Arlington,2013,144445396.1,91871472,0,4522048,219793,1396068,98009381,99029305,0,4874367,236917,1504838,105645427,93.74,0,4.61,0.22,1.42,26.4,105.65,99.03,0,4.87,0.24,1.5
Arlington,2014,149264899,95492211,0,4568536,222700,1454062,101737509,101289042,0,4845868,236219,1542330,107913459,93.86,0,4.49,0.22,1.43,29.1,107.91,101.29,0,4.85,0.24,1.54
Arlington,2015,154893803,99161685,0,4498718,218824,1405794,105285021,105056571,0,4766154,231832,1489365,111543922,94.18,0,4.27,0.21,1.34,33.5,111.54,105.06,0,4.77,0.23,1.49
Arlington,2016,160526355,102433220,0,4849908,225134,1469639,108977901,122480196,0,5799073,269194,1757259,130305722,93.99,0,4.45,0.21,1.35,55.9,130.31,122.48,0,5.8,0.27,1.76
Arlington,2017,167976625,105849778,0,4893201,252026,1444833,112439838,108435135,0,5012716,258182,1480123,115186155,94.14,0,4.35,0.22,1.28,37.8,115.19,108.44,0,5.01,0.26,1.48
Arlington,2018,172939767,110258354,0,5283084,264083,1449680,117255201,110258354,0,5283084,264083,1449680,117255201,94.03,0,4.51,0.23,1.24,40.3,117.26,110.26,0,5.28,0.26,1.45
Ashburnham,2003,10062464.41,6226611,3363,138832,53803,45036,6467645,8497530,4590,189466,73426,61461,8826472,96.27,0.05,2.15,0.83,0.7,0,8.83,8.5,0,0.19,0.07,0.06
Ashburnham,2004,9760805.85,6204785,2905,119078,46990,39611,6413369,8248094,3862,158292,62464,52655,8525367,96.75,0.05,1.86,0.73,0.62,-3.4,8.53,8.25,0,0.16,0.06,0.05
Ashburnham,2005,11230059.84,7352551,4090,140088,55783,36731,7589243,9453543,5259,180118,71723,47227,9757870,96.88,0.05,1.85,0.74,0.48,10.6,9.76,9.45,0.01,0.18,0.07,0.05
Ashburnham,2006,12563265.76,7722949,4167,145219,63510,44308,7980153,9619477,5190,180880,79106,55189,9939843,96.78,0.05,1.82,0.8,0.56,12.6,9.94,9.62,0.01,0.18,0.08,0.06
Ashburnham,2007,13540799.77,8306316,4258,164384,60299,47927,8583184,10059583,5157,199082,73027,58043,10394891,96.77,0.05,1.92,0.7,0.56,17.8,10.39,10.06,0.01,0.2,0.07,0.06
Ashburnham,2008,14106906.62,8368218,4255,165592,57871,61794,8657730,9759818,4963,193129,67495,72070,10097475,96.66,0.05,1.91,0.67,0.71,14.4,10.1,9.76,0,0.19,0.07,0.07
Ashburnham,2009,15008209.26,9208378,0,214045,71700,97181,9591304,10778039,0,250531,83922,113746,11226239,96.01,0,2.23,0.75,1.01,27.2,11.23,10.78,0,0.25,0.08,0.11
Ashburnham,2010,14652663.02,9699773,0,234085,79905,120997,10134760,11169979,0,269566,92016,139337,11670897,95.71,0,2.31,0.79,1.19,32.2,11.67,11.17,0,0.27,0.09,0.14
Ashburnham,2011,15159819.9,9924890,0,244296,86914,150122,10406222,11079490,0,272716,97025,167586,11616817,95.37,0,2.35,0.84,1.44,31.6,11.62,11.08,0,0.27,0.1,0.17
Ashburnham,2012,15029837.66,10060587,0,251420,87520,160122,10559649,11003266,0,274978,95721,175125,11549090,95.27,0,2.38,0.83,1.52,30.8,11.55,11,0,0.27,0.1,0.18
Ashburnham,2013,15687703.54,10283729,0,262332,86278,164595,10796934,11084948,0,282771,93000,177419,11638138,95.25,0,2.43,0.8,1.52,31.9,11.64,11.08,0,0.28,0.09,0.18
Ashburnham,2014,16146871,10616311,0,257050,84500,155413,11113274,11260772,0,272654,89630,164847,11787903,95.53,0,2.31,0.76,1.4,33.6,11.79,11.26,0,0.27,0.09,0.16
Ashburnham,2015,17651650,11945901,0,285275,91600,241485,12564261,12656052,0,302234,97045,255841,13311171,95.08,0,2.27,0.73,1.92,50.8,13.31,12.66,0,0.3,0.1,0.26
Ashburnham,2016,17483201,12239142,0,302459,93987,237412,12873000,14634437,0,361653,112381,283875,15392346,95.08,0,2.35,0.73,1.84,74.4,15.39,14.63,0,0.36,0.11,0.28
Ashburnham,2017,18434490,12526220,0,311372,98571,249278,13185441,12832170,0,318977,100979,255367,13507492,95,0,2.36,0.75,1.89,53,13.51,12.83,0,0.32,0.1,0.26
Ashburnham,2018,18981157,13280094,0,336227,127783,247649,13991753,13280094,0,336227,127783,247649,13991753,94.91,0,2.4,0.91,1.77,58.5,13.99,13.28,0,0.34,0.13,0.25
Ashby,2003,4541128.71,2913873,0,96229,9200,43712,3063014,3976597,0,131325,12555,59654,4180132,95.13,0,3.14,0.3,1.43,0,4.18,3.98,0,0.13,0.01,0.06
Ashby,2004,4766204.39,3258743,0,100139,11873,48517,3419272,4331886,0,133116,15783,64494,4545279,95.31,0,2.93,0.35,1.42,8.7,4.55,4.33,0,0.13,0.02,0.06
Ashby,2005,4855776.19,3319796,0,96319,12657,46218,3474990,4268428,0,123842,16274,59425,4467969,95.53,0,2.77,0.36,1.33,6.9,4.47,4.27,0,0.12,0.02,0.06
Ashby,2006,5281087.64,3458279,0,92706,12285,43561,3606831,4307530,0,115472,15302,54258,4492562,95.88,0,2.57,0.34,1.21,7.5,4.49,4.31,0,0.12,0.02,0.05
Ashby,2007,5289637.7,3892437,0,142198,13702,46699,4095036,4714039,0,172213,16594,56556,4959401,95.05,0,3.47,0.33,1.14,18.6,4.96,4.71,0,0.17,0.02,0.06
Ashby,2008,5430887.4,3837578,0,141788,12710,47884,4039960,4475751,0,165367,14824,55847,4711789,94.99,0,3.51,0.31,1.19,12.7,4.71,4.48,0,0.17,0.01,0.06
Ashby,2009,5563246.89,3980782,0,143761,13400,69625,4207568,4659347,0,168267,15684,81493,4924790,94.61,0,3.42,0.32,1.65,17.8,4.92,4.66,0,0.17,0.02,0.08
Ashby,2010,5546027.57,4133547,0,122014,13745,84499,4353805,4760073,0,140508,15828,97307,5013716,94.94,0,2.8,0.32,1.94,19.9,5.01,4.76,0,0.14,0.02,0.1
Ashby,2011,5748964.33,4261242,0,105894,14188,123270,4504594,4756968,0,118213,15839,137610,5028630,94.6,0,2.35,0.31,2.74,20.3,5.03,4.76,0,0.12,0.02,0.14
Ashby,2012,6058979.83,4362101,0,130525,11734,132662,4637022,4770831,0,142755,12833,145092,5071512,94.07,0,2.81,0.25,2.86,21.3,5.07,4.77,0,0.14,0.01,0.15
Ashby,2013,6483730.98,4630375,0,151206,12259,148779,4942619,4991134,0,162987,13214,160371,5327705,93.68,0,3.06,0.25,3.01,27.5,5.33,4.99,0,0.16,0.01,0.16
Ashby,2014,6898668,4750690,0,165335,12226,175148,5103399,5039079,0,175372,12968,185780,5413200,93.09,0,3.24,0.24,3.43,29.5,5.41,5.04,0,0.18,0.01,0.19
Ashby,2015,7063981,4900580,0,166142,13014,182321,5262057,5191906,0,176019,13788,193159,5574872,93.13,0,3.16,0.25,3.46,33.4,5.57,5.19,0,0.18,0.01,0.19
Ashby,2016,6894060,5046261,0,172069,13401,191473,5423204,6033853,0,205744,16024,228946,6484567,93.05,0,3.17,0.25,3.53,55.1,6.48,6.03,0,0.21,0.02,0.23
Ashby,2017,7366938,5266097,0,183478,13887,195624,5659086,5394720,0,187959,14226,200402,5797308,93.06,0,3.24,0.25,3.46,38.7,5.8,5.39,0,0.19,0.01,0.2
Ashby,2018,7845589,5646445,0,181352,14486,185435,6027718,5646445,0,181352,14486,185435,6027718,93.67,0,3.01,0.24,3.08,44.2,6.03,5.65,0,0.18,0.01,0.19
Ashfield,2003,3129475.82,2001185,0,109753,19306,62234,2192478,2731041,0,149781,26347,84931,2992101,91.28,0,5.01,0.88,2.84,0,2.99,2.73,0,0.15,0.03,0.08
Ashfield,2004,3153072.57,2050855,0,102840,18195,65351,2237241,2726226,0,136706,24187,86872,2973991,91.67,0,4.6,0.81,2.92,-0.6,2.97,2.73,0,0.14,0.02,0.09
Ashfield,2005,3361023.74,2183560,0,109212,19133,60117,2372022,2807513,0,140419,24600,77295,3049828,92.05,0,4.6,0.81,2.53,1.9,3.05,2.81,0,0.14,0.02,0.08
Ashfield,2006,3659763.37,2240137,0,104356,20865,52720,2418078,2790248,0,129983,25989,65666,3011886,92.64,0,4.32,0.86,2.18,0.7,3.01,2.79,0,0.13,0.03,0.07
Ashfield,2007,3791815.22,2372512,0,105776,20662,66156,2565106,2873293,0,128103,25023,80120,3106539,92.49,0,4.12,0.81,2.58,3.8,3.11,2.87,0,0.13,0.03,0.08
Ashfield,2008,3899102.5,2624615,0,108758,22794,64176,2820343,3061078,0,126844,26585,74848,3289354,93.06,0,3.86,0.81,2.28,9.9,3.29,3.06,0,0.13,0.03,0.07
Ashfield,2009,4156249.81,2698856,0,125543,22604,87705,2934708,3158903,0,146943,26457,102655,3434959,91.96,0,4.28,0.77,2.99,14.8,3.43,3.16,0,0.15,0.03,0.1
Ashfield,2010,4138174.6,2778461,0,117194,13125,84953,2993733,3199596,0,134957,15114,97829,3447497,92.81,0,3.91,0.44,2.84,15.2,3.45,3.2,0,0.13,0.02,0.1
Ashfield,2011,4097552.5,2868833,0,118441,13513,97775,3098562,3202575,0,132220,15085,109150,3459029,92.59,0,3.82,0.44,3.16,15.6,3.46,3.2,0,0.13,0.02,0.11
Ashfield,2012,4009913.78,2979425,0,123406,14432,112088,3229351,3258598,0,134969,15784,122591,3531942,92.26,0,3.82,0.45,3.47,18,3.53,3.26,0,0.13,0.02,0.12
Ashfield,2013,4203641.8,3074613,0,125920,14363,110780,3325676,3314160,0,135731,15482,119411,3584784,92.45,0,3.79,0.43,3.33,19.8,3.58,3.31,0,0.14,0.02,0.12
Ashfield,2014,4479832,3201358,0,135391,15393,133136,3485278,3395696,0,143610,16327,141218,3696851,91.85,0,3.88,0.44,3.82,23.6,3.7,3.4,0,0.14,0.02,0.14
Ashfield,2015,4591778,3257377,0,130823,15553,174097,3577850,3451019,0,138600,16478,184447,3790543,91.04,0,3.66,0.43,4.87,26.7,3.79,3.45,0,0.14,0.02,0.18
Ashfield,2016,4790087,3363975,0,135415,16010,185484,3700884,4022331,0,161917,19143,221785,4425176,90.9,0,3.66,0.43,5.01,47.9,4.43,4.02,0,0.16,0.02,0.22
Ashfield,2017,4902887,3493000,0,137627,15928,252441,3898996,3578316,0,140989,16317,258607,3994228,89.59,0,3.53,0.41,6.47,33.5,3.99,3.58,0,0.14,0.02,0.26
Ashfield,2018,5330107,3717738,0,147030,16841,279858,4161467,3717738,0,147030,16841,279858,4161467,89.34,0,3.53,0.4,6.72,39.1,4.16,3.72,0,0.15,0.02,0.28
Ashland,2003,38620704.24,20496271,160320,1041760,715336,344957,22758644,27971506,218791,1421702,976228,470767,31058994,90.06,0.7,4.58,3.14,1.52,0,31.06,27.97,0.22,1.42,0.98,0.47
Ashland,2004,42526569.63,22117139,130489,1124044,728673,406784,24507129,29400574,173461,1494205,968634,540743,32577616,90.25,0.53,4.59,2.97,1.66,4.9,32.58,29.4,0.17,1.49,0.97,0.54
Ashland,2005,45643635.75,24364998,138752,1254631,743688,430510,26932579,31327299,178400,1613142,956197,553528,34628567,90.47,0.52,4.66,2.76,1.6,11.5,34.63,31.33,0.18,1.61,0.96,0.55
Ashland,2006,53707166.54,26715212,17892,1439795,519113,443952,29135964,33275678,22286,1793366,646592,552973,36290895,91.69,0.06,4.94,1.78,1.52,16.8,36.29,33.28,0.02,1.79,0.65,0.55
Ashland,2007,57086449.38,27736859,10522,1473193,553352,455225,30229151,33591455,12743,1784149,670152,551312,36609811,91.76,0.03,4.87,1.83,1.51,17.9,36.61,33.59,0.01,1.78,0.67,0.55
Ashland,2008,55153330.55,28491786,9525,1518064,575094,506950,31101419,33229852,11109,1770512,670730,591254,36273457,91.61,0.03,4.88,1.85,1.63,16.8,36.27,33.23,0.01,1.77,0.67,0.59
Ashland,2009,56084055.81,29444493,5853,1621680,614978,527540,32214544,34463604,6851,1898112,719807,617465,37705839,91.4,0.02,5.03,1.91,1.64,21.4,37.71,34.46,0.01,1.9,0.72,0.62
Ashland,2010,56083552.19,30300762,4852,1686157,635156,601286,33228213,34893484,5587,1941730,731427,692424,38264652,91.19,0.01,5.07,1.91,1.81,23.2,38.26,34.89,0.01,1.94,0.73,0.69
Ashland,2011,58064806.31,31141214,5010,1742102,637649,677070,34203045,34763989,5593,1944767,711829,755836,38182014,91.05,0.01,5.09,1.86,1.98,22.9,38.18,34.76,0.01,1.94,0.71,0.76
Ashland,2012,57718026.08,31979376,5218,1807273,643824,746453,35182144,34975849,5707,1976615,704150,816396,38478717,90.9,0.01,5.14,1.83,2.12,23.9,38.48,34.98,0.01,1.98,0.7,0.82
Ashland,2013,60476531.05,32670338,5397,1870320,661148,804897,36012100,35215729,5817,2016039,712659,867608,38817852,90.72,0.01,5.19,1.84,2.24,25,38.82,35.22,0.01,2.02,0.71,0.87
Ashland,2014,62252366,33750990,5476,1914613,656554,866559,37194192,35799835,5808,2030839,696410,919163,39452056,90.74,0.01,5.15,1.77,2.33,27,39.45,35.8,0.01,2.03,0.7,0.92
Ashland,2015,64347734,34982345,4733,1962666,621181,909703,38480628,37061948,5014,2079341,658108,963782,40768194,90.91,0.01,5.1,1.61,2.36,31.3,40.77,37.06,0.01,2.08,0.66,0.96
Ashland,2016,66317290,36276915,4848,2237213,610371,858484,39987831,43376589,5797,2675053,729825,1026496,47813760,90.72,0.01,5.59,1.53,2.15,53.9,47.81,43.38,0.01,2.68,0.73,1.03
Ashland,2017,68860227,37724748,4763,2379279,629830,871678,41610298,38646166,4879,2437392,645213,892969,42626620,90.66,0.01,5.72,1.51,2.09,37.2,42.63,38.65,0,2.44,0.65,0.89
Ashland,2018,70543362,39749557,4737,2475382,685124,963671,43878471,39749557,4737,2475382,685124,963671,43878471,90.59,0.01,5.64,1.56,2.2,41.3,43.88,39.75,0,2.48,0.69,0.96
Athol,2003,13140863.94,5356790,0,509638,198021,215770,6280219,7310475,0,695509,270242,294464,8570690,85.3,0,8.11,3.15,3.44,0,8.57,7.31,0,0.7,0.27,0.29
Athol,2004,12551794.96,5699227,0,482291,175577,145852,6502947,7576050,0,641115,233397,193883,8644444,87.64,0,7.42,2.7,2.24,0.9,8.64,7.58,0,0.64,0.23,0.19
Athol,2005,12721291.69,6035581,0,464821,161159,128711,6790272,7760249,0,597644,207210,165490,8730593,88.89,0,6.85,2.37,1.9,1.9,8.73,7.76,0,0.6,0.21,0.17
Athol,2006,13918029.85,6427899,0,464889,155889,124352,7173029,8006401,0,579052,194171,154889,8934513,89.61,0,6.48,2.17,1.73,4.2,8.93,8.01,0,0.58,0.19,0.15
Athol,2007,16581318.1,7791608,0,547023,167683,143795,8650109,9436232,0,662487,203077,174147,10475943,90.08,0,6.32,1.94,1.66,22.2,10.48,9.44,0,0.66,0.2,0.17
Athol,2008,17595559.62,8016593,0,558640,174437,148377,8898047,9349719,0,651540,203445,173051,10377755,90.09,0,6.28,1.96,1.67,21.1,10.38,9.35,0,0.65,0.2,0.17
Athol,2009,19947617.95,8378969,0,597290,190345,211306,9377910,9807249,0,699104,222791,247325,10976470,89.35,0,6.37,2.03,2.25,28.1,10.98,9.81,0,0.7,0.22,0.25
Athol,2010,18528975.55,8507215,0,677786,203032,246527,9634560,9796663,0,780519,233806,283893,11094881,88.3,0,7.03,2.11,2.56,29.5,11.09,9.8,0,0.78,0.23,0.28
Athol,2011,18866734.85,8740593,0,695082,216541,274181,9926397,9757419,0,775944,241732,306078,11081172,88.05,0,7,2.18,2.76,29.3,11.08,9.76,0,0.78,0.24,0.31
Athol,2012,19062878.25,8907898,0,746779,241558,297355,10193590,9742570,0,816752,264192,325217,11148731,87.39,0,7.33,2.37,2.92,30.1,11.15,9.74,0,0.82,0.26,0.33
Athol,2013,19019017.45,8534594,0,751105,240346,297851,9823896,9199536,0,809625,259072,321057,10589289,86.88,0,7.65,2.45,3.03,23.6,10.59,9.2,0,0.81,0.26,0.32
Athol,2014,20191683,9768570,0,881133,258207,438275,11346185,10361569,0,934622,273881,464880,12034952,86.1,0,7.77,2.28,3.86,40.4,12.03,10.36,0,0.93,0.27,0.46
Athol,2015,21382490,10076689,0,1048477,264758,452111,11842035,10675720,0,1110806,280497,478988,12546011,85.09,0,8.85,2.24,3.82,46.4,12.55,10.68,0,1.11,0.28,0.48
Athol,2016,22153120,10513441,0,1122047,275888,477522,12388898,12571003,0,1341640,329881,570977,14813502,84.86,0,9.06,2.23,3.85,72.8,14.81,12.57,0,1.34,0.33,0.57
Athol,2017,23873071,11344380,0,1263668,290476,514974,13413498,11621464,0,1294533,297571,527552,13741120,84.57,0,9.42,2.17,3.84,60.3,13.74,11.62,0,1.29,0.3,0.53
Athol,2018,24391828,11688683,0,1374680,283947,477453,13824763,11688683,0,1374680,283947,477453,13824763,84.55,0,9.94,2.05,3.45,61.3,13.82,11.69,0,1.37,0.28,0.48
Attleboro,2003,96152626.04,27509015,0,5149700,2834671,1433789,36927175,37541882,0,7027857,3868509,1956709,50394957,74.5,0,13.95,7.68,3.88,0,50.39,37.54,0,7.03,3.87,1.96
Attleboro,2004,97254600.22,29337020,0,5459142,3095722,1770164,39662048,38998047,0,7256902,4115180,2353100,52723229,73.97,0,13.76,7.81,4.46,4.6,52.72,39,0,7.26,4.12,2.35
Attleboro,2005,103199588.9,32895710,0,5151125,2847511,1364553,42258899,42295663,0,6623060,3661188,1754474,54334385,77.84,0,12.19,6.74,3.23,7.8,54.33,42.3,0,6.62,3.66,1.75
Attleboro,2006,108476248.7,35245075,0,4937233,2751639,1362674,44296621,43900223,0,6149671,3427360,1697306,55174562,79.57,0,11.15,6.21,3.08,9.5,55.17,43.9,0,6.15,3.43,1.7
Attleboro,2007,116655681.1,36796938,0,5166491,3352272,1438056,46753757,44563903,0,6257015,4059857,1741596,56622371,78.7,0,11.05,7.17,3.08,12.4,56.62,44.56,0,6.26,4.06,1.74
Attleboro,2008,118490121.9,37641578,0,5910779,3544414,1599650,48696421,43901217,0,6893717,4133835,1865665,56794435,77.3,0,12.14,7.28,3.28,12.7,56.79,43.9,0,6.89,4.13,1.87
Attleboro,2009,121386003.5,38547814,0,6526926,3969603,1962943,51007286,45118679,0,7639507,4646262,2297546,59701993,75.57,0,12.8,7.78,3.85,18.5,59.7,45.12,0,7.64,4.65,2.3
Attleboro,2010,122568954.1,39747140,0,6805701,4176850,2160011,52889702,45771660,0,7837249,4809940,2487406,60906255,75.15,0,12.87,7.9,4.08,20.9,60.91,45.77,0,7.84,4.81,2.49
Attleboro,2011,121188968.1,40491512,0,7399157,4483344,2235393,54609406,45202042,0,8259929,5004908,2495445,60962324,74.15,0,13.55,8.21,4.09,21,60.96,45.2,0,8.26,5,2.5
Attleboro,2012,124042889.1,41796165,0,7908400,4592453,2358614,56655632,45712473,0,8649419,5022767,2579617,61964275,73.77,0,13.96,8.11,4.16,23,61.96,45.71,0,8.65,5.02,2.58
Attleboro,2013,128348996.6,43259875,0,8290880,4636858,2420622,58608235,46630311,0,8936834,4998122,2609216,63174483,73.81,0,14.15,7.91,4.13,25.4,63.17,46.63,0,8.94,5,2.61
Attleboro,2014,137148705,44655154,0,8613157,4748207,2486767,60503285,47365934,0,9136017,5036446,2637726,64176122,73.81,0,14.24,7.85,4.11,27.3,64.18,47.37,0,9.14,5.04,2.64
Attleboro,2015,140192910,46715662,0,8607400,4751761,2510319,62585142,49492778,0,9119086,5034240,2659550,66305654,74.64,0,13.75,7.59,4.01,31.6,66.31,49.49,0,9.12,5.03,2.66
Attleboro,2016,139388353,48649221,0,8716217,4670066,2618255,64653759,58170251,0,10422048,5584034,3130668,77307001,75.25,0,13.48,7.22,4.05,53.4,77.31,58.17,0,10.42,5.58,3.13
Attleboro,2017,148381176,51792191,0,8555334,4558621,2662926,67569072,53057203,0,8764296,4669964,2727967,69219431,76.65,0,12.66,6.75,3.94,37.4,69.22,53.06,0,8.76,4.67,2.73
Attleboro,2018,147317636,54370977,0,9161193,4540884,2689639,70762693,54370977,0,9161193,4540884,2689639,70762693,76.84,0,12.95,6.42,3.8,40.4,70.76,54.37,0,9.16,4.54,2.69
Auburn,2003,33308880.24,11237980,37924,5733737,2086201,633378,19729220,15336606,51755,7824899,2847063,864379,26924702,56.96,0.19,29.06,10.57,3.21,0,26.92,15.34,0.05,7.82,2.85,0.86
